parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct
practice_offset[2072],0.595,0.045,0.508,0.683,0.004,0.001,159.0,436.0,1.04,81.30309449601565,66.19639409191058,97.98082567660498
practice_offset[2073],1.374,0.046,1.284,1.465,0.004,0.001,163.0,689.0,1.03,295.1123623077004,261.1055095991915,332.7543240300773
practice_offset[2074],-0.023,0.047,-0.115,0.068,0.005,0.001,77.0,531.0,1.07,-2.273751622672293,-10.863385609316866,7.036530847877431
practice_offset[2075],0.337,0.044,0.249,0.421,0.004,0.001,138.0,705.0,1.04,40.07390637385353,28.27420330698114,52.34842784087539
practice_offset[2076],1.236,0.048,1.141,1.331,0.005,0.001,99.0,656.0,1.06,244.18186189882962,212.9896697456783,278.48263221083744
practice_offset[2077],0.636,0.048,0.543,0.728,0.005,0.001,90.0,625.0,1.06,88.89101074258497,72.11626125301187,107.09345938545982
practice_offset[2078],-1.144,0.053,-1.246,-1.038,0.004,0.001,171.0,650.0,1.03,-68.1457699126781,-71.23468888548847,-64.58377012964299
practice_offset[2079],-0.084,0.054,-0.188,0.026,0.008,0.002,44.0,134.0,1.12,-8.056874390487534,-17.13852927673194,2.634094847344204
practice_offset[2080],0.194,0.054,0.089,0.3,0.008,0.002,45.0,125.0,1.12,21.409628295623317,9.308065632633022,34.98588075760032
practice_offset[2081],1.315,0.049,1.22,1.409,0.005,0.001,105.0,705.0,1.06,272.4750985251216,238.71877336213348,309.18614959623187
practice_offset[2082],-0.068,0.048,-0.161,0.025,0.005,0.001,83.0,660.0,1.07,-6.5739526422786465,-14.870792889284889,2.531512052442886
practice_offset[2083],-0.915,0.045,-1.005,-0.826,0.004,0.001,132.0,289.0,1.04,-59.94833739091811,-63.39553651959846,-56.22030234830404
practice_offset[2084],0.605,0.045,0.519,0.695,0.004,0.001,159.0,409.0,1.04,83.12522088857732,68.03464627827445,100.37090739411751
practice_offset[2085],0.652,0.054,0.546,0.76,0.008,0.002,45.0,137.0,1.12,91.93757443089139,72.63338533505097,113.82762204968185
practice_offset[2086],1.185,0.048,1.093,1.281,0.005,0.001,96.0,702.0,1.06,227.06868214659522,198.32102924083586,260.0238164214303
practice_offset[2087],-0.34,0.048,-0.433,-0.248,0.005,0.001,77.0,607.0,1.07,-28.822967723739033,-35.14395081950239,-21.964005672196574
practice_offset[2088],-0.081,0.045,-0.168,0.006,0.004,0.001,156.0,430.0,1.04,-7.7806308555391945,-15.464616531534126,0.6018036054064924
practice_offset[2089],0.304,0.046,0.211,0.392,0.004,0.001,104.0,646.0,1.05,35.52690560896716,23.49123550613943,47.993771140228844
practice_offset[2090],-0.751,0.045,-0.839,-0.663,0.004,0.001,126.0,519.0,1.05,-52.810557770715796,-56.78575501202597,-48.469689600485836
practice_offset[2091],-0.134,0.044,-0.217,-0.043,0.004,0.001,133.0,368.0,1.04,-12.540993539666601,-19.507003069499852,-4.208860993296937
practice_offset[2092],0.479,0.045,0.392,0.567,0.004,0.001,163.0,473.0,1.04,61.445913555862305,47.993771140228844,76.29701995299278
practice_offset[2093],0.141,0.044,0.056,0.229,0.004,0.001,144.0,499.0,1.04,15.142464798474409,5.759768373661123,25.73420390098391
practice_offset[2094],0.33,0.047,0.237,0.42,0.005,0.001,88.0,521.0,1.06,39.09681284637803,26.744111777528357,52.196155561863364
practice_offset[2095],-0.361,0.047,-0.453,-0.269,0.005,0.001,74.0,505.0,1.07,-30.30210015331273,-36.42818663735857,-23.585674435180103
practice_offset[2096],-1.069,0.046,-1.154,-0.973,0.004,0.001,131.0,404.0,1.04,-65.66483025024334,-68.4627247978392,-62.2052506841835
practice_offset[2097],-1.417,0.046,-1.507,-1.327,0.004,0.001,121.0,326.0,1.05,-75.7559752250667,-77.84262970170019,-73.47281155775599
practice_offset[2098],-0.136,0.044,-0.223,-0.049,0.004,0.001,149.0,378.0,1.04,-12.71573675112807,-19.988515070544587,-4.781887030149512
practice_offset[2099],0.224,0.047,0.131,0.316,0.005,0.001,86.0,642.0,1.07,25.10710194283623,13.99677813119904,37.16302556260427
practice_offset[2100],-1.199,0.045,-1.287,-1.108,0.004,0.001,125.0,347.0,1.05,-69.85044432285682,-72.39021646028063,-66.97812614451067
practice_offset[2101],-0.94,0.053,-1.043,-0.835,0.006,0.001,81.0,576.0,1.07,-60.937216464147895,-64.76040931303812,-56.61255185670091
practice_offset[2102],0.187,0.048,0.094,0.279,0.005,0.001,83.0,511.0,1.07,20.562728504992478,9.855974591717365,32.18073438695392
practice_offset[2103],0.026,0.048,-0.065,0.12,0.005,0.001,83.0,603.0,1.07,2.634094847344204,-6.293253662259657,12.749685157937574
practice_offset[2104],0.192,0.044,0.106,0.277,0.003,0.001,164.0,468.0,1.04,21.16705169649005,11.182187650653086,31.91663710349588
practice_offset[2105],-1.324,0.045,-1.411,-1.233,0.004,0.001,112.0,343.0,1.05,-73.39311050061934,-75.61007380987552,-70.85829860499143
practice_offset[2106],-0.094,0.063,-0.214,0.03,0.005,0.001,165.0,1366.0,1.04,-8.971723775923302,-19.265161497731853,3.045453395351694
practice_offset[2107],-0.451,0.044,-0.536,-0.363,0.004,0.001,122.0,446.0,1.05,-36.30091578220175,-41.49160864082931,-30.44135665009049
practice_offset[2108],-0.713,0.048,-0.807,-0.622,0.006,0.001,75.0,460.0,1.07,-50.98285249432698,-55.380535571372846,-46.313037610854046
practice_offset[2109],-0.336,0.047,-0.429,-0.243,0.005,0.001,78.0,600.0,1.07,-28.537689418394272,-34.88400708189675,-21.572848622844354
practice_offset[2110],-1.097,0.049,-1.188,-0.998,0.006,0.001,68.0,476.0,1.08,-66.61288036319056,-69.51696845568031,-63.13840636965812
practice_offset[2111],-0.282,0.045,-0.369,-0.195,0.004,0.001,143.0,440.0,1.04,-24.572631546691102,-30.857458954969154,-17.716534194398157
practice_offset[2112],-0.038,0.047,-0.131,0.054,0.004,0.001,180.0,399.0,1.03,-3.728705910880048,-12.278222560895646,5.548460215508011
practice_offset[2113],0.458,0.048,0.368,0.554,0.005,0.001,85.0,612.0,1.07,58.09090030614199,44.4842038973879,74.01999144695428
practice_offset[2114],-1.446,0.046,-1.534,-1.355,0.004,0.001,116.0,319.0,1.05,-76.44895516869352,-78.43287453753244,-74.20527055481743
practice_offset[2115],0.041,0.045,-0.048,0.127,0.004,0.001,153.0,493.0,1.04,4.185210554547947,-4.6866212922495265,13.54170177814864
practice_offset[2116],-0.264,0.044,-0.353,-0.18,0.004,0.001,131.0,460.0,1.04,-23.202646034329387,-29.742280662275846,-16.4729788588728
practice_offset[2117],-1.13,0.045,-1.22,-1.042,0.004,0.001,137.0,330.0,1.04,-67.69667435777471,-70.47698330759857,-64.72515209668109
practice_offset[2118],-1.711,0.048,-1.803,-1.614,0.004,0.001,128.0,363.0,1.04,-81.93149827727355,-83.51962653413688,-80.09103394102476
practice_offset[2119],-1.013,0.054,-1.117,-0.907,0.004,0.001,180.0,390.0,1.03,-63.687204001954,-67.27398962646546,-59.62663901225367
practice_offset[2120],-0.816,0.054,-0.922,-0.71,0.004,0.001,209.0,714.0,1.03,-55.78030907201013,-60.227720049066576,-50.83558025390349
practice_offset[2121],-0.038,0.048,-0.129,0.057,0.005,0.001,79.0,576.0,1.07,-3.728705910880048,-12.102603445441684,5.865581039550016
practice_offset[2122],0.19,0.052,0.089,0.292,0.007,0.002,52.0,125.0,1.09,20.92495976572515,9.308065632633022,33.910301763929375
practice_offset[2123],-0.96,0.045,-1.047,-0.873,0.004,0.001,116.0,340.0,1.05,-61.710711402488805,-64.90108613457386,-58.23034220020011
practice_offset[2124],1.262,0.054,1.158,1.366,0.006,0.001,72.0,420.0,1.08,253.24793858860008,218.35597851793858,291.9640733559024
practice_offset[2125],0.678,0.045,0.592,0.765,0.004,0.001,140.0,811.0,1.04,96.99339218909297,80.76000026120045,114.89943746552203
practice_offset[2126],0.94,0.045,0.85,1.025,0.003,0.001,165.0,655.0,1.03,155.99814183292713,133.96468519259906,178.70954605658505
practice_offset[2127],0.658,0.044,0.573,0.744,0.004,0.001,151.0,774.0,1.04,93.09266167394625,77.35798177529409,110.43360464154782
practice_offset[2128],1.144,0.045,1.055,1.23,0.004,0.001,164.0,711.0,1.04,213.93004861793963,187.19751539013458,242.12295362896734
practice_offset[2129],0.845,0.046,0.756,0.933,0.004,0.001,115.0,703.0,1.05,132.79778145702346,112.97401990391056,154.2124121855858
practice_offset[2130],0.267,0.044,0.18,0.354,0.004,0.001,139.0,493.0,1.04,30.60404463306543,19.721736312181015,42.47551864798884
practice_offset[2131],-0.044,0.045,-0.126,0.048,0.004,0.001,129.0,574.0,1.04,-4.3046042526953325,-11.838515321658393,4.91706553244704
practice_offset[2132],0.709,0.045,0.621,0.796,0.004,0.001,158.0,721.0,1.04,103.19582840448192,86.0787899662108,121.66565453905424
practice_offset[2133],1.421,0.045,1.332,1.508,0.003,0.001,175.0,604.0,1.03,314.12596299415566,278.86130414746066,351.7686380154588
practice_offset[2134],0.492,0.044,0.406,0.577,0.004,0.001,141.0,648.0,1.04,63.55841192052398,50.08025524580199,78.06883445996127
practice_offset[2135],-0.089,0.045,-0.175,0.0,0.004,0.001,132.0,560.0,1.04,-8.515442642554794,-16.054297923079265,0.0
practice_offset[2136],0.705,0.044,0.619,0.794,0.004,0.001,152.0,675.0,1.04,102.38466849223475,85.70700429587728,121.22276626587873
practice_offset[2137],0.378,0.044,0.291,0.466,0.004,0.001,148.0,532.0,1.04,45.936294287579656,33.776458395003516,59.36069993484847
practice_offset[2138],-0.16,0.044,-0.248,-0.077,0.004,0.001,137.0,396.0,1.04,-14.785621103378865,-21.964005672196574,-7.411014639350466
practice_offset[2139],1.274,0.045,1.188,1.365,0.004,0.001,154.0,717.0,1.04,257.51244974458814,228.05136147501824,291.57230519927214
practice_offset[2140],0.149,0.044,0.062,0.234,0.004,0.001,132.0,401.0,1.04,16.067298920908545,6.396234472803375,26.364449220777786
practice_offset[2141],0.05,0.044,-0.037,0.135,0.004,0.001,139.0,501.0,1.04,5.127109637602412,-3.6323864650946502,14.453678435131456
practice_offset[2142],0.18,0.044,0.095,0.268,0.004,0.001,146.0,573.0,1.04,19.721736312181015,9.965885512610285,30.734714001493614
practice_offset[2143],0.198,0.045,0.111,0.286,0.004,0.001,152.0,618.0,1.04,21.896239382164275,11.73949068544582,33.109245525229156
practice_offset[2144],1.133,0.045,1.046,1.222,0.004,0.001,162.0,749.0,1.04,210.49574140202446,184.6243344348701,239.3968887982554
practice_offset[2145],1.126,0.045,1.037,1.21,0.004,0.001,161.0,719.0,1.04,208.3298606388871,182.07420820631356,235.34846525490235
practice_offset[2146],0.364,0.045,0.274,0.451,0.004,0.001,108.0,562.0,1.05,43.90742141580461,31.521480223872445,56.988128209320244
practice_offset[2147],-0.831,0.045,-0.919,-0.743,0.004,0.001,125.0,493.0,1.05,-56.43865450127995,-60.10822405484444,-52.431528135831215
practice_offset[2148],-1.377,0.045,-1.462,-1.285,0.004,0.001,114.0,438.0,1.05,-74.76655780446224,-76.82277336566449,-72.33494163680265
practice_offset[2149],-0.702,0.045,-0.788,-0.615,0.004,0.001,126.0,348.0,1.05,-50.440687430734855,-54.52466068320598,-45.93591046906834
practice_offset[2150],-0.065,0.044,-0.151,0.021,0.004,0.001,142.0,447.0,1.04,-6.293253662259657,-14.015230134079449,2.122205163752855
practice_offset[2151],-0.471,0.044,-0.558,-0.384,0.004,0.001,127.0,345.0,1.04,-37.56224215885887,-42.76473748433668,-31.886857282045288
practice_offset[2152],0.882,0.045,0.798,0.972,0.004,0.001,154.0,537.0,1.04,141.57263308455978,122.10942947514347,164.32256276807982
practice_offset[2153],-0.686,0.045,-0.772,-0.597,0.004,0.001,126.0,389.0,1.04,-49.64136086936286,-53.79120324163,-44.95394568738234
practice_offset[2154],-0.541,0.049,-0.638,-0.446,0.004,0.001,129.0,831.0,1.04,-41.78342046013586,-47.16519358206091,-35.981622793835285
practice_offset[2155],-0.388,0.044,-0.473,-0.302,0.004,0.001,135.0,599.0,1.04,-32.1587656735896,-37.686992882234215,-26.06619351104682
practice_offset[2156],-0.314,0.056,-0.423,-0.204,0.007,0.001,66.0,395.0,1.08,-26.948097184057517,-34.49213668881937,-18.45376288127073
practice_offset[2157],0.846,0.045,0.757,0.931,0.004,0.001,139.0,699.0,1.04,133.03069567618056,113.18710044632896,153.70449544725852
practice_offset[2158],-1.318,0.059,-1.432,-1.201,0.008,0.002,62.0,175.0,1.08,-73.23298928032554,-76.11692173018075,-69.91068317527906
practice_offset[2159],-0.096,0.044,-0.182,-0.009,0.004,0.001,128.0,591.0,1.04,-9.153598393129393,-16.63986595842647,-0.8959621227116354
practice_offset[2160],0.717,0.045,0.63,0.806,0.004,0.001,124.0,703.0,1.05,104.82791467233841,87.76105792643432,123.89343140399322
practice_offset[2161],-0.121,0.044,-0.206,-0.036,0.004,0.001,126.0,424.0,1.04,-11.396604040712443,-18.616692371707934,-3.535970651687692
practice_offset[2162],0.485,0.045,0.398,0.573,0.004,0.001,147.0,486.0,1.04,62.41750088442293,48.88440299072776,77.35798177529409
practice_offset[2163],-0.909,0.044,-0.995,-0.822,0.004,0.001,119.0,336.0,1.05,-59.70730504131143,-63.02765554559411,-56.04483285266524
practice_offset[2164],-0.875,0.044,-0.961,-0.788,0.004,0.001,121.0,404.0,1.05,-58.31379803214916,-61.74898155282196,-54.52466068320598
practice_offset[2165],0.035,0.044,-0.05,0.123,0.004,0.001,142.0,566.0,1.04,3.5619708799623284,-4.877057549928598,13.088442094748931
practice_offset[2166],0.87,0.045,0.785,0.959,0.004,0.001,161.0,681.0,1.04,138.69108535242765,119.24069407332158,160.9086082362757
practice_offset[2167],-0.704,0.045,-0.791,-0.618,0.004,0.001,124.0,403.0,1.05,-50.539707003294296,-54.660882266615076,-46.097859692364295
practice_offset[2168],-1.482,0.046,-1.572,-1.394,0.004,0.001,108.0,338.0,1.05,-77.28171320209434,-79.23704921945838,-75.191900663857
practice_offset[2169],-0.481,0.044,-0.563,-0.391,0.004,0.001,117.0,318.0,1.05,-38.18350822970742,-43.05019954704583,-32.36198439607109
practice_offset[2170],-1.507,0.046,-1.597,-1.419,0.004,0.001,116.0,302.0,1.05,-77.84262970170019,-79.74968830078136,-75.80441481887623
practice_offset[2171],-1.639,0.046,-1.729,-1.55,0.004,0.001,113.0,369.0,1.05,-80.5825880644458,-82.25382169483926,-78.77520261732569
practice_offset[2172],-0.344,0.055,-0.448,-0.233,0.004,0.001,207.0,617.0,1.03,-29.10710719504892,-36.109531596808374,-20.784642647568596
practice_offset[2173],-0.793,0.045,-0.878,-0.704,0.004,0.001,115.0,396.0,1.05,-54.75146988426833,-58.43866923759116,-50.539707003294296
practice_offset[2174],0.546,0.044,0.461,0.636,0.004,0.001,149.0,457.0,1.04,72.63338533505097,58.56588512805472,88.89101074258497
practice_offset[2175],-0.267,0.044,-0.353,-0.18,0.004,0.001,131.0,384.0,1.04,-23.432692853462612,-29.742280662275846,-16.4729788588728
practice_offset[2176],0.613,0.045,0.527,0.703,0.004,0.001,115.0,741.0,1.05,84.59609832074332,69.38431492486188,101.98030365487591
practice_offset[2177],-2.427,0.048,-2.519,-2.33,0.005,0.001,106.0,297.0,1.05,-91.16986603576707,-91.94598934005013,-90.27042529104672
practice_offset[2178],-0.143,0.053,-0.246,-0.041,0.007,0.001,59.0,400.0,1.09,-13.324593110451099,-21.807777507452276,-4.017087005220111
practice_offset[2179],0.291,0.053,0.19,0.394,0.007,0.001,61.0,329.0,1.09,33.776458395003516,20.92495976572515,48.290054867475305
practice_offset[2180],0.837,0.044,0.752,0.926,0.003,0.001,166.0,822.0,1.04,130.94282890863056,112.12382534700116,152.4391389973053
practice_offset[2181],0.645,0.049,0.554,0.743,0.005,0.001,89.0,679.0,1.07,90.59870292719228,74.01999144695428,110.22327621864507
practice_offset[2182],0.41,0.049,0.317,0.506,0.005,0.001,81.0,660.0,1.07,50.681778511285344,37.300257192545885,65.8643334750305
practice_offset[2183],-1.116,0.046,-1.205,-1.023,0.004,0.001,123.0,463.0,1.05,-67.24124724763105,-70.03080004867537,-64.04852235916711
practice_offset[2184],-1.724,0.055,-1.833,-1.618,0.004,0.001,163.0,720.0,1.04,-82.16486860590999,-84.00669517884177,-80.1705107456823
practice_offset[2185],0.071,0.044,-0.016,0.158,0.004,0.001,145.0,599.0,1.04,7.358122586835747,-1.5872679944714863,17.11661947076695
practice_offset[2186],0.072,0.048,-0.021,0.165,0.006,0.001,71.0,532.0,1.08,7.465534406381358,-2.078103543054044,17.93931187113906
practice_offset[2187],0.679,0.045,0.594,0.769,0.004,0.001,160.0,746.0,1.04,97.19048411081859,81.12188202285726,115.76075670543857
practice_offset[2188],-0.286,0.049,-0.386,-0.196,0.004,0.001,162.0,724.0,1.03,-24.873738405311396,-32.02294743196789,-17.79877653218135
practice_offset[2189],0.048,0.044,-0.038,0.133,0.004,0.001,136.0,474.0,1.04,4.91706553244704,-3.728705910880048,14.224999833089424
practice_offset[2190],0.463,0.044,0.374,0.547,0.004,0.001,146.0,567.0,1.04,58.88333424160801,45.35371504568524,72.80610506585812
practice_offset[2191],-1.454,0.054,-1.558,-1.348,0.008,0.001,50.0,269.0,1.11,-76.63661189958557,-78.94432361043697,-74.02407400064689
practice_offset[2192],-0.094,0.044,-0.18,-0.008,0.004,0.001,132.0,584.0,1.04,-8.971723775923302,-16.4729788588728,-0.7968085162939342
practice_offset[2193],1.044,0.054,0.941,1.15,0.007,0.001,68.0,430.0,1.08,184.0556546353598,156.25426801650798,215.81929096897673
practice_offset[2194],-0.217,0.046,-0.305,-0.129,0.005,0.001,101.0,672.0,1.05,-19.507003069499852,-26.287662560837223,-12.102603445441684
practice_offset[2195],1.441,0.047,1.351,1.534,0.004,0.001,147.0,703.0,1.04,322.4918623865083,286.12848855835017,363.6686524313411
practice_offset[2196],1.042,0.046,0.95,1.13,0.004,0.001,135.0,810.0,1.04,183.48811105884675,158.5709659315846,209.56565001247108
practice_offset[2197],0.943,0.046,0.852,1.03,0.004,0.001,126.0,736.0,1.04,156.7672894029203,134.43308280446362,180.10658346990792
practice_offset[2198],-0.226,0.059,-0.339,-0.108,0.01,0.003,38.0,111.0,1.15,-20.228189833432573,-28.75175509108082,-10.237240356956512
practice_offset[2199],0.622,0.045,0.534,0.711,0.004,0.001,112.0,673.0,1.05,86.2649618265929,70.5741647451575,103.60262672401097
practice_offset[2200],-0.004,0.052,-0.102,0.103,0.008,0.002,45.0,134.0,1.11,-0.39920106560085156,-9.697044833112322,10.849140907600718
practice_offset[2201],0.426,0.045,0.34,0.517,0.004,0.001,113.0,643.0,1.05,53.11207751332474,40.49475905635938,67.69891283107623
practice_offset[2202],0.009,0.052,-0.09,0.114,0.008,0.002,46.0,114.0,1.11,0.9040621773867885,-8.60688147287718,12.0752124884153
practice_offset[2203],0.376,0.046,0.288,0.466,0.004,0.001,106.0,593.0,1.05,45.6447133771086,33.375730412338456,59.36069993484847
practice_offset[2204],0.191,0.052,0.09,0.294,0.008,0.002,47.0,132.0,1.11,21.045945208129947,9.41742837052104,34.178390366697144
practice_offset[2205],0.302,0.045,0.217,0.393,0.004,0.001,105.0,679.0,1.05,35.25612267094822,24.234410213776393,48.141838932926426
practice_offset[2206],1.484,0.046,1.393,1.574,0.004,0.001,126.0,760.0,1.04,341.05526541128614,302.69126880588067,382.5913291058056
practice_offset[2207],1.247,0.046,1.158,1.339,0.004,0.001,141.0,779.0,1.04,247.98876194379943,218.35597851793858,281.52263707463743
practice_offset[2208],0.955,0.046,0.868,1.046,0.004,0.001,128.0,843.0,1.05,159.86705829195213,138.21418024579782,184.6243344348701
practice_offset[2209],0.384,0.046,0.297,0.474,0.004,0.001,111.0,726.0,1.05,46.81454416819895,34.581529944809766,60.64069870274604
practice_offset[2210],0.474,0.045,0.388,0.563,0.004,0.001,111.0,608.0,1.05,60.64069870274604,47.40297842881416,75.59324037071788
practice_offset[2211],0.304,0.045,0.215,0.393,0.004,0.001,108.0,682.0,1.05,35.52690560896716,23.986189696606175,48.141838932926426
practice_offset[2212],0.796,0.046,0.707,0.888,0.004,0.001,117.0,761.0,1.05,121.66565453905424,102.78984286853743,143.02642590013807
practice_offset[2213],1.209,0.046,1.12,1.299,0.004,0.001,119.0,907.0,1.05,235.01328440800268,206.48542032930024,266.5629204988562
practice_offset[2214],1.129,0.054,1.029,1.238,0.007,0.001,66.0,535.0,1.09,209.25623909370233,179.82661689305695,244.87091444548977
practice_offset[2215],1.361,0.046,1.272,1.454,0.004,0.001,139.0,775.0,1.04,290.00914438431886,256.79813939355347,328.02011236643455
practice_offset[2216],-0.178,0.045,-0.266,-0.088,0.005,0.001,100.0,565.0,1.05,-16.305757651123187,-23.356087249898096,-8.423912327667438
practice_offset[2217],0.701,0.046,0.61,0.788,0.004,0.001,121.0,791.0,1.05,101.57674673900101,84.04313987816374,119.89940372598839
practice_offset[2218],-0.78,0.047,-0.87,-0.688,0.005,0.001,93.0,531.0,1.06,-54.15939886947765,-58.1048450752361,-49.74197749745716
practice_offset[2219],1.11,0.046,1.022,1.202,0.004,0.001,132.0,742.0,1.04,203.43583944356757,177.87467035811972,232.67638012449027
practice_offset[2220],0.374,0.045,0.29,0.466,0.004,0.001,111.0,702.0,1.05,45.35371504568524,33.6427488025472,59.36069993484847
practice_offset[2221],-0.15,0.054,-0.254,-0.046,0.007,0.001,58.0,340.0,1.1,-13.92920235749422,-22.4308197953524,-4.495803780928531
practice_offset[2222],0.712,0.045,0.627,0.803,0.004,0.001,112.0,730.0,1.05,103.80633118599062,87.19861883312423,123.22275762345734
practice_offset[2223],-0.844,0.046,-0.931,-0.752,0.005,0.001,89.0,518.0,1.06,-57.00128695807602,-60.58406461276577,-52.857723626086916
practice_offset[2224],-0.414,0.045,-0.501,-0.323,0.005,0.001,99.0,450.0,1.05,-33.89990487340876,-39.40755677828125,-27.602614563208473
practice_offset[2225],-0.208,0.045,-0.295,-0.118,0.005,0.001,98.0,475.0,1.06,-18.779296328806094,-25.54684125340906,-11.130394738538262
practice_offset[2226],-1.041,0.048,-1.135,-0.946,0.006,0.001,73.0,596.0,1.07,-64.6898596054732,-67.85778786656087,-61.1708914394127
practice_offset[2227],0.193,0.053,0.088,0.293,0.007,0.001,60.0,381.0,1.1,21.288279351911953,9.19881220281975,34.04427904316813
practice_offset[2228],-1.117,0.046,-1.206,-1.025,0.005,0.001,87.0,375.0,1.06,-67.27398962646546,-70.06075426902034,-64.12035345940484
practice_offset[2229],0.099,0.045,0.01,0.186,0.004,0.001,102.0,750.0,1.05,10.406629955888192,1.005016708416795,20.44222603776298
practice_offset[2230],-0.789,0.059,-0.903,-0.676,0.005,0.001,162.0,1391.0,1.03,-54.57011329243044,-59.4648221503346,-49.13524813196864
practice_offset[2231],-0.32,0.046,-0.407,-0.229,0.005,0.001,96.0,549.0,1.06,-27.385096292630905,-33.43558096984788,-20.46714664949061
practice_offset[2232],0.236,0.045,0.15,0.327,0.004,0.001,110.0,703.0,1.05,26.617431016687988,16.183424272828304,38.68014771803021
practice_offset[2233],-0.176,0.045,-0.262,-0.085,0.004,0.001,104.0,666.0,1.05,-16.138201666292595,-23.048897629242415,-8.148771559854262
practice_offset[2234],0.443,0.045,0.359,0.536,0.004,0.001,121.0,651.0,1.05,55.73723343417794,43.18968015716587,70.91565445052328
practice_offset[2235],-0.579,0.065,-0.706,-0.455,0.007,0.001,84.0,646.0,1.07,-43.95414550255096,-50.63852873461582,-36.55520320517718
practice_offset[2236],0.191,0.045,0.104,0.282,0.005,0.001,102.0,691.0,1.05,21.045945208129947,10.960045491558246,32.577871998679186
practice_offset[2237],0.135,0.045,0.047,0.224,0.004,0.001,109.0,702.0,1.05,14.453678435131456,4.812200907965569,25.10710194283623
practice_offset[2238],1.451,0.045,1.362,1.54,0.003,0.001,187.0,635.0,1.03,326.73797619519405,290.3993485982932,366.45902709881256
practice_offset[2239],-0.207,0.044,-0.295,-0.122,0.004,0.001,135.0,383.0,1.04,-18.698035001242896,-25.54684125340906,-11.485163149737287
practice_offset[2240],0.586,0.045,0.501,0.674,0.004,0.001,142.0,528.0,1.04,79.67868744202727,65.03708166063191,96.20699246831083
practice_offset[2241],0.351,0.044,0.266,0.439,0.004,0.001,153.0,386.0,1.04,42.048732591219505,30.473505868692797,55.11552873877142
practice_offset[2242],-0.356,0.044,-0.442,-0.268,0.004,0.001,129.0,435.0,1.04,-29.952737976474765,-35.72503645444688,-23.509221889713604
practice_offset[2243],-0.021,0.044,-0.106,0.068,0.004,0.001,130.0,667.0,1.04,-2.078103543054044,-10.057535192407595,7.036530847877431
practice_offset[2244],0.929,0.045,0.84,1.015,0.003,0.001,165.0,617.0,1.04,153.19759352725134,131.63669767810916,175.93633973762812
practice_offset[2245],-0.38,0.044,-0.465,-0.293,0.004,0.001,113.0,451.0,1.05,-31.613859078764417,-37.18648948103592,-25.39778593027785
practice_offset[2246],-0.191,0.044,-0.275,-0.104,0.004,0.001,132.0,406.0,1.04,-17.386741184880616,-24.042787677503153,-9.877470257879517
practice_offset[2247],0.592,0.045,0.502,0.676,0.004,0.001,160.0,723.0,1.04,80.76000026120045,65.20220128834644,96.59979912897259
practice_offset[2248],0.736,0.045,0.647,0.821,0.004,0.001,140.0,678.0,1.04,108.75685175861962,90.98028178471122,127.27714729983681
practice_offset[2249],1.24,0.064,1.112,1.362,0.003,0.001,358.0,2340.0,1.02,245.56134647626754,204.0433183989171,290.3993485982932
practice_offset[2250],0.535,0.044,0.45,0.623,0.004,0.001,136.0,750.0,1.04,70.74482422542117,56.83121854901687,86.45131995195231
practice_offset[2251],-0.856,0.05,-0.955,-0.758,0.004,0.001,162.0,614.0,1.04,-57.514187953807536,-61.51878554470214,-53.139730417934985
practice_offset[2252],-0.658,0.045,-0.745,-0.571,0.004,0.001,116.0,497.0,1.05,-48.21139284471686,-52.526570006008754,-43.503980407067374
practice_offset[2253],-0.087,0.044,-0.174,-0.0,0.004,0.001,119.0,633.0,1.05,-8.332290436684776,-15.970310234156859,0.0
practice_offset[2254],-0.537,0.045,-0.624,-0.451,0.004,0.001,121.0,488.0,1.05,-41.55008778774176,-46.42030423325439,-36.30091578220175
practice_offset[2255],0.581,0.045,0.498,0.671,0.004,0.001,138.0,750.0,1.04,78.78253624977862,64.54271234040729,95.61925354010235
practice_offset[2256],1.147,0.045,1.061,1.236,0.004,0.001,161.0,740.0,1.04,214.87325286275762,188.9258803923903,244.18186189882962
practice_offset[2257],0.224,0.044,0.139,0.309,0.004,0.001,144.0,456.0,1.04,25.10710194283623,14.91241000036052,36.2062370503422
practice_offset[2258],0.149,0.044,0.062,0.236,0.004,0.001,131.0,652.0,1.04,16.067298920908545,6.396234472803375,26.617431016687988
practice_offset[2259],-0.593,0.045,-0.681,-0.505,0.004,0.001,112.0,447.0,1.05,-44.733320513951824,-49.38893714026948,-39.64944245729595
practice_offset[2260],-0.561,0.044,-0.646,-0.474,0.004,0.001,138.0,380.0,1.04,-42.936185970567976,-47.58618581916646,-37.74927474323132
practice_offset[2261],0.12,0.045,0.036,0.21,0.004,0.001,145.0,744.0,1.04,12.749685157937574,3.6655846490923683,23.367805995674317
practice_offset[2262],-0.075,0.044,-0.161,0.012,0.004,0.001,125.0,552.0,1.04,-7.225651367144714,-14.870792889284889,1.2072288866077807
practice_offset[2263],-1.312,0.045,-1.402,-1.226,0.004,0.001,110.0,466.0,1.05,-73.07190444475499,-75.38957371209804,-70.65359105468879
practice_offset[2264],-1.632,0.046,-1.72,-1.541,0.005,0.001,104.0,458.0,1.05,-80.44618934233051,-82.09338520885068,-78.58331725196194
