coef,pval,ci_low,ci_high,error,name
-0.02849645188363053,1.9389045638662823e-61,-0.03187354938564738,-0.025119354381613675,,hydro_rain_high_vs_median
-0.030435832819533097,1.1670697386647989e-40,-0.03490386317290093,-0.025967802466165264,,hydro_rain_low_vs_median
-0.04318262591068226,9.418756972574057e-124,-0.04675989125808824,-0.03960536056327628,,met_rain_high_vs_median
-0.07360986517663118,2.258663373869929e-210,-0.07827076947741572,-0.06894896087584663,,met_rain_low_vs_median
-0.016585330522929726,1.110700128629498e-25,-0.019688222824861403,-0.013482438220998047,,met_tmax_high_vs_median
0.11579510452004221,5.394744235083081e-143,0.10688114779673774,0.12470906124334669,,met_tmax_low_vs_median
-0.46605466435040793,0.0,-0.48955378143164907,-0.4425555472691668,,flood_vs_not
0.03907425089660735,2.487139158338521e-74,0.034875546925989875,0.04327295486722482,,aqrean_carbon_monoxide_high_vs_not
0.0006485452103572734,0.8687367008810399,-0.007042967871575615,0.008340058292290162,,aqrean_daqi_overall_high+vhigh_vs_low+mod
0.0053014496753910545,0.002509234874810642,0.0018633706228146506,0.008739528727967459,,aqrean_daqi_overall_high+vhigh+mod_vs_low
0.029311049292722904,1.96856636136997e-34,0.024616437737087167,0.03400566084835864,,aqrean_nitrogen_monoxide_high_vs_not
0.0095840000388423,0.00016855926228848613,0.004590834412810302,0.014577165664874298,,aqrean_nitrogen_dioxide_high_vs_not
,,,,Singular matrix,aqrean_daqi_nitrogen_dioxide_high+vhigh_vs_low+mod
,,,,Singular matrix,aqrean_daqi_nitrogen_dioxide_high+vhigh+mod_vs_low
0.027677594599514584,7.228106203995631e-29,0.022812020700827735,0.03254316849820143,,aqrean_nox_expressed_as_nitrogen_dioxide_high_vs_not
-0.05838763080340796,1.3308590622478442e-136,-0.06298783019236424,-0.05378743141445168,,aqrean_ozone_high_vs_not
0.09196018007872951,0.00036659069989672263,0.041374485058797934,0.1425458750986611,,aqrean_daqi_ozone_high+vhigh_vs_low+mod
-0.03739349876131839,1.843415236761555e-53,-0.042154962522697126,-0.03263203499993965,,aqrean_daqi_ozone_high+vhigh+mod_vs_low
0.0018152787234265617,0.47071405729653215,-0.003117195307616104,0.006747752754469228,,aqrean_pm2p5_high_vs_not
-0.03711459643556738,3.223196859123807e-51,-0.04194657791942982,-0.03228261495170494,,aqrean_pm10_high_vs_not
-0.12147518399153123,1.9428060988394214e-36,-0.14036113819406768,-0.10258922978899479,,aqrean_daqi_pm10_high+vhigh_vs_low+mod
0.0003091678610317963,0.9131530342647393,-0.005246900326203973,0.0058652360482675655,,aqrean_daqi_pm10_high+vhigh+mod_vs_low
0.0028660485702728315,0.2021583904420502,-0.0015382450545816492,0.007270342195127313,,aqrean_sulfur_dioxide_high_vs_not
,,,,Singular matrix,aqrean_daqi_sulfur_dioxide_high+vhigh_vs_low+mod
0.14629427961015648,0.5783228347927716,-0.3695618632173642,0.6621504224376772,,aqrean_daqi_sulfur_dioxide_high+vhigh+mod_vs_low
