parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct,eti_mean_pct,eti_2.5pc_pct,eti_97.5pc_pct
practice_slope_offset[353],0.282,0.081,0.124,0.439,0.002,0.001,2037.0,5044.0,1.01,32.577871998679186,13.20158709991752,55.11552873877142,,,
practice_slope_offset[354],0.053,0.124,-0.186,0.302,0.003,0.001,2326.0,4615.0,1.0,5.4429645119356,-16.972640501806737,35.25612267094822,,,
practice_slope_offset[355],-0.075,0.079,-0.226,0.078,0.002,0.001,1970.0,4422.0,1.0,-7.225651367144714,-20.228189833432573,8.112265867008306,,,
practice_slope_offset[356],0.197,0.094,0.0,0.37,0.002,0.001,2351.0,4545.0,1.0,21.77440407059084,0.0,44.773461466332456,,,
practice_slope_offset[357],1.13,0.114,0.905,1.352,0.003,0.001,1709.0,3520.0,1.01,209.56565001247108,147.19319230574715,286.5148101755237,,,
practice_slope_offset[358],-0.375,0.082,-0.538,-0.211,0.002,0.001,2551.0,4685.0,1.0,-31.271072120902776,-41.60850848473713,-19.02259331187237,,,
practice_slope_offset[359],0.885,0.086,0.715,1.049,0.002,0.001,2558.0,4958.0,1.0,142.29843914855502,104.41866822585564,185.47948952945035,,,
practice_slope_offset[360],1.107,0.109,0.893,1.32,0.002,0.001,2808.0,5119.0,1.0,202.52689602207656,144.2446009293482,274.34213772608626,,,
practice_slope_offset[361],-0.172,0.15,-0.462,0.129,0.003,0.002,1928.0,3978.0,1.01,-15.80208268315001,-36.99776600580877,13.769012416573156,,,
practice_slope_offset[362],0.996,0.091,0.817,1.176,0.002,0.001,2242.0,4129.0,1.01,170.74304184338024,126.36985450594862,224.1382706393096,,,
practice_slope_offset[363],0.332,0.1,0.137,0.528,0.002,0.001,2206.0,5392.0,1.0,39.37528485125166,14.682814852039815,69.55378396018199,,,
practice_slope_offset[364],-0.054,0.121,-0.295,0.181,0.003,0.001,2220.0,4326.0,1.0,-5.256789349820168,-25.54684125340906,19.841517929319963,,,
practice_slope_offset[365],-0.444,0.101,-0.64,-0.245,0.003,0.001,1365.0,4725.0,1.01,-35.85345791726802,-47.27075759569514,-21.729546175813187,,,
practice_slope_offset[366],0.717,0.117,0.493,0.951,0.002,0.001,2476.0,4817.0,1.0,104.8279146723384,63.72205213891702,158.8296662261051,,,
practice_slope_offset[367],0.442,0.123,0.207,0.685,0.003,0.001,2195.0,4581.0,1.0,55.581574043410754,22.998257178075264,98.377183553716,,,
practice_slope_offset[368],1.542,0.161,1.23,1.857,0.004,0.002,1519.0,3911.0,1.01,367.39287869332094,242.1229536289673,540.449443904517,,,
practice_slope_offset[369],0.068,0.11,-0.146,0.283,0.002,0.001,2460.0,4964.0,1.0,7.036530847877431,-13.58422968153572,32.71051618171572,,,
practice_slope_offset[370],0.41,0.095,0.223,0.596,0.002,0.001,2905.0,5121.0,1.0,50.681778511285344,24.9820573735984,81.48448827228366,,,
practice_slope_offset[371],-0.141,0.089,-0.313,0.037,0.002,0.001,2198.0,5377.0,1.0,-13.151068830233214,-26.87500874311181,3.769302083815696,,,
practice_slope_offset[372],1.056,0.09,0.874,1.229,0.002,0.001,1836.0,4280.0,1.01,187.4848565521607,139.64776177110653,241.78100167980895,,,
practice_slope_offset[373],-0.177,0.114,-0.402,0.043,0.002,0.001,2089.0,4360.0,1.0,-16.222021547700617,-33.10192543096533,4.393789485061261,,,
practice_slope_offset[374],-0.455,0.156,-0.766,-0.154,0.004,0.002,1903.0,3732.0,1.01,-36.55520320517718,-53.513117036723166,-14.27279789885426,,,
practice_slope_offset[375],-1.003,0.095,-1.192,-0.823,0.002,0.001,2683.0,5084.0,1.0,-63.322254334880334,-69.63865704243268,-56.08876604955303,,,
practice_slope_offset[376],0.116,0.109,-0.093,0.333,0.002,0.001,1935.0,4224.0,1.0,12.29958721332547,-8.880649970385946,39.514729846980366,,,
practice_slope_offset[377],-0.927,0.108,-1.146,-0.72,0.002,0.001,2148.0,3896.0,1.0,-60.42608512287633,-68.20941470684365,-51.32477440400282,,,
practice_slope_offset[378],-0.361,0.083,-0.523,-0.197,0.002,0.001,3075.0,5763.0,1.01,-30.30210015331273,-40.726034100458754,-17.880936668734204,,,
practice_slope_offset[379],0.007,0.077,-0.145,0.156,0.002,0.001,1737.0,5019.0,1.01,0.7024557266848586,-13.49777068892587,16.88262030898691,,,
practice_slope_offset[380],-0.195,0.079,-0.348,-0.04,0.002,0.001,2417.0,5701.0,1.01,-17.716534194398157,-29.39011237856156,-3.9210560847676814,,,
practice_slope_offset[381],-0.387,0.082,-0.544,-0.221,0.002,0.001,1882.0,4833.0,1.01,-32.090890507336326,-41.95780848592576,-19.82833197098047,,,
practice_slope_offset[382],0.149,0.077,-0.004,0.298,0.002,0.001,1836.0,4812.0,1.01,16.067298920908545,-0.3992010656008515,34.71617878795541,,,
practice_slope_offset[383],1.144,0.122,0.907,1.385,0.003,0.001,2236.0,4466.0,1.0,213.93004861793963,147.68807340649906,299.4825904816633,,,
practice_slope_offset[384],-0.69,0.076,-0.844,-0.547,0.002,0.001,1712.0,4884.0,1.01,-49.84239309339444,-57.00128695807602,-42.13167413160026,,,
practice_slope_offset[385],0.091,0.09,-0.085,0.267,0.002,0.001,1979.0,4730.0,1.01,9.52690052584655,-8.148771559854262,30.60404463306543,,,
practice_slope_offset[386],-1.152,0.095,-1.339,-0.969,0.002,0.001,2407.0,4933.0,1.01,-68.39958713081374,-73.78923547846074,-62.05376892537824,,,
practice_slope_offset[387],-0.989,0.082,-1.153,-0.833,0.002,0.001,1634.0,3385.0,1.01,-62.80515464366418,-68.43117174874192,-56.52569012763915,,,
practice_slope_offset[388],-1.098,0.084,-1.265,-0.935,0.002,0.001,1805.0,4455.0,1.01,-66.64625079483069,-71.77607038594766,-60.74141344684816,,,
practice_slope_offset[389],-0.319,0.079,-0.471,-0.164,0.002,0.001,1874.0,4775.0,1.01,-27.312445069366177,-37.56224215885887,-15.125797811979323,,,
practice_slope_offset[390],-0.05,0.078,-0.201,0.105,0.002,0.001,2106.0,4508.0,1.01,-4.877057549928598,-18.20875684461406,11.071061035570516,,,
practice_slope_offset[391],0.403,0.138,0.139,0.683,0.003,0.002,1870.0,3903.0,1.0,49.630689166358266,14.91241000036052,97.98082567660498,,,
practice_slope_offset[392],-0.196,0.081,-0.353,-0.034,0.002,0.001,2531.0,5467.0,1.0,-17.79877653218135,-29.74228066227585,-3.342849536249337,,,
practice_slope_offset[393],-0.105,0.226,-0.508,0.375,0.005,0.003,2111.0,3939.0,1.0,-9.96754774137344,-39.830222823789065,45.49914146182012,,,
practice_slope_offset[394],0.879,0.089,0.702,1.051,0.002,0.001,2062.0,3553.0,1.0,140.849001175893,101.77842430771793,186.051019848318,,,
practice_slope_offset[395],-0.565,0.097,-0.756,-0.376,0.002,0.001,2241.0,4199.0,1.0,-43.16398532424594,-53.04591609572007,-31.3397666957699,,,
practice_slope_offset[396],-0.45,0.076,-0.591,-0.296,0.002,0.001,1363.0,4425.0,1.01,-36.23718483782267,-44.62267654789499,-25.62125719798204,,,
practice_slope_offset[397],0.759,0.082,0.6,0.919,0.002,0.001,1734.0,5253.0,1.01,113.61390130581415,82.21188003905088,150.6782353773446,,,
practice_slope_offset[398],0.507,0.082,0.345,0.668,0.002,0.001,2714.0,4715.0,1.0,66.03028076832325,41.19899196676591,95.03327518649616,,,
practice_slope_offset[399],0.565,0.091,0.393,0.747,0.002,0.001,2359.0,3830.0,1.0,75.9447782721815,48.141838932926426,111.0658533543552,,,
practice_slope_offset[400],0.225,0.077,0.069,0.375,0.002,0.001,2261.0,4837.0,1.01,25.23227161918644,7.143620914834625,45.49914146182012,,,
practice_slope_offset[401],0.229,0.083,0.07,0.398,0.002,0.001,2443.0,4853.0,1.0,25.73420390098391,7.250818125421654,48.88440299072776,,,
practice_slope_offset[402],0.196,0.075,0.045,0.341,0.002,0.001,2393.0,4918.0,1.01,21.652690533431617,4.602785990871694,40.635324086216926,,,
practice_slope_offset[403],0.482,0.083,0.326,0.651,0.002,0.001,2296.0,4985.0,1.01,61.93097853019272,38.54153688727846,91.74573279326611,,,
practice_slope_offset[404],-0.733,0.08,-0.892,-0.581,0.002,0.001,1156.0,4788.0,1.01,-51.95345704565777,-59.0164737988921,-44.06612519452732,,,
practice_slope_offset[405],0.572,0.089,0.393,0.744,0.002,0.001,2806.0,5338.0,1.01,77.18071244295741,48.141838932926426,110.43360464154782,,,
practice_slope_offset[406],-0.321,0.077,-0.469,-0.165,0.002,0.001,1908.0,5177.0,1.01,-27.45767490098589,-37.43724168436893,-15.210629591208413,,,
practice_slope_offset[407],0.164,0.074,0.012,0.303,0.002,0.001,2303.0,5053.0,1.01,17.821431509272223,1.2072288866077807,35.391446444228826,,,
practice_slope_offset[408],-0.481,0.088,-0.644,-0.302,0.002,0.001,1870.0,4915.0,1.0,-38.18350822970742,-47.48125329325639,-26.06619351104682,,,
practice_slope_offset[409],-0.274,0.087,-0.444,-0.101,0.002,0.001,2026.0,4872.0,1.01,-23.96679247391179,-35.85345791726802,-9.606696711413589,,,
practice_slope_offset[410],0.464,0.077,0.311,0.614,0.001,0.001,2843.0,5499.0,1.0,59.04229704400392,36.47892211861614,84.78078674788694,,,
practice_slope_offset[411],-0.952,0.08,-1.108,-0.792,0.002,0.001,1507.0,4250.0,1.01,-61.403168562575786,-66.97812614451067,-54.70619872234423,,,
practice_slope_offset[412],0.552,0.076,0.405,0.701,0.002,0.001,2107.0,4284.0,1.01,73.67229927213259,49.93025000567668,101.576746739001,,,
practice_slope_offset[413],-0.02,0.073,-0.16,0.126,0.002,0.001,1428.0,4205.0,1.01,-1.9801326693244747,-14.785621103378864,13.428216828302508,,,
practice_slope_offset[414],-0.448,0.081,-0.607,-0.291,0.002,0.001,2014.0,3588.0,1.01,-36.10953159680837,-45.501663079245205,-25.24843219819089,,,
practice_slope_offset[415],0.529,0.074,0.379,0.671,0.002,0.001,1597.0,4084.0,1.01,69.7234225493002,46.08230357434317,95.61925354010236,,,
practice_slope_offset[416],-0.106,0.08,-0.262,0.052,0.002,0.001,2139.0,5021.0,1.01,-10.057535192407595,-23.04889762924241,5.337574251336474,,,
practice_slope_offset[417],-0.805,0.089,-0.981,-0.63,0.002,0.001,2067.0,4043.0,1.01,-55.29120734406436,-62.50640246544387,-46.74081989931028,,,
practice_slope_offset[418],1.208,0.13,0.953,1.462,0.003,0.001,2244.0,4573.0,1.0,234.67843857441525,159.3478435631686,331.4580065065104,,,
practice_slope_offset[419],0.109,0.092,-0.077,0.282,0.002,0.001,1944.0,3216.0,1.0,11.516235034144785,-7.411014639350466,32.577871998679186,,,
practice_slope_offset[420],-0.312,0.084,-0.48,-0.153,0.002,0.001,1876.0,4467.0,1.01,-26.80184717716873,-38.12166081938592,-14.18702781886062,,,
practice_slope_offset[421],-0.137,0.078,-0.286,0.018,0.002,0.001,1851.0,5163.0,1.01,-12.80297738678906,-24.8737384053114,1.8162976389793692,,,
practice_slope_offset[422],-0.443,0.077,-0.602,-0.296,0.002,0.001,2390.0,4847.0,1.01,-35.789279291220474,-45.22848902862725,-25.62125719798204,,,
practice_slope_offset[423],0.128,0.102,-0.072,0.325,0.002,0.001,2004.0,3972.0,1.01,13.655300269706029,-6.946910418879426,38.40306459807514,,,
practice_slope_offset[424],-0.654,0.077,-0.809,-0.507,0.002,0.001,2064.0,5310.0,1.01,-48.003823554273815,-55.46968532076413,-39.77002295169346,,,
practice_slope_offset[425],1.041,0.085,0.875,1.204,0.002,0.001,1866.0,3901.0,1.0,183.2047646446072,139.8875293967098,233.34239868128984,,,
practice_slope_offset[426],-0.456,0.098,-0.641,-0.254,0.002,0.001,2261.0,4997.0,1.0,-36.6186162901451,-47.32346048226426,-22.4308197953524,,,
practice_slope_offset[427],-1.173,0.163,-1.501,-0.865,0.004,0.002,1901.0,3765.0,1.0,-69.05627643026801,-77.70928584838175,-57.89484473726788,,,
practice_slope_offset[428],-1.021,0.091,-1.2,-0.846,0.002,0.001,2199.0,4314.0,1.01,-63.97654745297088,-69.88057880877979,-57.08719844403674,,,
practice_slope_offset[429],-1.0,0.112,-1.219,-0.781,0.003,0.001,1838.0,4295.0,1.01,-63.212055882855765,-70.44744552447611,-54.20521655794579,,,
practice_slope_offset[430],0.26,0.089,0.082,0.432,0.002,0.001,2195.0,4439.0,1.01,29.69300866657718,8.545580982954903,54.03351151611271,,,
practice_slope_offset[431],0.217,0.08,0.06,0.373,0.002,0.001,2438.0,5301.0,1.0,24.234410213776396,6.183654654535964,45.20843398327752,,,
practice_slope_offset[432],0.001,0.078,-0.153,0.154,0.002,0.001,2127.0,4924.0,1.01,0.1000500166708384,-14.18702781886062,16.64908867784396,,,
practice_slope_offset[433],0.015,0.074,-0.129,0.161,0.001,0.001,2615.0,5623.0,1.01,1.511306461571893,-12.102603445441684,17.468496881387164,,,
practice_slope_offset[434],-0.761,0.106,-0.972,-0.553,0.002,0.001,2094.0,4098.0,1.01,-53.28010056618121,-62.16743703119232,-42.47784453708362,,,
practice_slope_offset[435],-0.603,0.079,-0.758,-0.448,0.002,0.001,1882.0,4819.0,1.01,-45.28323316296945,-53.139730417934985,-36.10953159680837,,,
practice_slope_offset[436],-0.017,0.075,-0.164,0.13,0.002,0.001,2210.0,4052.0,1.0,-1.6856315365090355,-15.125797811979323,13.882838332462178,,,
practice_slope_offset[437],0.356,0.083,0.194,0.52,0.002,0.001,2185.0,4722.0,1.0,42.760754826384485,21.40962829562332,68.20276496988865,,,
practice_slope_offset[438],-0.72,0.166,-1.038,-0.383,0.004,0.002,1923.0,3629.0,1.0,-51.32477440400282,-64.58377012964299,-31.818710071400947,,,
practice_slope_offset[439],0.258,0.133,-0.006,0.515,0.003,0.001,2092.0,4543.0,1.0,29.43388186242377,-0.5982035946064723,67.36385017975294,,,
practice_slope_offset[440],0.008,0.1,-0.192,0.197,0.002,0.001,2396.0,5576.0,1.0,0.8032085504273478,-17.469313150831766,21.77440407059084,,,
practice_slope_offset[441],-0.705,0.078,-0.855,-0.547,0.002,0.001,2046.0,4848.0,1.01,-50.58914257438583,-57.47168089177259,-42.13167413160026,,,
practice_slope_offset[442],-0.029,0.097,-0.216,0.162,0.002,0.001,2150.0,4156.0,1.01,-2.858353553339521,-19.42646981265204,17.586024132099976,,,
practice_slope_offset[443],-0.636,0.138,-0.9,-0.36,0.003,0.001,2046.0,3704.0,1.01,-47.05941822913054,-59.34303402594009,-30.232367392896897,,,
practice_slope_offset[444],0.321,0.078,0.17,0.476,0.002,0.001,2017.0,4433.0,1.01,37.85055808937538,18.530485132036542,60.96230159584366,,,
practice_slope_offset[445],-0.454,0.11,-0.667,-0.236,0.002,0.001,1973.0,4523.0,1.0,-36.49172667540719,-48.67539914870813,-21.02193260671973,,,
practice_slope_offset[446],-0.881,0.082,-1.042,-0.722,0.002,0.001,2247.0,5138.0,1.01,-58.56316639077576,-64.72515209668109,-51.42202756961149,,,
practice_slope_offset[447],0.129,0.092,-0.055,0.306,0.002,0.001,2164.0,4798.0,1.0,13.769012416573156,-5.351485204651619,35.79823065478924,,,
practice_slope_offset[448],-0.192,0.08,-0.347,-0.036,0.002,0.001,2659.0,5788.0,1.01,-17.469313150831766,-29.319467174225057,-3.535970651687692,,,
practice_slope_offset[449],-0.9,0.106,-1.105,-0.693,0.002,0.001,2232.0,4309.0,1.01,-59.34303402594009,-66.8789117758019,-49.99264043042323,,,
practice_slope_offset[450],-0.266,0.078,-0.417,-0.112,0.002,0.001,1932.0,5504.0,1.01,-23.356087249898096,-34.09790800558793,-10.59557424996428,,,
practice_slope_offset[451],-0.348,0.09,-0.525,-0.172,0.002,0.001,2044.0,4853.0,1.0,-29.39011237856156,-40.84446356331849,-15.80208268315001,,,
practice_slope_offset[452],-0.562,0.079,-0.717,-0.408,0.002,0.001,1582.0,4367.0,1.01,-42.99322126219865,-51.178529469496766,-33.50211211775981,,,
practice_slope_offset[453],-0.474,0.157,-0.768,-0.158,0.004,0.002,1987.0,4159.0,1.0,-37.74927474323132,-53.60599789083533,-14.615021803151828,,,
practice_slope_offset[454],-0.314,0.086,-0.487,-0.15,0.002,0.001,2593.0,4622.0,1.0,-26.94809718405752,-38.55329670553692,-13.92920235749422,,,
practice_slope_offset[455],0.9,0.111,0.68,1.112,0.002,0.001,2198.0,4686.0,1.0,145.960311115695,97.38777322304476,204.0433183989171,,,
practice_slope_offset[456],0.877,0.134,0.613,1.134,0.003,0.001,1714.0,3658.0,1.01,140.36778455057205,84.59609832074332,210.8063924430594,,,
practice_slope_offset[457],2.202,0.096,2.017,2.391,0.003,0.001,1059.0,4943.0,1.01,804.3081588499358,651.5743847426102,992.4412895551358,,,
practice_slope_offset[458],1.499,0.368,0.848,2.16,0.009,0.003,1620.0,6403.0,1.0,347.72096213655004,133.49722343978726,767.1137658463456,,,
practice_slope_offset[459],-0.68,0.109,-0.896,-0.468,0.002,0.001,2420.0,5660.0,1.0,-49.33830076344105,-59.18008047220773,-37.3746476342444,,,
practice_slope_offset[460],-0.23,0.087,-0.405,-0.062,0.002,0.001,2089.0,3949.0,1.01,-20.5466397496666,-33.302318914152565,-6.011711320891111,,,
practice_slope_offset[461],-0.224,0.083,-0.389,-0.064,0.002,0.001,2636.0,4484.0,1.0,-20.06848656306349,-32.22657299860289,-6.199500046927053,,,
practice_slope_offset[462],1.698,0.1,1.501,1.889,0.002,0.001,1808.0,4081.0,1.01,446.301043754358,348.6173001000073,561.2752620943422,,,
practice_slope_offset[463],0.873,0.087,0.706,1.042,0.002,0.001,2105.0,5013.0,1.0,139.40823379328498,102.58715438680044,183.48811105884675,,,
practice_slope_offset[464],1.378,0.098,1.19,1.571,0.002,0.001,1805.0,5316.0,1.0,296.69597687457934,228.7081207383118,381.14572460943583,,,
practice_slope_offset[465],-0.765,0.097,-0.954,-0.575,0.002,0.001,2395.0,5120.0,1.01,-53.46660690256866,-61.48028508322447,-43.72951311930443,,,
practice_slope_offset[466],-0.466,0.168,-0.783,-0.125,0.004,0.002,2078.0,3774.0,1.0,-37.24927159526593,-54.29671459629222,-11.750309741540466,,,
practice_slope_offset[467],0.207,0.16,-0.107,0.516,0.003,0.002,2274.0,4071.0,1.0,22.998257178075264,-10.14743270096945,67.53129773975874,,,
practice_slope_offset[468],-0.047,0.087,-0.22,0.121,0.002,0.001,1861.0,4956.0,1.01,-4.591260240962891,-19.74812020375215,12.862491236734396,,,
practice_slope_offset[469],-3.652,0.305,-4.251,-3.067,0.007,0.004,1793.0,2960.0,1.0,-97.4060801531182,-98.57500231951695,-95.34393725737476,,,
practice_slope_offset[470],0.081,0.087,-0.089,0.248,0.002,0.001,2472.0,5411.0,1.0,8.437089656676022,-8.515442642554794,28.14599321940212,,,
practice_slope_offset[471],-0.565,0.087,-0.734,-0.394,0.002,0.001,2191.0,4580.0,1.01,-43.16398532424594,-52.0014795733464,-32.56459437595558,,,
practice_slope_offset[472],1.925,0.156,1.614,2.228,0.003,0.002,2176.0,4614.0,1.01,585.5148665899178,402.2862548651471,828.1284934663155,,,
practice_slope_offset[473],0.189,0.079,0.034,0.341,0.002,0.001,2043.0,4798.0,1.01,20.80409524829019,3.458460672811792,40.635324086216926,,,
practice_slope_offset[474],-0.418,0.09,-0.592,-0.241,0.002,0.001,1546.0,4855.0,1.01,-34.16377715751728,-44.678026191912615,-21.415837361165448,,,
practice_slope_offset[475],-0.072,0.17,-0.4,0.267,0.004,0.002,1860.0,3875.0,1.0,-6.946910418879426,-32.967995396436066,30.60404463306543,,,
practice_slope_offset[476],-0.383,0.089,-0.557,-0.211,0.002,0.001,1845.0,4164.0,1.01,-31.818710071400947,-42.70747359464816,-19.02259331187237,,,
practice_slope_offset[477],-0.578,0.099,-0.764,-0.378,0.002,0.001,2732.0,5339.0,1.01,-43.89807161578294,-53.42005023501717,-31.476949933412968,,,
practice_slope_offset[478],-0.857,0.175,-1.204,-0.52,0.004,0.002,1676.0,3460.0,1.0,-57.55665253002691,-70.00081585912795,-40.54794520298057,,,
practice_slope_offset[479],-0.094,0.085,-0.26,0.076,0.002,0.001,2147.0,5205.0,1.0,-8.971723775923302,-22.89484141964337,7.896257415728392,,,
practice_slope_offset[480],0.956,0.085,0.79,1.118,0.002,0.001,2372.0,4651.0,1.01,160.12705532709526,120.33964262559368,205.8730620510393,,,
practice_slope_offset[481],-2.034,0.205,-2.437,-1.634,0.005,0.003,1860.0,3333.0,1.0,-86.91887716514441,-91.2577273367283,-80.48525788208325,,,
practice_slope_offset[482],-0.035,0.089,-0.22,0.133,0.002,0.001,2489.0,4785.0,1.0,-3.4394583742433538,-19.74812020375215,14.224999833089424,,,
practice_slope_offset[483],0.437,0.087,0.264,0.603,0.002,0.001,2856.0,5949.0,1.0,54.80560770563401,30.212819630089417,82.75933645319702,,,
practice_slope_offset[484],-0.242,0.089,-0.415,-0.065,0.002,0.001,2296.0,5297.0,1.0,-21.494382244817047,-33.96597192950171,-6.293253662259657,,,
practice_slope_offset[485],-0.502,0.092,-0.677,-0.32,0.002,0.001,2046.0,5067.0,1.01,-39.46811893537758,-49.18608745993607,-27.385096292630905,,,
practice_slope_offset[486],-0.589,0.086,-0.756,-0.423,0.002,0.001,1314.0,4908.0,1.01,-44.51181107247051,-53.04591609572007,-34.49213668881937,,,
practice_slope_offset[487],0.369,0.084,0.209,0.536,0.002,0.001,1941.0,4562.0,1.01,44.628760367473966,23.24449985302548,70.91565445052328,,,
practice_slope_offset[488],1.686,0.11,1.472,1.897,0.002,0.001,2027.0,5526.0,1.01,439.7846080406289,335.7942315617029,566.5866815413448,,,
practice_slope_offset[489],-0.103,0.09,-0.276,0.077,0.002,0.001,2258.0,4711.0,1.01,-9.78730265184835,-24.118706923875862,8.00420763926002,,,
practice_slope_offset[490],-1.643,0.101,-1.839,-1.444,0.003,0.001,1236.0,4145.0,1.01,-80.66010257980464,-84.10236770317832,-76.40180594552415,,,
practice_slope_offset[491],-0.162,0.101,-0.371,0.029,0.002,0.001,2948.0,4978.0,1.0,-14.955879545976703,-30.995605844121098,2.9424594475130794,,,
practice_slope_offset[492],-0.637,0.085,-0.802,-0.469,0.002,0.001,1719.0,5077.0,1.01,-47.11233234943175,-55.156879575189045,-37.43724168436893,,,
practice_slope_offset[493],-0.99,0.243,-1.458,-0.506,0.006,0.003,1463.0,2603.0,1.01,-62.84233089779543,-76.7298787938429,-39.70976284961579,,,
practice_slope_offset[494],0.715,0.099,0.524,0.908,0.002,0.001,2282.0,4758.0,1.01,104.41866822585564,68.87692344784637,147.93588536523396,,,
practice_slope_offset[495],-0.013,0.088,-0.189,0.156,0.002,0.001,2551.0,5131.0,1.0,-1.291586497971242,-17.221349330526635,16.88262030898691,,,
practice_slope_offset[496],-0.188,0.124,-0.432,0.054,0.003,0.001,1961.0,4070.0,1.01,-17.13852927673194,-35.079062331485254,5.548460215508011,,,
practice_slope_offset[497],2.217,0.243,1.732,2.683,0.006,0.003,1913.0,3701.0,1.01,817.9750264871568,465.1946505077629,1362.8914274370436,,,
practice_slope_offset[498],-0.655,0.192,-1.02,-0.27,0.005,0.002,1759.0,3291.0,1.0,-48.05579374129518,-63.940505982692166,-23.662050566314687,,,
practice_slope_offset[499],-0.222,0.093,-0.394,-0.03,0.002,0.001,2608.0,5637.0,1.01,-19.908463566534085,-32.56459437595558,-2.9554466451491845,,,
practice_slope_offset[500],-0.676,0.209,-1.085,-0.264,0.005,0.002,1808.0,3894.0,1.01,-49.13524813196864,-66.20982141052869,-23.202646034329387,,,
practice_slope_offset[501],-2.133,0.182,-2.475,-1.76,0.004,0.002,1865.0,3774.0,1.01,-88.15186837956922,-91.58370097426896,-82.79551361769495,,,
practice_slope_offset[502],2.103,0.137,1.832,2.369,0.003,0.001,2159.0,4543.0,1.01,719.0705206845303,524.636690793109,968.6700238740632,,,
practice_slope_offset[503],-0.447,0.113,-0.67,-0.231,0.002,0.001,2126.0,4534.0,1.01,-36.04560917251991,-48.82914222134576,-20.62605339647573,,,
practice_slope_offset[504],-0.23,0.086,-0.406,-0.068,0.002,0.001,2123.0,4756.0,1.01,-20.5466397496666,-33.36898325751137,-6.573952642278647,,,
practice_slope_offset[505],0.074,0.101,-0.122,0.275,0.002,0.001,2118.0,4369.0,1.01,7.680680549621988,-11.485163149737287,31.653067486762158,,,
practice_slope_offset[506],0.091,0.168,-0.238,0.417,0.004,0.002,1830.0,4014.0,1.0,9.52690052584655,-21.17973089062296,51.74025129350848,,,
practice_slope_offset[507],-0.288,0.078,-0.441,-0.135,0.002,0.001,1832.0,4911.0,1.01,-25.023840776095877,-35.66072934270438,-12.62840883119656,,,
practice_slope_offset[508],0.785,0.082,0.629,0.948,0.002,0.001,2102.0,5159.0,1.0,119.24069407332158,87.57339071775117,158.0543407970643,,,
practice_slope_offset[509],0.819,0.166,0.496,1.145,0.004,0.002,1651.0,3357.0,1.0,126.823047256647,64.21395578187052,214.24413568391668,,,
practice_slope_offset[510],-0.001,0.076,-0.147,0.151,0.002,0.001,2016.0,4780.0,1.01,-0.0999500166624978,-13.670602258368058,16.299665808182027,,,
practice_slope_offset[511],-0.934,0.077,-1.087,-0.788,0.002,0.001,1093.0,4528.0,1.01,-60.702135224457,-66.27733423238152,-54.52466068320598,,,
practice_slope_offset[512],-0.398,0.079,-0.55,-0.241,0.002,0.001,2486.0,5099.0,1.01,-32.833797233799025,-42.30501896195133,-21.415837361165448,,,
practice_slope_offset[513],-0.173,0.124,-0.417,0.064,0.002,0.001,2597.0,4701.0,1.0,-15.886238515537675,-34.09790800558793,6.609239876150519,,,
practice_slope_offset[514],-0.359,0.085,-0.525,-0.195,0.002,0.001,2329.0,4990.0,1.01,-30.162564864842643,-40.84446356331849,-17.716534194398157,,,
practice_slope_offset[515],-0.334,0.079,-0.489,-0.182,0.002,0.001,2705.0,5664.0,1.0,-28.39462177727915,-38.67606730060725,-16.63986595842647,,,
practice_slope_offset[516],-0.821,0.09,-0.995,-0.639,0.002,0.001,1731.0,4694.0,1.01,-56.00085570060664,-63.02765554559411,-47.21800197987923,,,
practice_slope_offset[517],-0.166,0.082,-0.328,-0.008,0.002,0.001,2328.0,4949.0,1.01,-15.295376581060038,-27.963698029469864,-0.7968085162939342,,,
practice_slope_offset[518],-0.362,0.075,-0.511,-0.214,0.001,0.001,2583.0,5036.0,1.0,-30.3717632158229,-40.01046166188145,-19.265161497731853,,,
practice_slope_offset[519],-0.677,0.08,-0.823,-0.514,0.002,0.001,1820.0,4723.0,1.01,-49.18608745993607,-56.08876604955303,-40.19016059372387,,,
practice_slope_offset[520],-0.405,0.093,-0.586,-0.221,0.002,0.001,2363.0,4700.0,1.01,-33.302318914152565,-44.34509655895352,-19.82833197098047,,,
practice_slope_offset[521],-0.196,0.116,-0.425,0.034,0.002,0.001,2585.0,4454.0,1.0,-17.79877653218135,-34.62302148701527,3.458460672811792,,,
practice_slope_offset[522],-0.026,0.083,-0.183,0.138,0.002,0.001,2311.0,4670.0,1.0,-2.566491039125063,-16.723184426290906,14.797555027417864,,,
practice_slope_offset[523],-0.558,0.082,-0.717,-0.396,0.002,0.001,2138.0,4208.0,1.01,-42.76473748433668,-51.178529469496766,-32.69933040626136,,,
practice_slope_offset[524],-0.073,0.08,-0.227,0.088,0.002,0.001,1699.0,4791.0,1.01,-7.039916997420725,-20.30792177098604,9.19881220281975,,,
practice_slope_offset[525],0.365,0.08,0.206,0.522,0.002,0.001,2336.0,5010.0,1.0,44.05140081492171,22.8753203995312,68.53950712974088,,,
practice_slope_offset[526],0.246,0.074,0.102,0.39,0.001,0.001,2530.0,5129.0,1.01,27.88995735417381,10.73834717279334,47.69807938826427,,,
