parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct,eti_mean_pct,eti_2.5pc_pct,eti_97.5pc_pct
intercept,5.55,0.004,5.544,5.557,0.001,0.001,10.0,27.0,2.16,25623.755590577475,25469.87515996685,25804.45358484192,25633.239925371792,25481.037209883958,25827.699173493602
slope,-0.054,0.003,-0.06,-0.048,0.001,0.0,28.0,52.0,1.2,-5.256789349820168,-5.823546641575128,-4.686621292249527,-5.230681422783318,-5.858017118673679,-4.6602633424119215
practice_intercept_offset[0],-0.3,0.047,-0.382,-0.199,0.014,0.008,12.0,25.0,1.72,-25.91817793182821,-31.750494679461,-18.04501066670744,,,
practice_intercept_offset[1],1.493,0.045,1.418,1.591,0.013,0.008,13.0,24.0,1.6,345.0426792472426,312.88544680983665,390.8655129946909,,,
practice_intercept_offset[2],-0.265,0.07,-0.403,-0.132,0.012,0.002,34.0,195.0,1.16,-23.279405002414432,-33.16879006764397,-12.365900492062664,,,
practice_intercept_offset[3],0.638,0.045,0.561,0.74,0.013,0.008,13.0,23.0,1.68,89.26917079807227,75.2424048424499,109.59355144943645,,,
practice_intercept_offset[4],0.446,0.043,0.369,0.538,0.013,0.007,12.0,27.0,1.71,56.20514665337439,44.628760367473966,71.25782781873475,,,
practice_intercept_offset[5],1.111,0.045,1.04,1.214,0.013,0.008,13.0,24.0,1.66,203.73942705151612,182.921701435156,236.69254548427423,,,
practice_intercept_offset[6],0.683,0.043,0.606,0.772,0.012,0.006,12.0,33.0,1.71,97.98082567660498,83.30843770260485,116.40901087061212,,,
practice_intercept_offset[7],-0.246,0.065,-0.377,-0.122,0.012,0.003,29.0,107.0,1.19,-21.80777750745228,-31.408392610397986,-11.485163149737287,,,
practice_intercept_offset[8],0.602,0.045,0.52,0.692,0.013,0.005,13.0,38.0,1.64,82.57666846595977,68.20276496988865,99.7706954400252,,,
practice_intercept_offset[9],0.964,0.044,0.887,1.054,0.012,0.006,12.0,32.0,1.7,162.21641807745738,142.7835209469566,186.91046142564792,,,
practice_intercept_offset[10],0.195,0.044,0.113,0.284,0.012,0.006,13.0,32.0,1.67,21.531098648973067,11.963193294858598,32.84329307527947,,,
practice_intercept_offset[11],0.096,0.045,0.012,0.191,0.013,0.007,13.0,30.0,1.63,10.075906399397883,1.2072288866077807,21.045945208129947,,,
practice_intercept_offset[12],-0.48,0.047,-0.563,-0.378,0.014,0.008,12.0,25.0,1.7,-38.12166081938592,-43.05019954704583,-31.476949933412968,,,
practice_intercept_offset[13],-0.845,0.051,-0.941,-0.738,0.013,0.006,15.0,36.0,1.48,-57.044264178926085,-60.976259722800805,-52.19309017836225,,,
practice_intercept_offset[14],0.676,0.045,0.594,0.767,0.013,0.005,13.0,36.0,1.66,96.5997991289726,81.12188202285726,115.32966642600393,,,
practice_intercept_offset[15],1.414,0.045,1.343,1.519,0.013,0.009,13.0,24.0,1.63,311.23720370646095,283.0517838776802,356.7655255297767,,,
practice_intercept_offset[16],0.93,0.045,0.85,1.027,0.013,0.006,14.0,31.0,1.58,153.4509177617855,133.96468519259906,179.26752293958893,,,
practice_intercept_offset[17],0.898,0.044,0.817,0.984,0.012,0.006,13.0,32.0,1.68,145.46888208630264,126.36985450594862,167.51354109963805,,,
practice_intercept_offset[18],0.695,0.044,0.616,0.783,0.012,0.005,13.0,35.0,1.69,100.37090739411752,85.15071812945382,118.80265087438823,,,
practice_intercept_offset[19],1.386,0.043,1.31,1.474,0.012,0.005,12.0,35.0,1.71,299.8822728800372,270.6173712210199,336.6666921946391,,,
practice_intercept_offset[20],0.796,0.044,0.717,0.887,0.013,0.007,12.0,28.0,1.69,121.66565453905424,104.8279146723384,142.7835209469566,,,
practice_intercept_offset[21],0.227,0.045,0.143,0.315,0.013,0.005,13.0,35.0,1.66,25.48298679402794,15.372980166601046,37.02593109569967,,,
practice_intercept_offset[22],-0.372,0.046,-0.459,-0.276,0.013,0.008,12.0,25.0,1.7,-31.06457574757776,-36.80847551005041,-24.118706923875862,,,
practice_intercept_offset[23],1.423,0.044,1.342,1.511,0.013,0.005,13.0,37.0,1.64,314.9550437245141,282.66892355586845,353.1259789228607,,,
practice_intercept_offset[24],0.975,0.045,0.899,1.075,0.013,0.008,13.0,23.0,1.66,165.11672109826063,145.71447374375168,192.99929005337012,,,
practice_intercept_offset[25],-0.166,0.045,-0.25,-0.077,0.013,0.006,13.0,32.0,1.66,-15.295376581060038,-22.119921692859517,-7.411014639350466,,,
practice_intercept_offset[26],1.322,0.043,1.247,1.41,0.012,0.005,12.0,35.0,1.72,275.0915711851864,247.98876194379943,309.59554040711754,,,
practice_intercept_offset[27],1.224,0.044,1.146,1.313,0.013,0.006,12.0,32.0,1.72,240.07636182238505,214.55853699405552,271.73089278188314,,,
practice_intercept_offset[28],1.048,0.043,0.975,1.144,0.012,0.007,13.0,27.0,1.68,185.19415273209768,165.11672109826063,213.93004861793963,,,
practice_intercept_offset[29],-0.634,0.054,-0.736,-0.526,0.013,0.004,19.0,66.0,1.34,-46.95343111380252,-52.097380681124896,-40.90358953184376,,,
practice_intercept_offset[30],1.598,0.045,1.527,1.702,0.013,0.008,13.0,24.0,1.59,394.3136259010431,360.4343052862363,448.49062417076846,,,
practice_intercept_offset[31],0.49,0.044,0.409,0.575,0.012,0.005,13.0,41.0,1.66,63.23162199553789,50.53117204855597,77.71305269140383,,,
practice_intercept_offset[32],1.371,0.045,1.3,1.473,0.013,0.008,13.0,24.0,1.63,293.9288014497347,266.92966676192447,336.230243763031,,,
practice_intercept_offset[33],0.605,0.045,0.524,0.694,0.013,0.005,13.0,35.0,1.65,83.12522088857732,68.87692344784637,100.17063663879028,,,
practice_intercept_offset[34],-0.221,0.045,-0.304,-0.128,0.013,0.006,13.0,33.0,1.66,-19.82833197098047,-26.21391335494089,-12.01466208553562,,,
practice_intercept_offset[35],0.766,0.045,0.693,0.868,0.013,0.008,12.0,22.0,1.7,115.11444438853182,99.9705660541164,138.21418024579782,,,
practice_intercept_offset[36],0.622,0.045,0.545,0.721,0.013,0.008,13.0,23.0,1.66,86.2649618265929,72.46083823764356,105.6488671413628,,,
practice_intercept_offset[37],0.763,0.043,0.686,0.853,0.012,0.006,12.0,33.0,1.7,114.47006810307654,98.57565995893265,134.66763314289145,,,
practice_intercept_offset[38],1.014,0.046,0.925,1.102,0.012,0.005,14.0,37.0,1.57,175.6605413200825,152.1868260358148,201.01803683339324,,,
practice_intercept_offset[39],0.774,0.044,0.691,0.858,0.012,0.005,13.0,38.0,1.68,116.84226199906476,99.57102459664613,135.84390954904646,,,
practice_intercept_offset[40],1.416,0.044,1.335,1.504,0.013,0.006,13.0,34.0,1.67,312.0605011368718,279.999594641927,349.9651727984507,,,
practice_intercept_offset[41],0.671,0.046,0.592,0.77,0.013,0.007,13.0,29.0,1.6,95.61925354010236,80.76000026120045,115.97662537849152,,,
practice_intercept_offset[42],0.859,0.045,0.783,0.958,0.013,0.008,13.0,23.0,1.68,136.07987141986743,118.80265087438823,160.64783003886967,,,
practice_intercept_offset[43],0.262,0.061,0.142,0.382,0.014,0.006,20.0,44.0,1.3,29.95265424293818,15.257664853700504,46.521208513296,,,
practice_intercept_offset[44],0.262,0.046,0.177,0.361,0.012,0.006,14.0,31.0,1.53,29.95265424293818,19.36310931271388,43.476346087855575,,,
practice_intercept_offset[45],0.447,0.044,0.362,0.531,0.013,0.006,12.0,35.0,1.71,56.36142992864181,43.61989419603518,70.06320906765498,,,
practice_intercept_offset[46],0.516,0.045,0.43,0.606,0.013,0.006,13.0,35.0,1.63,67.53129773975874,53.72575235482815,83.30843770260485,,,
practice_intercept_offset[47],0.749,0.044,0.675,0.847,0.013,0.007,13.0,30.0,1.65,111.48840747433252,96.40329759698474,133.26384292605275,,,
practice_intercept_offset[48],0.567,0.044,0.484,0.658,0.012,0.007,13.0,30.0,1.62,76.29701995299278,62.25516456522613,93.09266167394624,,,
practice_intercept_offset[49],0.567,0.045,0.486,0.661,0.013,0.007,13.0,29.0,1.68,76.29701995299278,62.57999962113414,93.67280944551467,,,
practice_intercept_offset[50],-1.047,0.049,-1.135,-0.942,0.014,0.007,13.0,26.0,1.68,-64.90108613457386,-67.85778786656087,-61.0152639577102,,,
practice_intercept_offset[51],0.65,0.046,0.572,0.751,0.014,0.008,12.0,24.0,1.69,91.55408290138962,77.18071244295741,111.91180754822172,,,
practice_intercept_offset[52],0.764,0.043,0.685,0.849,0.012,0.005,12.0,33.0,1.73,114.68464544196762,98.377183553716,133.73083745076474,,,
practice_intercept_offset[53],0.324,0.044,0.239,0.411,0.013,0.006,13.0,34.0,1.68,38.26473071194796,26.99785365838365,50.83253565580581,,,
practice_intercept_offset[54],-0.1,0.046,-0.189,-0.012,0.013,0.006,13.0,35.0,1.61,-9.51625819640405,-17.221349330526635,-1.1928287138069482,,,
practice_intercept_offset[55],0.198,0.044,0.116,0.286,0.012,0.006,13.0,36.0,1.67,21.896239382164275,12.29958721332547,33.10924552522916,,,
practice_intercept_offset[56],-0.103,0.046,-0.193,-0.015,0.013,0.006,13.0,35.0,1.61,-9.78730265184835,-17.55180258608918,-1.4888060396937353,,,
practice_intercept_offset[57],-0.234,0.046,-0.313,-0.131,0.014,0.008,12.0,24.0,1.7,-20.863818410441613,-26.87500874311181,-12.278222560895646,,,
practice_intercept_offset[58],0.719,0.045,0.645,0.823,0.013,0.008,13.0,24.0,1.68,105.23798043075293,90.59870292719228,127.73215645191884,,,
practice_intercept_offset[59],-1.018,0.077,-1.164,-0.859,0.013,0.003,34.0,109.0,1.15,-63.86831482756614,-68.77652592919894,-57.64145439483477,,,
practice_intercept_offset[60],-0.319,0.049,-0.416,-0.225,0.013,0.005,15.0,45.0,1.49,-27.312445069366177,-34.031972951561094,-20.14837812406229,,,
practice_intercept_offset[61],-0.822,0.048,-0.912,-0.719,0.014,0.007,13.0,28.0,1.63,-56.04483285266524,-59.8280019902414,-51.27607483267948,,,
practice_intercept_offset[62],-0.979,0.083,-1.14,-0.807,0.012,0.002,52.0,175.0,1.1,-62.43134023316321,-68.01809781836961,-55.380535571372846,,,
practice_intercept_offset[63],-0.457,0.047,-0.54,-0.35,0.014,0.008,13.0,24.0,1.68,-36.68196599372402,-41.72517476260104,-29.531191028128656,,,
practice_intercept_offset[64],-1.744,0.053,-1.846,-1.636,0.014,0.007,14.0,37.0,1.52,-82.5180278692613,-84.21326254449124,-80.5242483628415,,,
practice_intercept_offset[65],0.34,0.046,0.258,0.437,0.013,0.008,13.0,24.0,1.68,40.49475905635938,29.43388186242377,54.80560770563401,,,
practice_intercept_offset[66],0.197,0.044,0.112,0.283,0.012,0.005,13.0,37.0,1.67,21.77440407059084,11.851286064504515,32.71051618171572,,,
practice_intercept_offset[67],-0.594,0.046,-0.684,-0.504,0.013,0.006,13.0,30.0,1.66,-44.78855956930694,-49.54054280664488,-39.58906171441353,,,
practice_intercept_offset[68],-0.333,0.069,-0.461,-0.199,0.012,0.003,30.0,152.0,1.18,-28.322980584430105,-36.93473226019459,-18.04501066670744,,,
practice_intercept_offset[69],0.742,0.044,0.664,0.838,0.013,0.007,13.0,29.0,1.67,110.01315801903608,94.2547002736754,131.1738872474537,,,
practice_intercept_offset[70],-0.902,0.048,-0.994,-0.807,0.013,0.006,14.0,34.0,1.58,-59.42426669813845,-62.99066470880388,-55.380535571372846,,,
practice_intercept_offset[71],0.144,0.044,0.064,0.233,0.012,0.006,12.0,32.0,1.7,15.488410852491352,6.609239876150519,26.238147932726143,,,
practice_intercept_offset[72],-1.575,0.056,-1.687,-1.463,0.014,0.006,16.0,40.0,1.43,-79.29924473188473,-81.49260862662129,-76.84593900754741,,,
practice_intercept_offset[73],-0.124,0.046,-0.203,-0.021,0.014,0.008,12.0,24.0,1.73,-11.662015911724913,-18.37217585743901,-2.078103543054044,,,
practice_intercept_offset[74],-1.721,0.051,-1.816,-1.611,0.014,0.007,13.0,29.0,1.6,-82.11128287331813,-83.7324848126372,-80.031217362843,,,
practice_intercept_offset[75],0.365,0.044,0.282,0.453,0.012,0.006,13.0,34.0,1.68,44.05140081492171,32.577871998679186,57.30241865141752,,,
practice_intercept_offset[76],-2.224,0.055,-2.33,-2.117,0.015,0.007,14.0,36.0,1.57,-89.18244598948108,-90.27042529104672,-87.96077359201328,,,
practice_intercept_offset[77],-2.709,0.061,-2.824,-2.583,0.014,0.006,19.0,46.0,1.34,-93.33966231987723,-94.0632004849516,-92.44529773469324,,,
practice_intercept_offset[78],-1.585,0.051,-1.677,-1.477,0.014,0.007,13.0,28.0,1.67,-79.50522068832026,-81.30660625102674,-77.16783731562997,,,
practice_intercept_offset[79],0.935,0.065,0.794,1.043,0.021,0.014,11.0,20.0,1.99,154.72134577390077,121.22276626587872,183.77174096122096,,,
practice_intercept_offset[80],-0.886,0.057,-1.009,-0.785,0.017,0.01,13.0,20.0,1.69,-58.76983346059112,-63.5416619278697,-54.38802982143608,,,
practice_intercept_offset[81],0.062,0.057,-0.061,0.159,0.017,0.01,12.0,18.0,1.73,6.396234472803375,-5.917676022399032,17.233794668071756,,,
practice_intercept_offset[82],-0.222,0.057,-0.348,-0.125,0.017,0.011,12.0,19.0,1.72,-19.908463566534085,-29.39011237856156,-11.750309741540466,,,
practice_intercept_offset[83],0.734,0.065,0.589,0.839,0.021,0.013,11.0,20.0,1.98,108.33975529060255,80.21853286760772,131.40517676018342,,,
practice_intercept_offset[84],1.055,0.065,0.912,1.165,0.021,0.014,11.0,21.0,1.98,187.19751539013455,148.929615041074,220.59228832028143,,,
practice_intercept_offset[85],0.822,0.065,0.673,0.923,0.021,0.013,11.0,20.0,2.01,127.5045381235993,96.01088354664576,151.6829564213142,,,
practice_intercept_offset[86],0.295,0.064,0.154,0.401,0.02,0.013,11.0,20.0,1.94,34.31263586862767,16.64908867784396,49.331726849996,,,
practice_intercept_offset[87],-0.143,0.066,-0.282,-0.028,0.02,0.012,12.0,21.0,1.8,-13.3245931104511,-24.572631546691102,-2.761163319875315,,,
practice_intercept_offset[88],1.486,0.063,1.341,1.587,0.02,0.014,11.0,19.0,1.89,341.9382586410074,282.2864459030121,388.905972636149,,,
practice_intercept_offset[89],0.134,0.057,0.006,0.233,0.017,0.011,12.0,18.0,1.76,14.33928196446468,0.6018036054064924,26.238147932726143,,,
practice_intercept_offset[90],-0.313,0.059,-0.447,-0.215,0.018,0.011,12.0,19.0,1.8,-26.87500874311181,-36.04560917251991,-19.345855982267317,,,
practice_intercept_offset[91],0.072,0.059,-0.057,0.177,0.018,0.012,12.0,19.0,1.85,7.465534406381358,-5.540593063347665,19.36310931271388,,,
practice_intercept_offset[92],2.115,0.066,1.963,2.221,0.02,0.014,12.0,19.0,1.78,728.9585766119227,612.0657025294843,821.6542801948506,,,
practice_intercept_offset[93],1.465,0.072,1.31,1.591,0.019,0.012,15.0,24.0,1.5,332.7543240300773,270.6173712210199,390.8655129946909,,,
practice_intercept_offset[94],0.957,0.061,0.814,1.053,0.019,0.013,11.0,19.0,1.91,160.38731248931538,125.69176258887524,186.62369437164648,,,
practice_intercept_offset[95],0.723,0.06,0.583,0.82,0.019,0.013,11.0,19.0,1.85,106.06057644771548,79.14045912584665,127.04998375324055,,,
practice_intercept_offset[96],1.328,0.062,1.183,1.427,0.019,0.014,11.0,19.0,1.92,277.3488857841548,226.41519848379272,316.61818797037887,,,
practice_intercept_offset[97],1.075,0.062,0.935,1.179,0.019,0.013,12.0,19.0,1.77,192.99929005337012,154.72134577390077,225.11214553316225,,,
practice_intercept_offset[98],0.118,0.06,-0.017,0.221,0.018,0.012,12.0,19.0,1.79,12.524411136734235,-1.6856315365090355,24.73234305640648,,,
practice_intercept_offset[99],-0.03,0.062,-0.168,0.074,0.019,0.012,11.0,20.0,1.89,-2.9554466451491845,-15.464616531534126,7.680680549621988,,,
practice_intercept_offset[100],0.302,0.063,0.166,0.407,0.02,0.013,11.0,19.0,1.94,35.25612267094822,18.05731017232761,50.23041056619504,,,
practice_intercept_offset[101],0.407,0.057,0.284,0.507,0.017,0.01,12.0,18.0,1.78,50.23041056619504,32.84329307527947,66.03028076832325,,,
practice_intercept_offset[102],0.905,0.058,0.772,0.997,0.017,0.011,12.0,18.0,1.81,147.19319230574715,116.40901087061212,171.01392030187966,,,
practice_intercept_offset[103],0.498,0.058,0.369,0.592,0.017,0.01,12.0,19.0,1.79,64.54271234040729,44.628760367473966,80.76000026120045,,,
practice_intercept_offset[104],-0.522,0.06,-0.653,-0.419,0.018,0.011,12.0,19.0,1.75,-40.6667304876948,-47.95180137107168,-34.2295804732183,,,
practice_intercept_offset[105],0.238,0.059,0.106,0.336,0.018,0.012,12.0,19.0,1.79,26.87091928249108,11.182187650653086,39.93390248109306,,,
practice_intercept_offset[106],-0.727,0.057,-0.846,-0.625,0.016,0.01,13.0,19.0,1.69,-51.66431121788537,-57.08719844403674,-46.473857148100976,,,
practice_intercept_offset[107],1.329,0.062,1.186,1.427,0.019,0.014,11.0,19.0,1.88,277.7264234072889,227.3959144176079,316.61818797037887,,,
practice_intercept_offset[108],1.039,0.065,0.892,1.142,0.021,0.014,11.0,20.0,2.02,182.63892114742964,144.00047841002203,213.3028159624368,,,
practice_intercept_offset[109],0.347,0.058,0.223,0.447,0.017,0.01,12.0,19.0,1.77,41.48167253704287,24.9820573735984,56.36142992864181,,,
practice_intercept_offset[110],0.981,0.058,0.847,1.075,0.018,0.012,12.0,19.0,1.83,166.71220308436548,133.26384292605275,192.99929005337012,,,
practice_intercept_offset[111],0.394,0.058,0.266,0.494,0.017,0.011,12.0,18.0,1.76,48.290054867475305,30.4735058686928,63.88585607937585,,,
practice_intercept_offset[112],-0.153,0.061,-0.285,-0.046,0.018,0.011,12.0,20.0,1.73,-14.18702781886062,-24.79857456806174,-4.495803780928531,,,
practice_intercept_offset[113],-0.545,0.056,-0.666,-0.445,0.017,0.01,12.0,19.0,1.73,-42.01582166601536,-48.62404887700017,-35.91757239676813,,,
practice_intercept_offset[114],0.502,0.065,0.357,0.607,0.02,0.013,11.0,19.0,1.98,65.20220128834644,42.9035869853877,83.49183782508534,,,
practice_intercept_offset[115],-0.098,0.075,-0.262,0.034,0.019,0.01,16.0,31.0,1.42,-9.335109624607906,-23.04889762924241,3.458460672811792,,,
practice_intercept_offset[116],1.107,0.064,0.957,1.207,0.02,0.014,11.0,20.0,1.99,202.52689602207656,160.38731248931538,234.34392741929437,,,
practice_intercept_offset[117],2.032,0.067,1.876,2.135,0.021,0.015,11.0,19.0,1.93,662.9329769827445,552.7343200947076,745.7046506861553,,,
practice_intercept_offset[118],0.627,0.06,0.489,0.725,0.019,0.013,11.0,19.0,1.87,87.19861883312423,63.06847196215488,106.47310999664865,,,
practice_intercept_offset[119],1.051,0.064,0.901,1.151,0.02,0.013,11.0,19.0,1.93,186.051019848318,146.20639444796984,216.1352682222409,,,
practice_intercept_offset[120],0.444,0.064,0.3,0.549,0.02,0.013,11.0,19.0,1.89,55.89304856219152,34.98588075760032,73.15206311872335,,,
practice_intercept_offset[121],0.414,0.063,0.274,0.518,0.02,0.013,11.0,20.0,1.9,51.285712688439446,31.521480223872445,67.86669562132053,,,
practice_intercept_offset[122],0.722,0.064,0.582,0.831,0.02,0.013,11.0,19.0,1.87,105.85461886722112,78.96140820710107,129.56132060461326,,,
practice_intercept_offset[123],0.611,0.074,0.461,0.748,0.019,0.01,17.0,26.0,1.41,84.22727507029337,58.56588512805472,111.27702477582268,,,
practice_intercept_offset[124],-0.039,0.057,-0.163,0.058,0.017,0.01,12.0,19.0,1.72,-3.824929085363327,-15.040881158540977,5.97149957102876,,,
practice_intercept_offset[125],0.405,0.06,0.269,0.504,0.018,0.012,12.0,19.0,1.84,49.93025000567668,30.865514104646664,65.5329363157055,,,
practice_intercept_offset[126],0.334,0.081,0.174,0.491,0.019,0.009,19.0,39.0,1.32,39.65431435745053,19.005556582036263,63.39493526055651,,,
practice_intercept_offset[127],-0.164,0.062,-0.294,-0.054,0.019,0.012,11.0,19.0,1.93,-15.125797811979323,-25.47235085567113,-5.256789349820168,,,
practice_intercept_offset[128],-0.752,0.099,-0.945,-0.557,0.02,0.006,25.0,58.0,1.23,-52.85772362608692,-61.13204290982471,-42.70747359464816,,,
practice_intercept_offset[129],0.09,0.064,-0.054,0.194,0.02,0.012,11.0,21.0,1.92,9.41742837052104,-5.256789349820168,21.40962829562332,,,
practice_intercept_offset[130],0.108,0.064,-0.029,0.218,0.019,0.012,12.0,21.0,1.79,11.404774538646766,-2.858353553339521,24.35870676190619,,,
practice_intercept_offset[131],-0.386,0.056,-0.503,-0.287,0.017,0.009,12.0,18.0,1.74,-32.02294743196789,-39.52862056058779,-24.9488271162932,,,
practice_intercept_offset[132],-0.184,0.064,-0.318,-0.074,0.02,0.012,11.0,19.0,1.94,-16.806419617332825,-27.23972115854045,-7.132830615871278,,,
practice_intercept_offset[133],-0.114,0.064,-0.253,-0.007,0.02,0.012,11.0,20.0,1.94,-10.77420441175917,-22.353211817626217,-0.6975557066764893,,,
practice_intercept_offset[134],0.556,0.067,0.412,0.668,0.021,0.013,11.0,20.0,1.87,74.36837970197381,50.98344363287448,95.03327518649616,,,
practice_intercept_offset[135],-1.11,0.061,-1.231,-0.993,0.016,0.008,15.0,27.0,1.46,-67.0441038924811,-70.7999568799236,-62.95363686267527,,,
practice_intercept_offset[136],0.351,0.063,0.214,0.457,0.02,0.013,11.0,19.0,1.92,42.04873259121951,23.862265479345226,57.93288842494408,,,
practice_intercept_offset[137],0.813,0.066,0.663,0.915,0.021,0.013,11.0,19.0,1.97,125.46618363456182,94.06054266838416,149.6775251904888,,,
practice_intercept_offset[138],-0.366,0.057,-0.482,-0.262,0.017,0.009,12.0,19.0,1.73,-30.649719879024428,-38.245293823532,-23.04889762924241,,,
practice_intercept_offset[139],-1.929,0.075,-2.078,-1.788,0.019,0.008,16.0,37.0,1.42,-85.47065807195959,-87.4819677349939,-83.27055758505611,,,
practice_intercept_offset[140],-0.871,0.058,-0.989,-0.766,0.017,0.009,13.0,20.0,1.67,-58.14671928956419,-62.80515464366418,-53.513117036723166,,,
practice_intercept_offset[141],-1.324,0.064,-1.457,-1.215,0.019,0.01,12.0,22.0,1.84,-73.39311050061934,-76.70659703369681,-70.32899857059547,,,
practice_intercept_offset[142],-1.259,0.065,-1.388,-1.138,0.019,0.01,12.0,22.0,1.78,-71.60621775994291,-75.04260462761927,-67.95407000753812,,,
practice_intercept_offset[143],0.278,0.063,0.136,0.381,0.02,0.013,11.0,19.0,1.91,32.048619720909535,14.568189359486183,46.37476054097285,,,
practice_intercept_offset[144],-0.599,0.065,-0.734,-0.486,0.02,0.011,12.0,21.0,1.81,-45.06392777725699,-52.0014795733464,-38.491819268647134,,,
practice_intercept_offset[145],-0.432,0.059,-0.563,-0.327,0.018,0.011,12.0,19.0,1.79,-35.079062331485254,-43.05019954704583,-27.891625697339293,,,
practice_intercept_offset[146],-0.894,0.061,-1.022,-0.784,0.017,0.01,13.0,22.0,1.63,-59.098358938859306,-64.01255289979404,-54.34239503766853,,,
practice_intercept_offset[147],-0.988,0.062,-1.116,-0.873,0.018,0.01,13.0,23.0,1.64,-62.76794119468448,-67.24124724763105,-58.23034220020011,,,
practice_intercept_offset[148],-1.747,0.074,-1.895,-1.606,0.016,0.006,22.0,56.0,1.26,-82.57039519538884,-84.96816649535997,-79.9311234233374,,,
practice_intercept_offset[149],-0.359,0.059,-0.482,-0.249,0.018,0.011,12.0,19.0,1.8,-30.162564864842643,-38.245293823532,-22.04200266152996,,,
practice_intercept_offset[150],-0.902,0.057,-1.016,-0.799,0.016,0.009,13.0,21.0,1.65,-59.42426669813845,-63.79597914565125,-55.02214821792722,,,
practice_intercept_offset[151],-0.505,0.063,-0.636,-0.395,0.019,0.011,11.0,20.0,1.89,-39.64944245729595,-47.05941822913054,-32.63199607511324,,,
practice_intercept_offset[152],-0.378,0.064,-0.514,-0.27,0.02,0.012,11.0,20.0,1.91,-31.476949933412968,-40.19016059372387,-23.662050566314687,,,
practice_intercept_offset[153],0.377,0.065,0.233,0.49,0.018,0.012,13.0,22.0,1.61,45.790430937122586,26.238147932726143,63.23162199553789,,,
practice_intercept_offset[154],-0.194,0.045,-0.28,-0.102,0.013,0.006,13.0,32.0,1.65,-17.63420957314231,-24.42162585442745,-9.697044833112322,,,
practice_intercept_offset[155],0.936,0.044,0.863,1.035,0.013,0.008,13.0,25.0,1.67,154.97619452281174,137.02608206522376,181.51062356240635,,,
practice_intercept_offset[156],0.281,0.046,0.201,0.381,0.013,0.008,13.0,23.0,1.69,32.445360393525725,22.26247718233272,46.37476054097285,,,
practice_intercept_offset[157],0.913,0.044,0.833,1.001,0.012,0.005,13.0,36.0,1.65,149.17866916242124,130.02090267469853,172.10014698815783,,,
practice_intercept_offset[158],0.38,0.047,0.294,0.482,0.013,0.007,14.0,26.0,1.55,46.228458943422446,34.178390366697144,61.93097853019272,,,
practice_intercept_offset[159],0.645,0.043,0.571,0.74,0.012,0.007,12.0,28.0,1.7,90.59870292719228,77.00362029134793,109.59355144943645,,,
practice_intercept_offset[160],1.046,0.045,0.974,1.146,0.013,0.008,13.0,25.0,1.69,184.6243344348701,164.85173689134788,214.55853699405552,,,
practice_intercept_offset[161],1.408,0.044,1.333,1.499,0.012,0.006,13.0,33.0,1.67,308.77716797152976,279.2403549454195,347.72096213655004,,,
practice_intercept_offset[162],0.871,0.045,0.795,0.97,0.013,0.008,13.0,24.0,1.63,138.92989582311458,121.44409968040746,163.79444593541527,,,
practice_intercept_offset[163],0.649,0.044,0.572,0.741,0.012,0.006,12.0,32.0,1.72,91.36262456361196,77.18071244295741,109.80324983260262,,,
practice_intercept_offset[164],0.898,0.045,0.823,0.998,0.013,0.008,13.0,23.0,1.64,145.46888208630264,127.73215645191884,171.28506977432195,,,
practice_intercept_offset[165],1.086,0.044,1.012,1.183,0.013,0.007,12.0,28.0,1.7,196.2400738771504,175.1097711911613,226.41519848379272,,,
practice_intercept_offset[166],0.637,0.044,0.558,0.73,0.012,0.006,13.0,36.0,1.61,89.0799962303226,74.71746543074462,107.50806076741225,,,
practice_intercept_offset[167],1.767,0.045,1.693,1.866,0.013,0.007,14.0,28.0,1.58,485.32671937395406,443.57635593157386,546.2395050921417,,,
practice_intercept_offset[168],0.037,0.047,-0.052,0.133,0.013,0.006,14.0,40.0,1.54,3.769302083815696,-5.067113315711048,14.224999833089424,,,
practice_intercept_offset[169],1.391,0.045,1.316,1.49,0.013,0.008,13.0,23.0,1.62,301.8866911141531,272.8477599232907,343.7095519003664,,,
practice_intercept_offset[170],0.919,0.043,0.844,1.011,0.012,0.007,13.0,28.0,1.69,150.6782353773446,132.56510003566723,174.8347989290155,,,
practice_intercept_offset[171],-0.014,0.044,-0.1,0.071,0.012,0.006,13.0,33.0,1.68,-1.3902455737138109,-9.51625819640405,7.358122586835747,,,
practice_intercept_offset[172],1.329,0.046,1.255,1.434,0.013,0.008,13.0,26.0,1.6,277.7264234072889,250.78383743425823,319.5447462901874,,,
practice_intercept_offset[173],0.905,0.044,0.827,0.998,0.013,0.007,13.0,29.0,1.67,147.19319230574715,128.6449093665522,171.28506977432195,,,
practice_intercept_offset[174],0.534,0.043,0.458,0.626,0.012,0.006,12.0,34.0,1.71,70.5741647451575,58.09090030614199,87.01151378240854,,,
practice_intercept_offset[175],0.759,0.044,0.68,0.851,0.013,0.007,12.0,26.0,1.71,113.61390130581415,97.38777322304476,134.19876689913815,,,
practice_intercept_offset[176],0.163,0.045,0.078,0.253,0.013,0.006,13.0,33.0,1.66,17.7036689688467,8.112265867008306,28.788327683463045,,,
