,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[A82024],-0.019,0.087,-0.186,0.144,0.0,0.001,32118.0,18806.0,1.0
1|practice_id[A82025],0.055,0.086,-0.106,0.217,0.0,0.0,32006.0,19705.0,1.0
1|practice_id[A82026],0.318,0.086,0.158,0.48,0.0,0.001,31849.0,19676.0,1.0
1|practice_id[A82027],-0.187,0.087,-0.353,-0.028,0.0,0.001,31394.0,19818.0,1.0
1|practice_id[A82029],-0.098,0.086,-0.259,0.067,0.0,0.001,33408.0,20088.0,1.0
1|practice_id[A82030],-0.274,0.085,-0.438,-0.117,0.0,0.001,31338.0,19040.0,1.0
1|practice_id[A82031],0.26,0.086,0.101,0.425,0.0,0.001,31808.0,20067.0,1.0
1|practice_id[A82032],0.306,0.086,0.144,0.468,0.0,0.001,34218.0,19714.0,1.0
1|practice_id[A82033],0.365,0.086,0.202,0.522,0.0,0.001,31798.0,19789.0,1.0
1|practice_id[A82034],-0.134,0.092,-0.304,0.039,0.001,0.001,32644.0,18543.0,1.0
1|practice_id[A82035],-0.253,0.086,-0.415,-0.093,0.0,0.001,34049.0,19884.0,1.0
1|practice_id[A82036],-0.115,0.086,-0.277,0.045,0.0,0.001,30140.0,19668.0,1.0
1|practice_id[A82037],-0.248,0.087,-0.409,-0.08,0.0,0.001,31013.0,19266.0,1.0
1|practice_id[A82038],0.195,0.086,0.035,0.358,0.0,0.001,31323.0,19120.0,1.0
1|practice_id[A82039],0.023,0.086,-0.133,0.187,0.0,0.001,30574.0,19469.0,1.0
1|practice_id[A82040],-0.569,0.173,-0.898,-0.249,0.001,0.001,30546.0,18767.0,1.0
1|practice_id[A82041],-0.144,0.086,-0.302,0.02,0.0,0.001,33512.0,19961.0,1.0
1|practice_id[A82044],0.556,0.095,0.374,0.734,0.0,0.001,54650.0,17710.0,1.0
1|practice_id[A82045],0.348,0.086,0.188,0.508,0.0,0.001,29630.0,20273.0,1.0
1|practice_id[A82047],-0.434,0.086,-0.596,-0.273,0.0,0.001,32278.0,18510.0,1.0
1|practice_id[A82048],0.377,0.086,0.214,0.537,0.0,0.001,31057.0,19161.0,1.0
1|practice_id[A82049],0.738,0.086,0.573,0.895,0.0,0.001,31710.0,18670.0,1.0
1|practice_id[A82050],0.387,0.085,0.232,0.548,0.0,0.0,29235.0,19599.0,1.0
1|practice_id[A82052],-0.694,0.167,-1.013,-0.381,0.001,0.001,24998.0,17903.0,1.0
1|practice_id[A82053],-0.624,0.086,-0.787,-0.465,0.0,0.001,31971.0,18974.0,1.0
1|practice_id[A82055],0.059,0.086,-0.104,0.217,0.0,0.001,29271.0,19146.0,1.0
1|practice_id[A82057],0.243,0.177,-0.102,0.562,0.001,0.001,26659.0,18322.0,1.0
1|practice_id[A82058],0.041,0.086,-0.116,0.208,0.0,0.001,31227.0,19064.0,1.0
1|practice_id[A82060],0.561,0.105,0.358,0.753,0.001,0.001,27817.0,19006.0,1.0
1|practice_id[A82062],0.14,0.086,-0.019,0.302,0.001,0.001,28937.0,19384.0,1.0
1|practice_id[A82064],-0.235,0.095,-0.416,-0.06,0.0,0.001,47555.0,18056.0,1.0
1|practice_id[A82065],-0.245,0.085,-0.407,-0.083,0.0,0.001,32930.0,19472.0,1.0
1|practice_id[A82068],-0.147,0.086,-0.311,0.012,0.0,0.001,33403.0,19402.0,1.0
1|practice_id[A82071],0.056,0.087,-0.104,0.221,0.0,0.001,35326.0,19165.0,1.0
1|practice_id[A82072],0.73,0.087,0.563,0.888,0.0,0.001,33224.0,19358.0,1.0
1|practice_id[A82074],-0.592,0.128,-0.833,-0.349,0.001,0.001,28587.0,19000.0,1.0
1|practice_id[A82075],0.068,0.085,-0.091,0.227,0.0,0.001,30707.0,19453.0,1.0
1|practice_id[A82077],-0.059,0.085,-0.219,0.101,0.0,0.001,31733.0,20819.0,1.0
1|practice_id[A82608],0.022,0.087,-0.138,0.187,0.0,0.001,33180.0,18842.0,1.0
1|practice_id[A82613],-0.278,0.151,-0.564,0.0,0.001,0.001,34497.0,19690.0,1.0
1|practice_id[A82617],0.529,0.087,0.361,0.687,0.0,0.001,30688.0,19323.0,1.0
1|practice_id[A82619],-0.03,0.221,-0.436,0.395,0.001,0.001,26162.0,17457.0,1.0
1|practice_id[A82621],-0.349,0.086,-0.514,-0.191,0.0,0.001,32378.0,19121.0,1.0
1|practice_id[A82623],0.132,0.086,-0.032,0.29,0.0,0.001,33375.0,20881.0,1.0
1|practice_id[A82629],0.094,0.085,-0.063,0.253,0.0,0.001,32688.0,18470.0,1.0
1|practice_id[A82631],0.375,0.085,0.214,0.534,0.0,0.001,33998.0,20107.0,1.0
1|practice_id[A82635],-0.165,0.221,-0.576,0.255,0.001,0.002,27892.0,16598.0,1.0
1|practice_id[A82641],-1.021,0.21,-1.413,-0.626,0.001,0.001,23918.0,17997.0,1.0
1|practice_id[A82642],-0.225,0.193,-0.589,0.138,0.001,0.001,29454.0,18210.0,1.0
1|practice_id[A82646],-0.169,0.086,-0.339,-0.014,0.0,0.001,31893.0,18323.0,1.0
1|practice_id[A82647],-0.051,0.086,-0.214,0.108,0.0,0.001,33920.0,17912.0,1.0
1|practice_id[A82650],0.321,0.086,0.158,0.484,0.0,0.001,31555.0,19526.0,1.0
1|practice_id[A82651],-0.052,0.087,-0.215,0.112,0.001,0.001,29952.0,18984.0,1.0
1|practice_id[A82654],0.558,0.087,0.393,0.718,0.0,0.001,35620.0,19621.0,1.0
