name,type,pred_coef,pred_ci_low,pred_ci_high,pred_p,imd_coef,imd_ci_low,imd_ci_high,imd_p,region_main,n_practices,n_obs,error
hydro_rain_high_vs_med,binary_pair,-0.4401327881640049,-0.5271217507141768,-0.3530677538268412,4.575881588953252e-23,2.4566125840770114,2.052437961473319,2.8623879242022143,2.3491468389404985e-33,"{'East Midlands': {'coef': 13.248049624051328, 'ci_low': 4.9321582282222165, 'ci_high': 22.22297682811012, 'p': 0.0013876538141558248}, 'East of England': {'coef': 11.037986203429352, 'ci_low': 3.382317174595717, 'ci_high': 19.260572959402534, 'p': 0.004071368822035641}, 'London': {'coef': -25.677376350251325, 'ci_low': -30.095434591532378, 'ci_high': -20.980091158494353, 'p': 2.2961339805726346e-21}, 'North East': {'coef': 43.21312702023017, 'ci_low': 30.928379471046895, 'ci_high': 56.650527821190224, 'p': 4.1853161409379594e-15}, 'North West': {'coef': -3.5011438988804544, 'ci_low': -9.416758384330759, 'ci_high': 2.8007947467157734, 'p': 0.26952424383723106}, 'South West': {'coef': 22.62050510433493, 'ci_low': 13.847793858490043, 'ci_high': 32.06921067553874, 'p': 7.27417672146551e-08}, 'West Midlands': {'coef': -10.316347644648538, 'ci_low': -16.152614457617087, 'ci_high': -4.073842639614478, 'p': 0.0015170574807974518}, 'Yorkshire and The Humber': {'coef': 15.060543741800547, 'ci_low': 7.094925518440776, 'ci_high': 23.618637036907764, 'p': 0.00012680848153832268}}",9002,1110547,
hydro_rain_low_vs_med,binary_pair,-0.3308276932600607,-0.45035526730009545,-0.21115660448428608,6.21352016137164e-08,2.322175354614675,1.8932978079487128,2.7528580833092064,8.934186923180151e-27,"{'East Midlands': {'coef': 13.37661803902237, 'ci_low': 5.1055308481041894, 'ci_high': 22.298583283338445, 'p': 0.0011607505447678774}, 'East of England': {'coef': 10.45777553236027, 'ci_low': 2.889842002368881, 'ci_high': 18.58235893953828, 'p': 0.006020134219804553}, 'London': {'coef': -25.749513298679183, 'ci_low': -30.138023905330858, 'ci_high': -21.085330195752906, 'p': 9.873334229560844e-22}, 'North East': {'coef': 42.24641877526831, 'ci_low': 30.13583776362605, 'ci_high': 55.48402347969188, 'p': 8.36437777146069e-15}, 'North West': {'coef': -3.3951251022263707, 'ci_low': -9.279933934311691, 'ci_high': 2.871418185002672, 'p': 0.2814166973126079}, 'South West': {'coef': 22.698551909775276, 'ci_low': 13.975205772330845, 'ci_high': 32.08955876621567, 'p': 5.4373945734555965e-08}, 'West Midlands': {'coef': -10.682851587557018, 'ci_low': -16.45313390195121, 'ci_high': -4.514036574776092, 'p': 0.0009146924574709827}, 'Yorkshire and The Humber': {'coef': 14.789547004875757, 'ci_low': 6.901407149544769, 'ci_high': 23.259744216011423, 'p': 0.00014631854348395987}}",8954,972770,
met_rain_high_vs_med,binary_pair,-0.29782207789832427,-0.3900900132803753,-0.20546867539859015,2.7189532120143253e-10,1.3403977873392314,0.9353054122111626,1.7471159546687431,7.245800172404359e-11,"{'East Midlands': {'coef': 11.673340312559022, 'ci_low': 3.037827789031322, 'ci_high': 21.032587780273325, 'p': 0.007172052569246188}, 'East of England': {'coef': 3.0829328695176406, 'ci_low': -4.667401631640445, 'ci_high': 11.4633528388987, 'p': 0.4464250781272515}, 'London': {'coef': -27.62650005361874, 'ci_low': -32.19692958933552, 'ci_high': -22.74798968890065, 'p': 2.610670557655931e-22}, 'North East': {'coef': 39.645356039618584, 'ci_low': 27.32987600730379, 'ci_high': 53.152002302375976, 'p': 1.349657532179411e-12}, 'North West': {'coef': 6.891355616316908, 'ci_low': -4.270072126039159, 'ci_high': 19.354126334840814, 'p': 0.2362567436825056}, 'South West': {'coef': 20.524722123529315, 'ci_low': 11.539231202103295, 'ci_high': 30.23407536881102, 'p': 2.3291854880430254e-06}, 'West Midlands': {'coef': -12.752678442328646, 'ci_low': -18.904722209416626, 'ci_high': -6.133928801072486, 'p': 0.0002554952193905296}, 'Yorkshire and The Humber': {'coef': 10.186496639731836, 'ci_low': 2.234961648510425, 'ci_high': 18.756478664111988, 'p': 0.011137387923038755}}",7552,968946,
met_rain_low_vs_med,binary_pair,-0.35889979905552316,-0.48350113892103863,-0.23414244994458544,1.7835574250295567e-08,1.3141516048648327,0.8820515916878602,1.7481023974266652,2.136703386303022e-09,"{'East Midlands': {'coef': 12.768071008256431, 'ci_low': 4.104656681150076, 'ci_high': 22.152440095657422, 'p': 0.0032162306400930958}, 'East of England': {'coef': 2.8878882245831017, 'ci_low': -4.793276716229111, 'ci_high': 11.188760396281827, 'p': 0.4720383321776146}, 'London': {'coef': -27.501500866646033, 'ci_low': -32.047170201348806, 'ci_high': -22.651751337465964, 'p': 2.1474707494556393e-22}, 'North East': {'coef': 38.267384458931964, 'ci_low': 26.133485724339288, 'ci_high': 51.56855053459473, 'p': 4.702868687450805e-12}, 'North West': {'coef': 7.466061574419847, 'ci_low': -3.6793866601208647, 'ci_high': 19.901171616973556, 'p': 0.19742705557473028}, 'South West': {'coef': 20.80011134293036, 'ci_low': 11.848924237165592, 'ci_high': 30.467655366286152, 'p': 1.5038576841679655e-06}, 'West Midlands': {'coef': -12.784738609555845, 'ci_low': -18.889524824606774, 'ci_high': -6.220475185785745, 'p': 0.0002202533301105842}, 'Yorkshire and The Humber': {'coef': 11.052430175570871, 'ci_low': 3.0795482099020832, 'ci_high': 19.641989726099098, 'p': 0.005817414923922096}}",7524,848719,
met_tmax_high_vs_med,binary_pair,1.951300082355334,1.7896796581432506,2.1131771255253673,5.736604387748942e-126,1.2719516018169452,0.8868014196952823,1.6585721513276086,7.960577887135612e-11,"{'East Midlands': {'coef': 12.099208312267207, 'ci_low': 3.383533848972231, 'ci_high': 21.549651442505848, 'p': 0.005679280927372208}, 'East of England': {'coef': 3.1647388792117814, 'ci_low': -4.634244773963159, 'ci_high': 11.601521141314253, 'p': 0.4372459404123127}, 'London': {'coef': -27.938759309970973, 'ci_low': -32.50760143532874, 'ci_high': -23.060633193965852, 'p': 1.0797511834207613e-22}, 'North East': {'coef': 40.35698983035934, 'ci_low': 27.89995617391774, 'ci_high': 54.02729745623611, 'p': 8.719658774055078e-13}, 'North West': {'coef': 6.497011463637725, 'ci_low': -4.6851969501296775, 'ci_high': 18.991101988135696, 'p': 0.2660715542113332}, 'South West': {'coef': 20.506081860135584, 'ci_low': 11.463608575329953, 'ci_high': 30.282124819846956, 'p': 2.7730024673459474e-06}, 'West Midlands': {'coef': -13.641989737273018, 'ci_low': -19.75471633945943, 'ci_high': -7.063622977701867, 'p': 9.01439313616512e-05}, 'Yorkshire and The Humber': {'coef': 10.316677280283827, 'ci_low': 2.315036657054992, 'ci_high': 18.94409349579349, 'p': 0.010597996846643767}}",7589,1049726,
met_tmax_low_vs_med,binary_pair,-0.23431707110127542,-0.4335371007774702,-0.03469842708176962,0.021433912569503437,1.1326959191139574,0.7124506205010039,1.5546947855322735,1.1485967616955604e-07,"{'East Midlands': {'coef': 12.69470758587845, 'ci_low': 3.9319397406659906, 'ci_high': 22.196286815740194, 'p': 0.003806458850254027}, 'East of England': {'coef': 2.9725348306255617, 'ci_low': -4.800981677698046, 'ci_high': 11.3808011501352, 'p': 0.46451969295973516}, 'London': {'coef': -27.681429521112154, 'ci_low': -32.26262082596932, 'ci_high': -22.790404649801566, 'p': 2.836156911397773e-22}, 'North East': {'coef': 39.79665519444009, 'ci_low': 27.405678168389368, 'ci_high': 53.392730092637365, 'p': 1.4973313861409661e-12}, 'North West': {'coef': 6.8578624861249216, 'ci_low': -4.345945868454216, 'ci_high': 19.373955226199225, 'p': 0.24050639137093743}, 'South West': {'coef': 19.74494923803882, 'ci_low': 10.786977582335911, 'ci_high': 29.427241187837126, 'p': 5.5685307456994164e-06}, 'West Midlands': {'coef': -13.052163534782968, 'ci_low': -19.2065274661091, 'ci_high': -6.428996936467602, 'p': 0.0001884312757439435}, 'Yorkshire and The Humber': {'coef': 11.003455258905381, 'ci_low': 2.953505896858366, 'ci_high': 19.68283131377857, 'p': 0.006572690075672021}}",7566,918212,
met_tmin_high_vs_med,binary_pair,1.8808275901576188,1.695139218813857,2.0668550157719956,3.714009792225473e-89,1.1678700681609033,0.7837212692199946,1.5534830946364764,2.2060549164274825e-09,"{'East Midlands': {'coef': 11.945506523735183, 'ci_low': 3.2465126869341665, 'ci_high': 21.377430624264893, 'p': 0.006255708361388425}, 'East of England': {'coef': 3.208681725784235, 'ci_low': -4.589377535242411, 'ci_high': 11.64408855532657, 'p': 0.430745545571529}, 'London': {'coef': -28.06366105464867, 'ci_low': -32.621546999015294, 'ci_high': -23.19745214713015, 'p': 6.027124092005466e-23}, 'North East': {'coef': 39.70254082828977, 'ci_low': 27.311393290710974, 'ci_high': 53.299711906491055, 'p': 1.7206504147778213e-12}, 'North West': {'coef': 6.156697306420522, 'ci_low': -4.982260655021953, 'ci_high': 18.601478636447922, 'p': 0.2908043547579531}, 'South West': {'coef': 20.419658050576682, 'ci_low': 11.391456597556804, 'ci_high': 30.17958906316942, 'p': 2.966641541812967e-06}, 'West Midlands': {'coef': -13.737148695500101, 'ci_low': -19.83957598327015, 'ci_high': -7.170157762273921, 'p': 7.896469502312622e-05}, 'Yorkshire and The Humber': {'coef': 9.992928741270468, 'ci_low': 2.0196185036929215, 'ci_high': 18.589390457721255, 'p': 0.013110758239451578}}",7591,1060156,
met_tmin_low_vs_med,binary_pair,-0.35013064369707747,-0.5718060384275248,-0.12796102314726054,0.002022904248134014,1.2695403994750665,0.8385471707272885,1.7023757329381217,6.7342114043061506e-09,"{'East Midlands': {'coef': 12.566321067304088, 'ci_low': 3.8851893583303765, 'ci_high': 21.972888694660785, 'p': 0.0038424881328201718}, 'East of England': {'coef': 2.850473647407936, 'ci_low': -4.852819519852347, 'ci_high': 11.177439795005672, 'p': 0.47919955632204925}, 'London': {'coef': -27.277491908129004, 'ci_low': -31.850208919220556, 'ci_high': -22.397954574745615, 'p': 7.056381702494368e-22}, 'North East': {'coef': 41.66283130696557, 'ci_low': 29.19682448841563, 'ci_high': 55.33166432976229, 'p': 1.256835578459082e-13}, 'North West': {'coef': 7.882605768691686, 'ci_low': -3.3384282558824196, 'ci_high': 20.4062422888466, 'p': 0.1757290544237169}, 'South West': {'coef': 20.994328807287644, 'ci_low': 12.002318663473721, 'ci_high': 30.708254777410417, 'p': 1.3194916280353189e-06}, 'West Midlands': {'coef': -11.938253728524407, 'ci_low': -18.130659904194047, 'ci_high': -5.277468374525041, 'p': 0.0006322586368434802}, 'Yorkshire and The Humber': {'coef': 11.718747659251406, 'ci_low': 3.6777090304822346, 'ci_high': 20.383433384720483, 'p': 0.003641830303174965}}",7518,842993,
flood,binary_simple,0.5181871098608681,0.09661548412349674,0.9415342465360022,0.015938982032912708,2.652867810517656,2.2892954002128985,3.0177324860297894,2.0581902752758469e-47,"{'East Midlands': {'coef': 12.505923144106168, 'ci_low': 4.1238201562712185, 'ci_high': 21.562796327591105, 'p': 0.0028550279055788975}, 'East of England': {'coef': 8.556241417580711, 'ci_low': 1.035268438521908, 'ci_high': 16.637068746768293, 'p': 0.02501836941390045}, 'London': {'coef': -26.69109401007982, 'ci_low': -31.081758029262485, 'ci_high': -22.020708251368003, 'p': 6.639550275585026e-23}, 'North East': {'coef': 43.09112583288264, 'ci_low': 30.739488185653062, 'ci_high': 56.609686761560376, 'p': 7.291703358463088e-15}, 'North West': {'coef': -5.047583055778137, 'ci_low': -10.931297404127493, 'ci_high': 1.2247986192981397, 'p': 0.11251999314728518}, 'South West': {'coef': 20.494781512118678, 'ci_low': 11.823700387939539, 'ci_high': 29.838239311378835, 'p': 9.941294669941006e-07}, 'West Midlands': {'coef': -10.971384085698698, 'ci_low': -16.84429846046047, 'ci_high': -4.68369209960402, 'p': 0.0008448782507867341}, 'Yorkshire and The Humber': {'coef': 12.118986397658627, 'ci_low': 4.324402727583432, 'ci_high': 20.495941334679358, 'p': 0.0018613132898762231}}",9248,1329984,
aqrean_carbon_monoxide_high_vs_not,binary_simple,0.15378488499502296,0.011142984875589512,0.29663022956138985,0.03458439632998532,2.0487023908291047,1.2900591945300688,2.813027679762614,9.995822618225041e-08,"{'East Midlands': {'coef': 13.306253466797324, 'ci_low': 5.39991957927346, 'ci_high': 21.805662906850376, 'p': 0.0007117318858582712}, 'East of England': {'coef': 10.67264393802061, 'ci_low': 3.4567443577171453, 'ci_high': 18.39183798284911, 'p': 0.003199933804336289}, 'London': {'coef': -28.44692621921735, 'ci_low': -32.47599736430096, 'ci_high': -24.17744553591772, 'p': 1.0458636010822825e-29}, 'North East': {'coef': 35.99627752434997, 'ci_low': 25.048659318525424, 'ci_high': 47.90232539294457, 'p': 6.954866257030319e-13}, 'North West': {'coef': -4.58771329978055, 'ci_low': -10.147367379363414, 'ci_high': 1.315945764220805, 'p': 0.125236589216694}, 'South West': {'coef': 18.24304908903782, 'ci_low': 10.363839081692849, 'ci_high': 26.684779853692575, 'p': 1.9100880246288003e-06}, 'West Midlands': {'coef': -10.17839733858371, 'ci_low': -15.743768122652336, 'ci_high': -4.245417521046191, 'p': 0.0010044648510332936}, 'Yorkshire and The Humber': {'coef': 9.868843450661258, 'ci_low': 2.7042267542604304, 'ci_high': 17.533261703712412, 'p': 0.006228459241568345}}",8822,817557,
