coef,pval,ci_low,ci_high,error,name
-0.008778295860348768,1.9306389959374163e-32,-0.01022909393734225,-0.0073274977833552865,,hydro_rain_values
-0.00933424082120825,3.047620876197121e-34,-0.010833615525657949,-0.00783486611675855,,met_rain_values
0.056993014192699476,8.654828366398604e-122,0.052233164573526614,0.06175286381187234,,met_tmax_values
0.04703246526191709,3.280884696680861e-95,0.042579793685031744,0.05148513683880243,,met_tmin_values
0.010847544817037763,5.32075081678998e-26,0.00883147081424979,0.012863618819825735,,aqrean_carbon_monoxide_values
-0.01534879690826928,1.0847803912482988e-60,-0.017179291095379558,-0.013518302721159003,,aqrean_daqi_overall_values
-0.006031591036431215,3.1105129659977727e-07,-0.008342040087482176,-0.0037211419853802547,,aqrean_nitrogen_monoxide_values
0.003133739711496351,0.026189756480854882,0.00037127926257660235,0.0058962001604160996,,aqrean_nitrogen_dioxide_values
-0.010373249723992945,1.3409900252694138e-23,-0.012403798840608809,-0.00834270060737708,,aqrean_daqi_nitrogen_dioxide_values
-0.006058242628154321,1.4055812178368506e-06,-0.008519564456130184,-0.0035969208001784578,,aqrean_nox_expressed_as_nitrogen_dioxide_values
-0.0017933246766969598,0.1435115589821689,-0.004196085906761333,0.0006094365533674138,,aqrean_ozone_values
-0.0017798583659775324,0.07665960662773767,-0.003750287290531444,0.00019057055857637953,,aqrean_daqi_ozone_values
-0.005920814656462353,6.388931581329493e-10,-0.007798419873305719,-0.004043209439618987,,aqrean_pm2p5_values
-0.02009142132259462,7.120366750764672e-81,-0.02215898912880282,-0.01802385351638642,,aqrean_daqi_pm2p5_values
0.0036555134550006925,0.00011257888494149995,0.001800220038640477,0.005510806871360908,,aqrean_pm10_values
-0.018364585787871604,9.125361560003814e-74,-0.02034567566729164,-0.01638349590845157,,aqrean_daqi_pm10_values
-0.007964307802654667,2.6133249995056867e-15,-0.009938200768121012,-0.005990414837188321,,aqrean_sulfur_dioxide_values
-0.0008920444484301532,0.2434689490990577,-0.0023910456875173586,0.0006069567906570522,,aqrean_daqi_sulfur_dioxide_values
