,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[L82016],-0.419,0.09,-0.587,-0.249,0.0,0.001,39247.0,18348.0,1.0
1|practice_id[L82017],0.153,0.091,-0.013,0.327,0.0,0.001,37820.0,19481.0,1.0
1|practice_id[L82018],-0.171,0.092,-0.343,-0.002,0.0,0.001,37654.0,19068.0,1.0
1|practice_id[L82019],0.795,0.322,0.206,1.405,0.002,0.002,35994.0,18773.0,1.0
1|practice_id[L82021],0.353,0.091,0.185,0.526,0.0,0.001,37697.0,19705.0,1.0
1|practice_id[L82022],0.245,0.091,0.072,0.414,0.0,0.001,41031.0,18402.0,1.0
1|practice_id[L82023],-0.232,0.089,-0.4,-0.066,0.0,0.001,37495.0,19189.0,1.0
1|practice_id[L82024],0.149,0.09,-0.027,0.312,0.0,0.001,41688.0,19197.0,1.0
1|practice_id[L82025],0.839,0.09,0.673,1.012,0.0,0.001,37413.0,18292.0,1.0
1|practice_id[L82026],0.262,0.109,0.065,0.472,0.0,0.001,52199.0,18320.0,1.0
1|practice_id[L82028],0.051,0.091,-0.122,0.221,0.0,0.001,41283.0,18453.0,1.0
1|practice_id[L82029],-0.079,0.09,-0.249,0.088,0.0,0.001,37879.0,19132.0,1.0
1|practice_id[L82030],0.214,0.089,0.041,0.38,0.0,0.001,36925.0,19119.0,1.0
1|practice_id[L82035],0.009,0.09,-0.156,0.183,0.0,0.001,40858.0,18151.0,1.0
1|practice_id[L82036],0.377,0.096,0.197,0.556,0.001,0.001,35486.0,19684.0,1.0
1|practice_id[L82037],-0.046,0.1,-0.24,0.139,0.001,0.001,37952.0,19591.0,1.0
1|practice_id[L82038],-0.477,0.091,-0.654,-0.311,0.0,0.001,38137.0,19390.0,1.0
1|practice_id[L82039],-0.139,0.109,-0.343,0.062,0.0,0.001,50688.0,18038.0,1.0
1|practice_id[L82041],0.047,0.091,-0.12,0.219,0.0,0.001,40763.0,19506.0,1.0
1|practice_id[L82042],-0.486,0.091,-0.655,-0.313,0.0,0.001,41388.0,19611.0,1.0
1|practice_id[L82043],0.168,0.089,0.003,0.338,0.0,0.001,34731.0,18658.0,1.0
1|practice_id[L82044],-0.486,0.091,-0.662,-0.318,0.0,0.001,34593.0,19692.0,1.0
1|practice_id[L82045],-0.007,0.092,-0.176,0.169,0.0,0.001,40393.0,19415.0,1.0
1|practice_id[L82046],-0.06,0.09,-0.232,0.106,0.0,0.001,39391.0,19656.0,1.0
1|practice_id[L82047],-0.087,0.096,-0.269,0.092,0.001,0.001,33779.0,18783.0,1.0
1|practice_id[L82048],0.017,0.091,-0.154,0.189,0.0,0.001,42332.0,19552.0,1.0
1|practice_id[L82049],-0.53,0.091,-0.703,-0.363,0.0,0.001,36401.0,18596.0,1.0
1|practice_id[L82050],0.346,0.091,0.177,0.519,0.0,0.001,36551.0,19317.0,1.0
1|practice_id[L82051],-0.032,0.093,-0.202,0.144,0.0,0.001,41771.0,18800.0,1.0
1|practice_id[L82052],-0.089,0.091,-0.26,0.08,0.0,0.001,35974.0,18122.0,1.0
1|practice_id[L82053],-0.015,0.148,-0.283,0.27,0.001,0.001,35495.0,18337.0,1.0
1|practice_id[L82054],0.209,0.091,0.042,0.383,0.0,0.001,43039.0,18796.0,1.0
1|practice_id[L82055],-0.983,0.333,-1.603,-0.347,0.002,0.002,33917.0,19188.0,1.0
1|practice_id[L82056],-0.145,0.09,-0.311,0.027,0.0,0.001,38417.0,18810.0,1.0
1|practice_id[L82057],0.039,0.09,-0.126,0.212,0.0,0.001,36790.0,18739.0,1.0
1|practice_id[L82058],-0.107,0.09,-0.274,0.066,0.0,0.001,37391.0,18074.0,1.0
1|practice_id[L82059],-0.33,0.09,-0.501,-0.164,0.0,0.001,36295.0,19758.0,1.0
1|practice_id[L82061],-0.191,0.09,-0.36,-0.019,0.0,0.001,40750.0,19737.0,1.0
1|practice_id[L82066],0.205,0.089,0.03,0.365,0.0,0.001,37667.0,19877.0,1.0
1|practice_id[L82068],-0.136,0.091,-0.305,0.033,0.0,0.001,37801.0,19129.0,1.0
1|practice_id[L82070],-0.424,0.092,-0.596,-0.249,0.0,0.001,40864.0,18591.0,1.0
1|practice_id[L82617],0.065,0.104,-0.13,0.263,0.001,0.001,34826.0,19002.0,1.0
1|practice_id[L82618],0.436,0.09,0.269,0.607,0.0,0.001,37350.0,19039.0,1.0
1|practice_id[L82620],0.081,0.091,-0.09,0.251,0.0,0.001,43540.0,20310.0,1.0
1|practice_id[L82621],-1.055,0.228,-1.481,-0.625,0.001,0.002,33478.0,17707.0,1.0
1|practice_id[L82622],-0.368,0.091,-0.533,-0.193,0.0,0.001,35981.0,20425.0,1.0
1|practice_id[L83002],0.232,0.092,0.061,0.404,0.0,0.001,39720.0,18872.0,1.0
1|practice_id[L83003],0.144,0.09,-0.033,0.305,0.0,0.001,35990.0,19257.0,1.0
1|practice_id[L83005],-0.277,0.093,-0.452,-0.103,0.0,0.001,55502.0,16445.0,1.0
1|practice_id[L83006],-0.365,0.092,-0.536,-0.192,0.0,0.001,37926.0,18381.0,1.0
1|practice_id[L83008],-0.111,0.091,-0.281,0.059,0.0,0.001,39836.0,19408.0,1.0
1|practice_id[L83010],-0.565,0.089,-0.73,-0.394,0.0,0.001,35161.0,20168.0,1.0
1|practice_id[L83011],-0.063,0.091,-0.233,0.109,0.0,0.001,38150.0,18432.0,1.0
1|practice_id[L83012],-0.276,0.09,-0.442,-0.103,0.0,0.001,37540.0,18973.0,1.0
1|practice_id[L83015],0.186,0.091,0.018,0.361,0.0,0.001,39159.0,19553.0,1.0
1|practice_id[L83016],0.05,0.155,-0.239,0.346,0.001,0.001,37174.0,19437.0,1.0
1|practice_id[L83017],0.807,0.209,0.414,1.2,0.001,0.001,36189.0,18459.0,1.0
1|practice_id[L83018],0.317,0.091,0.148,0.489,0.0,0.001,34260.0,19417.0,1.0
1|practice_id[L83019],-0.575,0.091,-0.74,-0.396,0.0,0.001,39118.0,18544.0,1.0
1|practice_id[L83020],0.144,0.091,-0.028,0.314,0.0,0.001,37988.0,18273.0,1.0
1|practice_id[L83021],0.131,0.091,-0.04,0.301,0.0,0.001,36881.0,18650.0,1.0
1|practice_id[L83022],0.626,0.093,0.447,0.796,0.0,0.001,53194.0,17808.0,1.0
1|practice_id[L83023],-0.122,0.09,-0.292,0.045,0.0,0.001,38192.0,19540.0,1.0
1|practice_id[L83024],-0.252,0.154,-0.533,0.044,0.001,0.001,38624.0,19414.0,1.0
1|practice_id[L83025],-0.351,0.094,-0.526,-0.169,0.0,0.001,54934.0,16736.0,1.0
1|practice_id[L83026],-0.056,0.089,-0.22,0.112,0.0,0.001,36596.0,19785.0,1.0
1|practice_id[L83028],-0.196,0.091,-0.361,-0.019,0.0,0.001,36011.0,18772.0,1.0
1|practice_id[L83030],-0.26,0.09,-0.432,-0.09,0.0,0.001,35497.0,19048.0,1.0
1|practice_id[L83036],0.099,0.156,-0.191,0.396,0.001,0.001,40372.0,18759.0,1.0
1|practice_id[L83037],-0.072,0.194,-0.442,0.287,0.001,0.001,38200.0,18929.0,1.0
1|practice_id[L83038],-0.094,0.089,-0.264,0.071,0.0,0.001,36497.0,19302.0,1.0
1|practice_id[L83039],0.015,0.089,-0.153,0.18,0.0,0.001,38594.0,19397.0,1.0
1|practice_id[L83040],-0.304,0.155,-0.598,-0.017,0.001,0.001,37927.0,18160.0,1.0
1|practice_id[L83041],0.181,0.155,-0.104,0.484,0.001,0.001,41502.0,19443.0,1.0
1|practice_id[L83042],0.182,0.155,-0.12,0.465,0.001,0.001,38707.0,18645.0,1.0
1|practice_id[L83043],-0.142,0.09,-0.304,0.033,0.0,0.001,37964.0,19415.0,1.0
1|practice_id[L83044],-0.343,0.09,-0.513,-0.174,0.0,0.001,38333.0,18296.0,1.0
1|practice_id[L83045],-0.249,0.092,-0.425,-0.08,0.0,0.001,34959.0,18647.0,1.0
1|practice_id[L83048],-0.095,0.09,-0.265,0.072,0.0,0.001,36689.0,19215.0,1.0
1|practice_id[L83049],0.369,0.216,-0.038,0.775,0.001,0.001,33676.0,18272.0,1.0
1|practice_id[L83050],-0.166,0.091,-0.336,0.005,0.0,0.001,42547.0,20311.0,1.0
1|practice_id[L83052],0.024,0.09,-0.142,0.196,0.0,0.001,36086.0,18354.0,1.0
1|practice_id[L83053],0.373,0.09,0.201,0.539,0.0,0.001,34617.0,18593.0,1.0
1|practice_id[L83055],-0.426,0.093,-0.596,-0.248,0.0,0.001,39733.0,19475.0,1.0
1|practice_id[L83056],-0.411,0.09,-0.582,-0.242,0.0,0.001,39242.0,19987.0,1.0
1|practice_id[L83057],-0.016,0.09,-0.186,0.152,0.0,0.001,37372.0,19428.0,1.0
1|practice_id[L83058],0.514,0.155,0.226,0.807,0.001,0.001,37237.0,20153.0,1.0
1|practice_id[L83059],0.258,0.089,0.089,0.427,0.0,0.001,35109.0,19875.0,1.0
1|practice_id[L83061],0.541,0.09,0.372,0.711,0.0,0.001,39466.0,18621.0,1.0
1|practice_id[L83064],-0.342,0.09,-0.509,-0.171,0.0,0.001,41540.0,19453.0,1.0
1|practice_id[L83066],-0.145,0.157,-0.439,0.151,0.001,0.001,39580.0,18915.0,1.0
1|practice_id[L83068],0.245,0.091,0.074,0.413,0.0,0.001,40040.0,18233.0,1.0
1|practice_id[L83069],-0.095,0.09,-0.263,0.075,0.0,0.001,38655.0,19200.0,1.0
1|practice_id[L83070],-0.196,0.09,-0.369,-0.03,0.0,0.001,39458.0,19557.0,1.0
1|practice_id[L83071],-0.157,0.091,-0.328,0.013,0.0,0.001,38147.0,18747.0,1.0
1|practice_id[L83072],-0.561,0.09,-0.73,-0.392,0.0,0.001,38867.0,20143.0,1.0
1|practice_id[L83073],-0.262,0.09,-0.437,-0.096,0.0,0.001,36875.0,19220.0,1.0
1|practice_id[L83074],0.783,0.103,0.587,0.974,0.001,0.001,36509.0,19573.0,1.0
1|practice_id[L83075],-0.201,0.09,-0.373,-0.035,0.0,0.001,37739.0,18620.0,1.0
1|practice_id[L83076],-0.452,0.091,-0.623,-0.283,0.0,0.001,37531.0,18509.0,1.0
1|practice_id[L83077],0.001,0.156,-0.303,0.287,0.001,0.001,38098.0,19077.0,1.0
1|practice_id[L83078],0.15,0.092,-0.021,0.325,0.0,0.001,38768.0,19719.0,1.0
1|practice_id[L83079],-0.045,0.155,-0.337,0.243,0.001,0.001,35787.0,18355.0,1.0
1|practice_id[L83080],0.013,0.098,-0.168,0.197,0.001,0.001,36020.0,19727.0,1.0
1|practice_id[L83081],-0.267,0.091,-0.443,-0.1,0.0,0.001,35301.0,19068.0,1.0
1|practice_id[L83083],-0.253,0.092,-0.425,-0.079,0.0,0.001,38962.0,18619.0,1.0
1|practice_id[L83084],0.383,0.156,0.088,0.671,0.001,0.001,36154.0,19213.0,1.0
1|practice_id[L83085],-0.054,0.09,-0.222,0.116,0.0,0.001,36015.0,18603.0,1.0
1|practice_id[L83086],-0.419,0.091,-0.592,-0.251,0.0,0.001,36757.0,19029.0,1.0
1|practice_id[L83087],0.213,0.09,0.037,0.376,0.0,0.001,36426.0,19761.0,1.0
1|practice_id[L83088],0.27,0.09,0.101,0.44,0.0,0.001,37464.0,19094.0,1.0
1|practice_id[L83089],-0.053,0.09,-0.224,0.114,0.0,0.001,36310.0,19112.0,1.0
1|practice_id[L83092],0.058,0.09,-0.111,0.225,0.0,0.001,40145.0,18934.0,1.0
1|practice_id[L83093],-0.811,0.292,-1.372,-0.286,0.002,0.002,30575.0,19639.0,1.0
1|practice_id[L83094],0.129,0.093,-0.039,0.307,0.0,0.001,40582.0,20133.0,1.0
1|practice_id[L83096],0.189,0.09,0.018,0.356,0.0,0.001,37464.0,19813.0,1.0
1|practice_id[L83098],0.049,0.215,-0.346,0.46,0.001,0.001,36394.0,18187.0,1.0
1|practice_id[L83099],0.161,0.155,-0.129,0.452,0.001,0.001,37390.0,19918.0,1.0
1|practice_id[L83100],0.326,0.089,0.162,0.497,0.0,0.001,38115.0,19545.0,1.0
1|practice_id[L83101],0.059,0.089,-0.116,0.22,0.0,0.001,35780.0,19572.0,1.0
1|practice_id[L83102],0.176,0.09,0.005,0.344,0.0,0.001,36588.0,19146.0,1.0
1|practice_id[L83105],0.041,0.09,-0.126,0.21,0.0,0.001,39038.0,18546.0,1.0
1|practice_id[L83106],-0.191,0.091,-0.367,-0.022,0.0,0.001,39337.0,20211.0,1.0
1|practice_id[L83107],-0.423,0.097,-0.597,-0.233,0.001,0.001,33719.0,19094.0,1.0
1|practice_id[L83109],0.146,0.263,-0.345,0.64,0.001,0.002,33685.0,17834.0,1.0
1|practice_id[L83112],0.622,0.09,0.458,0.793,0.0,0.001,38192.0,18896.0,1.0
1|practice_id[L83113],-0.264,0.09,-0.433,-0.095,0.0,0.001,39344.0,19815.0,1.0
1|practice_id[L83114],0.728,0.302,0.157,1.292,0.002,0.002,33512.0,18543.0,1.0
1|practice_id[L83115],-0.301,0.155,-0.581,0.002,0.001,0.001,40145.0,19109.0,1.0
1|practice_id[L83116],-0.056,0.157,-0.361,0.23,0.001,0.001,37507.0,19666.0,1.0
1|practice_id[L83117],0.458,0.09,0.289,0.627,0.0,0.001,37262.0,19029.0,1.0
1|practice_id[L83120],-0.643,0.093,-0.824,-0.474,0.0,0.001,52865.0,17583.0,1.0
1|practice_id[L83121],0.864,0.212,0.474,1.269,0.001,0.001,35935.0,18054.0,1.0
1|practice_id[L83123],1.155,0.157,0.864,1.454,0.001,0.001,39125.0,18856.0,1.0
1|practice_id[L83125],0.38,0.09,0.212,0.55,0.0,0.001,34383.0,19867.0,1.0
1|practice_id[L83128],0.115,0.091,-0.057,0.282,0.0,0.001,40671.0,19695.0,1.0
1|practice_id[L83129],-0.224,0.09,-0.397,-0.058,0.0,0.001,38940.0,19316.0,1.0
1|practice_id[L83132],-1.009,0.337,-1.644,-0.382,0.002,0.002,33292.0,18214.0,1.0
1|practice_id[L83133],-0.94,0.298,-1.485,-0.37,0.002,0.002,34944.0,18660.0,1.0
1|practice_id[L83134],-0.083,0.092,-0.251,0.095,0.0,0.001,43057.0,19411.0,1.0
1|practice_id[L83136],0.555,0.09,0.385,0.722,0.0,0.001,38775.0,19137.0,1.0
1|practice_id[L83138],-0.508,0.136,-0.759,-0.248,0.001,0.001,34498.0,18690.0,1.0
1|practice_id[L83139],-0.468,0.102,-0.664,-0.277,0.001,0.001,32923.0,17571.0,1.0
1|practice_id[L83143],0.607,0.154,0.326,0.902,0.001,0.001,38198.0,19499.0,1.0
1|practice_id[L83144],-0.369,0.12,-0.591,-0.139,0.001,0.001,35551.0,19445.0,1.0
1|practice_id[L83145],-1.088,0.148,-1.368,-0.816,0.001,0.001,35263.0,18718.0,1.0
1|practice_id[L83146],-0.051,0.091,-0.213,0.128,0.0,0.001,36719.0,19622.0,1.0
1|practice_id[L83147],-0.039,0.09,-0.201,0.136,0.0,0.001,35331.0,18799.0,1.0
1|practice_id[L83148],0.361,0.089,0.195,0.531,0.0,0.001,42096.0,19169.0,1.0
1|practice_id[L83149],-0.723,0.321,-1.33,-0.117,0.002,0.002,32670.0,18347.0,1.0
1|practice_id[L83608],0.027,0.176,-0.304,0.356,0.001,0.001,32910.0,19126.0,1.0
1|practice_id[L83613],0.89,0.233,0.462,1.332,0.001,0.002,32501.0,18295.0,1.0
1|practice_id[L83616],-0.542,0.091,-0.713,-0.374,0.0,0.001,40273.0,19783.0,1.0
1|practice_id[L83624],-0.211,0.09,-0.379,-0.044,0.0,0.001,39232.0,18583.0,1.0
1|practice_id[L83626],-0.255,0.163,-0.56,0.048,0.001,0.001,34298.0,19150.0,1.0
1|practice_id[L83627],0.149,0.09,-0.026,0.314,0.0,0.001,36005.0,17918.0,1.0
1|practice_id[L83628],-0.3,0.09,-0.473,-0.133,0.0,0.001,38312.0,18426.0,1.0
1|practice_id[L83633],-0.323,0.237,-0.772,0.119,0.001,0.002,34134.0,17428.0,1.0
1|practice_id[L83639],-0.551,0.09,-0.723,-0.386,0.0,0.001,38625.0,18620.0,1.0
1|practice_id[L83642],0.347,0.089,0.179,0.511,0.0,0.001,35680.0,18565.0,1.0
1|practice_id[L83643],-0.054,0.121,-0.28,0.171,0.001,0.001,32346.0,19188.0,1.0
1|practice_id[L83644],0.324,0.115,0.109,0.539,0.001,0.001,37494.0,19335.0,1.0
1|practice_id[L83646],0.058,0.092,-0.117,0.227,0.0,0.001,39504.0,19646.0,1.0
1|practice_id[L83647],0.753,0.113,0.545,0.972,0.001,0.001,35823.0,18457.0,1.0
1|practice_id[L83648],-0.13,0.09,-0.293,0.047,0.0,0.001,35411.0,19225.0,1.0
1|practice_id[L83651],-0.135,0.09,-0.303,0.038,0.0,0.001,40011.0,18830.0,1.0
1|practice_id[L83655],-0.173,0.156,-0.464,0.12,0.001,0.001,38842.0,18827.0,1.0
1|practice_id[L83657],-0.444,0.093,-0.617,-0.269,0.0,0.001,48065.0,17254.0,1.0
1|practice_id[L83658],0.045,0.15,-0.237,0.325,0.001,0.001,33780.0,18929.0,1.0
1|practice_id[L83663],-0.148,0.091,-0.317,0.024,0.0,0.001,37404.0,19276.0,1.0
1|practice_id[L83664],-0.14,0.153,-0.428,0.147,0.001,0.001,32386.0,18997.0,1.0
1|practice_id[L83673],-0.288,0.156,-0.573,0.013,0.001,0.001,40099.0,18580.0,1.0
1|practice_id[L83679],-0.02,0.156,-0.31,0.274,0.001,0.001,37002.0,19121.0,1.0
1|practice_id[L84001],0.212,0.091,0.037,0.378,0.0,0.001,34626.0,18702.0,1.0
1|practice_id[L84002],-0.197,0.125,-0.426,0.043,0.001,0.001,33779.0,18990.0,1.0
1|practice_id[L84003],-0.227,0.091,-0.404,-0.063,0.0,0.001,37044.0,18884.0,1.0
1|practice_id[L84004],0.155,0.089,-0.015,0.319,0.0,0.001,37955.0,18602.0,1.0
1|practice_id[L84005],0.373,0.09,0.198,0.539,0.0,0.001,34570.0,19380.0,1.0
1|practice_id[L84006],-0.209,0.09,-0.382,-0.042,0.0,0.001,38731.0,19753.0,1.0
1|practice_id[L84007],-0.113,0.09,-0.279,0.06,0.0,0.001,40357.0,18962.0,1.0
1|practice_id[L84008],0.393,0.09,0.224,0.562,0.0,0.001,38200.0,19152.0,1.0
1|practice_id[L84009],0.182,0.09,0.014,0.349,0.0,0.001,36372.0,19141.0,1.0
1|practice_id[L84010],-0.114,0.091,-0.288,0.051,0.0,0.001,39554.0,18678.0,1.0
1|practice_id[L84011],0.056,0.09,-0.117,0.221,0.0,0.001,38271.0,19154.0,1.0
1|practice_id[L84012],-0.344,0.09,-0.513,-0.176,0.0,0.001,38114.0,18559.0,1.0
1|practice_id[L84013],0.376,0.123,0.139,0.597,0.001,0.001,34253.0,18877.0,1.0
1|practice_id[L84014],-0.082,0.089,-0.251,0.083,0.0,0.001,36495.0,18615.0,1.0
1|practice_id[L84015],0.276,0.09,0.11,0.448,0.0,0.001,35534.0,19055.0,1.0
1|practice_id[L84016],0.704,0.09,0.536,0.876,0.0,0.001,39871.0,18932.0,1.0
1|practice_id[L84017],0.748,0.117,0.527,0.966,0.001,0.001,36007.0,18952.0,1.0
1|practice_id[L84018],-0.103,0.09,-0.273,0.065,0.0,0.001,39562.0,18318.0,1.0
1|practice_id[L84019],0.702,0.32,0.116,1.327,0.002,0.002,38194.0,16251.0,1.0
1|practice_id[L84020],-0.307,0.095,-0.479,-0.126,0.0,0.001,38599.0,18969.0,1.0
1|practice_id[L84021],0.427,0.091,0.257,0.599,0.0,0.001,38381.0,19672.0,1.0
1|practice_id[L84022],0.253,0.091,0.085,0.429,0.0,0.001,41043.0,18961.0,1.0
1|practice_id[L84023],-0.073,0.091,-0.241,0.103,0.0,0.001,39467.0,18819.0,1.0
1|practice_id[L84024],0.242,0.093,0.068,0.417,0.0,0.001,38285.0,17789.0,1.0
1|practice_id[L84025],-0.436,0.09,-0.613,-0.271,0.0,0.001,37237.0,19866.0,1.0
1|practice_id[L84026],-0.159,0.091,-0.325,0.014,0.0,0.001,38775.0,19827.0,1.0
1|practice_id[L84027],-0.638,0.09,-0.81,-0.472,0.0,0.001,39738.0,18573.0,1.0
1|practice_id[L84028],0.08,0.09,-0.092,0.249,0.0,0.001,38627.0,18335.0,1.0
1|practice_id[L84029],0.011,0.09,-0.157,0.182,0.0,0.001,37546.0,19557.0,1.0
1|practice_id[L84030],-0.317,0.09,-0.487,-0.151,0.0,0.001,36846.0,18293.0,1.0
1|practice_id[L84031],0.407,0.091,0.233,0.573,0.0,0.001,37171.0,18935.0,1.0
1|practice_id[L84032],0.202,0.091,0.028,0.369,0.0,0.001,37983.0,19181.0,1.0
1|practice_id[L84033],-0.468,0.089,-0.634,-0.301,0.0,0.001,36423.0,19308.0,1.0
1|practice_id[L84034],-0.126,0.09,-0.297,0.041,0.0,0.001,39267.0,18753.0,1.0
1|practice_id[L84036],-0.04,0.09,-0.211,0.128,0.0,0.001,34939.0,18985.0,1.0
1|practice_id[L84037],0.499,0.093,0.327,0.672,0.0,0.001,37230.0,20159.0,1.0
1|practice_id[L84038],0.102,0.09,-0.063,0.272,0.0,0.001,38412.0,18023.0,1.0
1|practice_id[L84039],-0.029,0.09,-0.204,0.136,0.0,0.001,37638.0,19253.0,1.0
1|practice_id[L84040],0.529,0.09,0.357,0.696,0.0,0.001,37867.0,19104.0,1.0
1|practice_id[L84041],0.089,0.09,-0.073,0.263,0.0,0.001,35675.0,19865.0,1.0
1|practice_id[L84042],-0.353,0.113,-0.57,-0.144,0.001,0.001,34427.0,19293.0,1.0
1|practice_id[L84043],0.146,0.091,-0.025,0.315,0.0,0.001,40274.0,18178.0,1.0
1|practice_id[L84044],-0.379,0.09,-0.547,-0.208,0.0,0.001,37610.0,20068.0,1.0
1|practice_id[L84045],-0.003,0.092,-0.18,0.167,0.0,0.001,36235.0,18714.0,1.0
1|practice_id[L84046],-0.057,0.091,-0.228,0.115,0.0,0.001,35226.0,19616.0,1.0
1|practice_id[L84047],-0.267,0.09,-0.438,-0.1,0.0,0.001,35195.0,18961.0,1.0
1|practice_id[L84048],0.077,0.091,-0.096,0.243,0.0,0.001,35144.0,19850.0,1.0
1|practice_id[L84049],0.005,0.091,-0.164,0.179,0.0,0.001,36785.0,17499.0,1.0
1|practice_id[L84050],-0.418,0.092,-0.59,-0.247,0.0,0.001,39657.0,19290.0,1.0
1|practice_id[L84051],0.079,0.091,-0.092,0.252,0.0,0.001,36104.0,18861.0,1.0
1|practice_id[L84052],0.132,0.089,-0.032,0.302,0.0,0.001,38378.0,20283.0,1.0
1|practice_id[L84053],0.346,0.09,0.174,0.51,0.0,0.001,38248.0,19163.0,1.0
1|practice_id[L84054],0.329,0.091,0.154,0.494,0.0,0.001,35643.0,19898.0,1.0
1|practice_id[L84055],-0.463,0.123,-0.688,-0.224,0.001,0.001,35219.0,19450.0,1.0
1|practice_id[L84056],0.149,0.091,-0.026,0.317,0.0,0.001,36794.0,19147.0,1.0
1|practice_id[L84057],-0.045,0.116,-0.261,0.173,0.001,0.001,40346.0,18644.0,1.0
1|practice_id[L84058],0.072,0.09,-0.097,0.243,0.0,0.001,36342.0,19456.0,1.0
1|practice_id[L84059],0.307,0.09,0.133,0.472,0.0,0.001,39992.0,18984.0,1.0
1|practice_id[L84060],0.579,0.09,0.41,0.75,0.0,0.001,36321.0,19528.0,1.0
1|practice_id[L84063],0.026,0.091,-0.145,0.195,0.0,0.001,38994.0,18583.0,1.0
1|practice_id[L84065],0.197,0.09,0.025,0.364,0.0,0.001,36891.0,20057.0,1.0
1|practice_id[L84067],-0.311,0.09,-0.48,-0.143,0.0,0.001,36963.0,18301.0,1.0
1|practice_id[L84068],-0.349,0.09,-0.519,-0.183,0.0,0.001,38238.0,19210.0,1.0
1|practice_id[L84069],-0.339,0.09,-0.504,-0.167,0.0,0.001,36498.0,18663.0,1.0
1|practice_id[L84070],-0.029,0.089,-0.2,0.135,0.0,0.001,38985.0,19321.0,1.0
1|practice_id[L84071],0.448,0.09,0.282,0.618,0.0,0.001,35377.0,18968.0,1.0
1|practice_id[L84072],-0.177,0.089,-0.343,-0.006,0.0,0.001,37682.0,19002.0,1.0
1|practice_id[L84073],-0.098,0.09,-0.268,0.072,0.0,0.001,34700.0,18603.0,1.0
1|practice_id[L84075],-0.088,0.09,-0.257,0.081,0.0,0.001,38849.0,18164.0,1.0
1|practice_id[L84077],-0.486,0.09,-0.654,-0.315,0.0,0.001,37836.0,19731.0,1.0
1|practice_id[L84078],-0.0,0.09,-0.172,0.167,0.0,0.001,37236.0,17684.0,1.0
1|practice_id[L84080],-0.355,0.09,-0.522,-0.184,0.0,0.001,36356.0,19107.0,1.0
1|practice_id[L84081],0.396,0.091,0.23,0.571,0.0,0.001,40243.0,19178.0,1.0
1|practice_id[L84084],-0.329,0.09,-0.501,-0.163,0.0,0.001,40371.0,19099.0,1.0
1|practice_id[L84085],0.231,0.091,0.062,0.408,0.0,0.001,37637.0,18733.0,1.0
1|practice_id[L84604],0.655,0.263,0.16,1.154,0.001,0.002,34998.0,17416.0,1.0
1|practice_id[L84606],-0.034,0.09,-0.197,0.139,0.0,0.001,38930.0,18831.0,1.0
1|practice_id[L84609],-0.185,0.218,-0.585,0.232,0.001,0.002,36949.0,17999.0,1.0
1|practice_id[L84613],0.138,0.09,-0.029,0.307,0.0,0.001,38529.0,19192.0,1.0
1|practice_id[L84615],0.277,0.093,0.096,0.445,0.0,0.001,37769.0,18854.0,1.0
1|practice_id[L84616],0.278,0.091,0.106,0.447,0.0,0.001,38063.0,19466.0,1.0
1|practice_id[L84617],0.248,0.09,0.085,0.425,0.0,0.001,37766.0,17797.0,1.0
1|practice_id[L84620],-0.744,0.134,-0.997,-0.496,0.001,0.001,37014.0,17637.0,1.0
1|practice_id[L84621],0.351,0.303,-0.211,0.923,0.002,0.002,36657.0,17959.0,1.0
1|practice_id[L85001],-0.18,0.089,-0.349,-0.016,0.0,0.001,33614.0,19325.0,1.0
1|practice_id[L85002],0.126,0.091,-0.049,0.29,0.0,0.001,35800.0,17613.0,1.0
1|practice_id[L85003],0.283,0.174,-0.047,0.605,0.001,0.001,38583.0,18674.0,1.0
1|practice_id[L85005],-0.47,0.11,-0.678,-0.267,0.001,0.001,36126.0,18760.0,1.0
1|practice_id[L85006],-0.088,0.09,-0.256,0.081,0.0,0.001,37895.0,18830.0,1.0
1|practice_id[L85007],0.701,0.088,0.535,0.867,0.0,0.001,38303.0,19447.0,1.0
1|practice_id[L85008],0.667,0.09,0.498,0.836,0.0,0.001,34793.0,18830.0,1.0
1|practice_id[L85009],-0.217,0.089,-0.383,-0.046,0.0,0.001,34539.0,19408.0,1.0
1|practice_id[L85010],-0.275,0.091,-0.439,-0.099,0.0,0.001,38004.0,18559.0,1.0
1|practice_id[L85011],0.092,0.089,-0.075,0.261,0.0,0.001,38138.0,19828.0,1.0
1|practice_id[L85012],0.312,0.092,0.141,0.484,0.0,0.001,38346.0,19538.0,1.0
1|practice_id[L85013],0.051,0.09,-0.118,0.221,0.0,0.001,34236.0,20073.0,1.0
1|practice_id[L85014],-0.018,0.09,-0.187,0.153,0.0,0.001,37206.0,19344.0,1.0
1|practice_id[L85015],-0.299,0.091,-0.468,-0.129,0.0,0.001,37780.0,17567.0,1.0
1|practice_id[L85016],0.553,0.089,0.383,0.718,0.0,0.001,39547.0,19052.0,1.0
1|practice_id[L85017],-0.205,0.09,-0.374,-0.038,0.0,0.001,38302.0,19937.0,1.0
1|practice_id[L85018],0.124,0.09,-0.046,0.294,0.0,0.001,35752.0,18395.0,1.0
1|practice_id[L85019],-0.31,0.09,-0.483,-0.147,0.0,0.001,37934.0,17548.0,1.0
