parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct
practice_offset[83],0.664,0.064,0.538,0.788,0.008,0.003,67.0,249.0,1.09,94.25470027367541,71.25782781873475,119.89940372598839
practice_offset[84],0.846,0.064,0.721,0.972,0.008,0.003,68.0,238.0,1.09,133.03069567618056,105.64886714136281,164.32256276807982
practice_offset[85],0.717,0.064,0.589,0.841,0.008,0.003,67.0,262.0,1.09,104.82791467233841,80.21853286760772,131.86845023275188
practice_offset[86],-0.204,0.064,-0.328,-0.077,0.008,0.003,58.0,210.0,1.1,-18.45376288127073,-27.963698029469864,-7.411014639350466
practice_offset[87],1.006,0.074,0.859,1.148,0.009,0.002,74.0,268.0,1.07,173.4640546507821,136.07987141986743,215.18828360473879
practice_offset[88],1.026,0.064,0.903,1.152,0.007,0.003,77.0,192.0,1.08,178.98839500387788,146.6992999780941,216.45156161079964
practice_offset[89],-0.368,0.064,-0.49,-0.238,0.007,0.003,80.0,166.0,1.08,-30.788281831126962,-38.73736058155839,-21.17973089062296
practice_offset[90],1.145,0.065,1.016,1.272,0.009,0.003,58.0,169.0,1.09,214.24413568391668,176.21241409153652,256.79813939355347
practice_offset[91],-0.605,0.064,-0.733,-0.485,0.008,0.003,69.0,216.0,1.09,-45.39255733602906,-51.95345704565777,-38.43028032357149
practice_offset[92],1.027,0.064,0.9,1.15,0.007,0.003,76.0,196.0,1.08,179.26752293958893,145.960311115695,215.81929096897673
practice_offset[93],0.731,0.069,0.595,0.861,0.007,0.003,85.0,215.0,1.07,107.71567261680337,81.30309449601565,136.5525036373806
practice_offset[94],0.103,0.064,-0.025,0.225,0.008,0.003,69.0,172.0,1.08,10.849140907600718,-2.4690087971667385,25.23227161918644
practice_offset[95],-0.136,0.063,-0.257,-0.01,0.008,0.003,69.0,194.0,1.08,-12.71573675112807,-22.663178623455092,-0.9950166250832004
practice_offset[96],0.497,0.063,0.371,0.62,0.008,0.003,71.0,170.0,1.08,64.37825187200612,44.91830733866446,85.8928041846342
practice_offset[97],0.393,0.063,0.267,0.516,0.008,0.003,72.0,179.0,1.08,48.141838932926426,30.60404463306543,67.53129773975874
practice_offset[98],-0.789,0.064,-0.915,-0.665,0.008,0.003,68.0,197.0,1.09,-54.57011329243044,-59.94833739091811,-48.57264722933681
practice_offset[99],-0.524,0.064,-0.647,-0.397,0.008,0.003,59.0,213.0,1.1,-40.78527843925187,-47.63857343517366,-32.76659743673428
practice_offset[100],-0.449,0.064,-0.577,-0.327,0.008,0.003,60.0,268.0,1.1,-36.17339013062312,-43.84194162708187,-27.891625697339293
practice_offset[101],-0.033,0.066,-0.162,0.096,0.007,0.003,90.0,177.0,1.07,-3.246144041096799,-14.955879545976703,10.075906399397883
practice_offset[102],0.837,0.066,0.703,0.964,0.007,0.003,80.0,175.0,1.08,130.94282890863056,101.98030365487591,162.21641807745738
practice_offset[103],0.525,0.066,0.396,0.654,0.007,0.003,82.0,157.0,1.07,69.04588483790914,48.58693175513898,92.3218337109468
practice_offset[104],0.911,0.065,0.778,1.031,0.008,0.003,59.0,164.0,1.09,148.68080984936256,117.71136810045597,180.38683015336562
practice_offset[105],-0.485,0.064,-0.606,-0.356,0.008,0.003,72.0,220.0,1.08,-38.43028032357149,-45.447137484070666,-29.952737976474765
practice_offset[106],0.661,0.066,0.535,0.792,0.009,0.003,59.0,156.0,1.09,93.67280944551469,70.74482422542117,120.78076288406328
practice_offset[107],1.246,0.064,1.122,1.373,0.007,0.003,79.0,207.0,1.08,247.64094711825294,207.0990045496511,294.71744743573817
practice_offset[108],0.268,0.064,0.146,0.396,0.008,0.003,59.0,238.0,1.09,30.734714001493614,15.719618805079616,48.58693175513898
practice_offset[109],-0.244,0.067,-0.374,-0.115,0.007,0.003,93.0,201.0,1.07,-21.65123657371375,-31.202308817102054,-10.863385609316866
practice_offset[110],0.472,0.064,0.347,0.6,0.007,0.003,79.0,173.0,1.08,60.319738372657405,41.48167253704287,82.21188003905088
practice_offset[111],0.037,0.064,-0.092,0.161,0.007,0.003,81.0,179.0,1.08,3.7693020838156954,-8.789485045490963,17.468496881387164
practice_offset[112],-0.718,0.064,-0.847,-0.594,0.008,0.003,66.0,192.0,1.09,-51.227326537426876,-57.13008979634229,-44.78855956930694
practice_offset[113],0.892,0.066,0.759,1.018,0.009,0.003,58.0,141.0,1.09,144.00047841002203,113.61390130581417,176.76539171301525
practice_offset[114],-0.257,0.064,-0.378,-0.127,0.008,0.003,58.0,252.0,1.1,-22.663178623455092,-31.476949933412968,-11.926632740284305
practice_offset[115],-0.68,0.069,-0.815,-0.546,0.009,0.003,64.0,245.0,1.09,-49.33830076344105,-55.73606726386488,-42.0737768619218
practice_offset[116],0.727,0.064,0.599,0.848,0.008,0.003,69.0,211.0,1.09,106.88646943829711,82.0297592345908,133.49722343978726
practice_offset[117],1.837,0.072,1.697,1.98,0.007,0.003,107.0,223.0,1.06,527.7676952352567,445.75501577009817,624.2742985161012
practice_offset[118],0.152,0.063,0.026,0.274,0.008,0.003,68.0,210.0,1.08,16.41602364321124,2.634094847344204,31.521480223872445
practice_offset[119],0.497,0.064,0.368,0.618,0.008,0.003,65.0,199.0,1.09,64.37825187200612,44.4842038973879,85.5213901141401
practice_offset[120],-0.147,0.064,-0.27,-0.021,0.008,0.003,62.0,184.0,1.09,-13.670602258368058,-23.662050566314687,-2.078103543054044
practice_offset[121],-0.436,0.064,-0.557,-0.307,0.008,0.003,58.0,217.0,1.1,-35.338227406456035,-42.70747359464816,-26.434939909274668
practice_offset[122],-0.076,0.064,-0.202,0.047,0.008,0.003,59.0,216.0,1.1,-7.318379344061777,-18.29050720577634,4.812200907965569
practice_offset[123],-0.713,0.069,-0.844,-0.578,0.008,0.003,77.0,280.0,1.08,-50.98285249432698,-57.00128695807602,-43.89807161578294
practice_offset[124],-0.758,0.066,-0.889,-0.63,0.007,0.003,95.0,202.0,1.07,-53.139730417934985,-58.893338609856606,-46.74081989931028
practice_offset[125],-0.053,0.064,-0.174,0.077,0.008,0.003,68.0,205.0,1.09,-5.161998751770181,-15.970310234156859,8.00420763926002
practice_offset[126],-0.538,0.068,-0.672,-0.404,0.008,0.002,77.0,266.0,1.08,-41.60850848473713,-48.93138166338121,-33.23558787310711
practice_offset[127],-0.457,0.064,-0.581,-0.335,0.008,0.003,58.0,241.0,1.1,-36.68196599372402,-44.06612519452732,-28.46619136474401
practice_offset[128],0.878,0.066,0.749,1.007,0.008,0.003,62.0,214.0,1.09,140.6082725590862,111.48840747433253,173.73765548304894
practice_offset[129],-0.659,0.064,-0.786,-0.537,0.009,0.003,54.0,226.0,1.11,-48.263155566197845,-54.43361899322965,-41.55008778774176
practice_offset[130],-0.162,0.071,-0.3,-0.022,0.008,0.002,74.0,272.0,1.07,-14.955879545976703,-25.91817793182821,-2.175976494878995
practice_offset[131],1.269,0.069,1.132,1.4,0.009,0.003,54.0,127.0,1.1,255.72934896261188,210.18540085675676,305.51999668446746
practice_offset[132],1.025,0.066,0.902,1.158,0.009,0.003,58.0,177.0,1.09,178.70954605658505,146.45272398665972,218.35597851793858
practice_offset[133],-0.499,0.064,-0.623,-0.375,0.009,0.003,55.0,198.0,1.1,-39.28625062612103,-46.366697738707586,-31.271072120902776
practice_offset[134],0.053,0.064,-0.074,0.174,0.008,0.003,59.0,235.0,1.1,5.4429645119356,-7.132830615871278,19.005556582036263
practice_offset[135],0.37,0.07,0.234,0.508,0.009,0.003,64.0,168.0,1.09,44.773461466332456,26.364449220777786,66.19639409191058
practice_offset[136],0.001,0.064,-0.122,0.129,0.008,0.003,60.0,224.0,1.09,0.10005001667083846,-11.485163149737287,13.769012416573156
practice_offset[137],-0.252,0.064,-0.375,-0.128,0.008,0.003,57.0,239.0,1.1,-22.27552619310539,-31.271072120902776,-12.01466208553562
practice_offset[138],0.963,0.068,0.826,1.092,0.009,0.003,56.0,135.0,1.1,161.95433272389712,128.4163787415424,198.02285732240193
practice_offset[139],-1.076,0.084,-1.238,-0.909,0.009,0.002,98.0,542.0,1.05,-65.90433718622984,-71.00364344705967,-59.70730504131143
practice_offset[140],0.366,0.065,0.23,0.487,0.008,0.003,60.0,153.0,1.09,44.19552426545161,25.860000992947786,62.74266093785854
practice_offset[141],-0.078,0.072,-0.215,0.061,0.009,0.002,69.0,294.0,1.08,-7.5035573456460725,-19.345855982267313,6.289891418719518
practice_offset[142],0.383,0.064,0.259,0.507,0.009,0.003,57.0,196.0,1.1,46.66780300683986,29.563380482804845,66.03028076832325
practice_offset[143],-0.222,0.064,-0.347,-0.099,0.008,0.003,60.0,217.0,1.09,-19.908463566534085,-29.319467174225057,-9.42572919764515
practice_offset[144],-0.678,0.064,-0.811,-0.559,0.009,0.003,54.0,224.0,1.1,-49.23687597398673,-55.558656948837324,-42.82194413875791
practice_offset[145],0.807,0.065,0.675,0.929,0.009,0.003,57.0,145.0,1.09,124.11743681943786,96.40329759698474,153.19759352725134
practice_offset[146],-0.321,0.072,-0.459,-0.179,0.008,0.002,74.0,316.0,1.07,-27.457674900985886,-36.80847551005041,-16.38941006029645
practice_offset[147],-0.089,0.071,-0.226,0.053,0.008,0.002,73.0,347.0,1.07,-8.515442642554794,-20.228189833432573,5.4429645119356
practice_offset[148],-0.615,0.073,-0.755,-0.473,0.008,0.002,80.0,253.0,1.07,-45.93591046906834,-52.998938526946205,-37.686992882234215
practice_offset[149],-0.651,0.064,-0.778,-0.528,0.008,0.003,65.0,175.0,1.09,-47.84760080798425,-54.06762592486296,-41.02166423871496
practice_offset[150],0.72,0.068,0.581,0.847,0.009,0.003,59.0,136.0,1.09,105.44332106438875,78.78253624977862,133.26384292605275
practice_offset[151],0.383,0.065,0.252,0.503,0.009,0.002,57.0,188.0,1.1,46.66780300683986,28.65960372848406,65.367486118276
practice_offset[152],0.742,0.065,0.622,0.872,0.009,0.003,58.0,169.0,1.09,110.01315801903608,86.2649618265929,139.1689452237172
practice_offset[153],-0.715,0.064,-0.841,-0.59,0.008,0.003,65.0,231.0,1.09,-51.08078882036684,-56.87209713110215,-44.56727152654929
practice_offset[154],-0.572,0.054,-0.675,-0.465,0.006,0.002,72.0,337.0,1.08,-43.56044818806416,-49.08435793924508,-37.18648948103592
practice_offset[155],0.623,0.053,0.528,0.735,0.006,0.002,78.0,179.0,1.08,86.45131995195231,69.55378396018199,108.54819925050276
practice_offset[156],-0.104,0.052,-0.205,0.0,0.006,0.002,83.0,275.0,1.07,-9.877470257879517,-18.53526835885855,0.0
practice_offset[157],1.059,0.054,0.953,1.166,0.006,0.002,77.0,238.0,1.07,188.34860609832432,159.3478435631686,220.9130409581913
practice_offset[158],0.274,0.052,0.176,0.378,0.006,0.002,82.0,275.0,1.07,31.521480223872445,19.243805865066953,45.936294287579656
practice_offset[159],0.32,0.053,0.219,0.425,0.006,0.002,79.0,229.0,1.07,37.71277643359572,24.483127668753113,52.95904196633787
practice_offset[160],0.76,0.053,0.661,0.867,0.006,0.002,85.0,184.0,1.07,113.82762204968185,93.67280944551469,137.97608513294966
practice_offset[161],1.666,0.056,1.559,1.777,0.006,0.002,79.0,183.0,1.07,429.09615667283146,375.40648025104,491.20935070249027
practice_offset[162],0.557,0.052,0.459,0.663,0.006,0.002,78.0,208.0,1.08,74.54283529493428,58.24907027825334,94.06054266838417
practice_offset[163],-0.073,0.054,-0.176,0.034,0.006,0.002,76.0,302.0,1.08,-7.039916997420725,-16.138201666292595,3.4584606728117917
practice_offset[164],0.513,0.052,0.414,0.617,0.006,0.002,78.0,232.0,1.08,67.02945698405354,51.285712688439446,85.33596145380852
practice_offset[165],1.2,0.056,1.091,1.307,0.006,0.002,89.0,229.0,1.07,232.01169227365472,197.7249834268501,269.5071852189992
practice_offset[166],0.451,0.054,0.344,0.555,0.006,0.002,78.0,302.0,1.08,56.988128209320244,41.057863550767834,74.19409847740755
practice_offset[167],1.635,0.054,1.529,1.739,0.006,0.002,85.0,191.0,1.07,412.9457997027161,361.3560953796388,469.16489269717107
practice_offset[168],-0.069,0.055,-0.174,0.041,0.006,0.002,78.0,331.0,1.08,-6.667331992179804,-15.970310234156859,4.185210554547947
practice_offset[169],1.497,0.054,1.391,1.601,0.006,0.002,83.0,152.0,1.07,346.8264150575384,301.8866911141531,395.7987934161434
practice_offset[170],1.199,0.056,1.092,1.311,0.006,0.002,90.0,240.0,1.07,231.67984653190578,198.02285732240193,270.98817396271147
practice_offset[171],-0.122,0.053,-0.227,-0.019,0.006,0.002,77.0,307.0,1.08,-11.485163149737287,-20.307921770986038,-1.8820637757194003
practice_offset[172],1.229,0.053,1.123,1.33,0.006,0.002,82.0,191.0,1.07,241.78100167980898,207.406257154899,278.1043387568781
practice_offset[173],0.798,0.055,0.692,0.907,0.006,0.002,91.0,288.0,1.07,122.10942947514347,99.7706954400252,147.68807340649906
practice_offset[174],-0.391,0.054,-0.491,-0.283,0.006,0.002,74.0,292.0,1.08,-32.36198439607109,-38.79859259986501,-24.64802121402827
practice_offset[175],0.647,0.053,0.549,0.754,0.006,0.002,81.0,233.0,1.07,90.98028178471122,73.15206311872335,112.54849752831913
practice_offset[176],-0.74,0.054,-0.845,-0.633,0.006,0.002,71.0,306.0,1.08,-52.28860844789656,-57.044264178926085,-46.900358012788566
practice_offset[177],0.291,0.052,0.189,0.393,0.006,0.002,82.0,227.0,1.07,33.776458395003516,20.80409524829019,48.141838932926426
practice_offset[178],0.939,0.055,0.827,1.046,0.007,0.002,72.0,218.0,1.08,155.74227164750943,128.6449093665522,184.6243344348701
practice_offset[179],0.562,0.056,0.455,0.673,0.006,0.002,89.0,244.0,1.07,75.41773489770915,57.61733830339912,96.01088354664577
practice_offset[180],0.111,0.052,0.013,0.216,0.006,0.002,80.0,252.0,1.07,11.73949068544582,1.3084867359809182,24.110237900067165
practice_offset[181],1.228,0.054,1.121,1.331,0.006,0.002,81.0,195.0,1.07,241.43939151168072,206.79205904343334,278.48263221083744
practice_offset[182],-0.171,0.055,-0.277,-0.063,0.006,0.002,85.0,298.0,1.07,-15.71784265283801,-24.194550288949166,-6.105652631086677
practice_offset[183],0.721,0.052,0.621,0.824,0.006,0.002,79.0,193.0,1.08,105.64886714136281,86.0787899662108,127.96000251241387
practice_offset[184],0.965,0.054,0.86,1.07,0.006,0.002,80.0,249.0,1.07,162.47876564745752,136.31606937057947,191.53794999769968
practice_offset[185],0.04,0.055,-0.067,0.147,0.006,0.002,78.0,348.0,1.08,4.081077419238821,-6.480479866322342,15.835396302985538
practice_offset[186],0.725,0.055,0.621,0.838,0.006,0.002,72.0,217.0,1.08,106.47310999664863,86.0787899662108,131.1738872474537
practice_offset[187],0.446,0.054,0.339,0.55,0.006,0.002,75.0,337.0,1.08,56.20514665337439,40.35433452127262,73.32530178673953
practice_offset[188],1.425,0.053,1.324,1.534,0.006,0.002,82.0,184.0,1.07,315.7857842756007,275.8425050110714,363.6686524313411
practice_offset[189],0.554,0.053,0.453,0.657,0.006,0.002,80.0,234.0,1.07,74.01999144695428,57.30241865141752,92.89966552642908
practice_offset[190],0.968,0.053,0.869,1.075,0.006,0.002,80.0,191.0,1.07,163.26738428088615,138.45251357284602,192.99929005337015
practice_offset[191],-0.375,0.052,-0.471,-0.267,0.006,0.002,79.0,263.0,1.08,-31.271072120902776,-37.56224215885887,-23.432692853462612
practice_offset[192],0.989,0.053,0.886,1.092,0.006,0.002,81.0,218.0,1.07,168.85445830457223,142.54085877731632,198.02285732240193
practice_offset[193],0.704,0.055,0.6,0.814,0.006,0.002,86.0,263.0,1.07,102.18238498235444,82.21188003905088,125.69176258887525
practice_offset[194],0.732,0.054,0.624,0.833,0.006,0.002,78.0,249.0,1.07,107.92349218188444,86.63786452864724,130.02090267469853
practice_offset[195],1.263,0.054,1.161,1.369,0.006,0.002,84.0,171.0,1.07,253.60136321004734,219.31248048907275,293.1417311794622
