station_id,kind,mean_flagged,mean_nonflagged,rel_change,n_flagged,n_nonflagged,p_value
B83005,flood,345.0,285.8070175438597,0.20710821926144457,3,57,0.03256664637108909
B83009,flood,518.75,584.5,-0.11248930709989309,4,56,0.47692656344002793
B83010,flood,464.5,436.4642857142857,0.06423369609673522,4,56,0.37391338064611956
B83012,flood,498.0,507.5,-0.018719211822623212,4,56,0.9645429934253411
B83015,flood,392.0,370.03508771929825,0.05935899867232204,3,57,0.20942418332566604
B83016,flood,399.0,359.82456140350877,0.10887372013621621,3,57,0.13117926694465704
B83018,flood,727.6666666666666,631.1578947368421,0.1529074938845698,3,57,0.07776995103255943
B83020,flood,755.0,711.2857142857143,0.06145812412122302,4,56,0.8011136269023482
B83022,flood,497.3333333333333,406.859649122807,0.2223707472721023,3,57,0.047203814119689956
B83025,flood,202.0,155.9298245614035,0.2954545454526507,3,57,0.0491312434898711
B83026,flood,327.6666666666667,264.42105263157896,0.23918524416045428,3,57,0.035441005401929605
B83028,flood,479.0,494.19642857142856,-0.030749774164346058,4,56,0.812573097380889
B83029,flood,407.75,431.01785714285717,-0.05398351079243395,4,56,0.4769020718843693
B83032,flood,120.66666666666667,101.59649122807018,0.18770505957335534,3,57,0.022978736356542646
B83034,flood,226.0,201.73214285714286,0.12029742409429611,4,56,0.504786728861141
B83035,flood,451.75,441.32142857142856,0.023630330986431886,4,56,0.7444066975077552
B83038,flood,838.5,767.0357142857143,0.09316943707209525,4,56,0.35051061939336947
B83039,flood,1103.3333333333333,995.7017543859649,0.10809620297760256,3,57,0.07220979139363327
B83041,flood,590.0,559.8771929824561,0.05380252561642388,3,57,0.3008856748211407
B83042,flood,459.3333333333333,407.859649122807,0.126204404679663,3,57,0.09647206923316433
B83045,flood,562.25,569.5,-0.012730465320434188,4,56,0.8821974086343689
B83051,flood,117.0,86.29824561403508,0.3557633665337918,3,57,0.06202357863745946
B83052,flood,1068.0,1001.2321428571429,0.06668569084514195,4,56,0.45874137212614685
B83054,flood,379.3333333333333,318.3157894736842,0.19168871252144357,3,57,0.05975176391806038
B83055,flood,1119.0,1056.857142857143,0.05879967558794109,4,56,1.0
B83056,flood,388.0,336.4035087719298,0.15337679269837073,3,57,0.1268979912217626
B83058,flood,374.6666666666667,300.36842105263156,0.24735704690064267,3,57,0.07776169633287182
B83062,flood,471.3333333333333,412.63157894736844,0.1422619047615599,3,57,0.08670970642421917
B83063,flood,1063.0,872.4912280701755,0.21835035791819257,3,57,0.041835509904647454
B83064,flood,573.6666666666666,488.0701754385965,0.17537742631164635,3,57,0.032600454066331
