practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E84049,flood,18.199999999999996,-2.4037735849056636,0.4130243147084669,7,53,0.29475545939264414
E84049,flood_geo,-33.0,1.7368421052631544,-0.6963365398352697,3,57,0.2351726294516775
E84051,flood,17.48571428571429,-2.3094339622641504,0.5363114475588194,7,53,0.15008477462563705
E84053,flood,23.00000000000001,-1.2105263157894708,0.6771810931133884,3,57,0.16432601575054484
E84053,flood_geo,-36.06666666666666,1.8982456140350914,-1.061898467751719,3,57,0.1748607797933872
E84057,flood,0.0,1.0725173369963776e-15,-1.694274645819799e-17,7,53,0.9632665823254615
E84058,flood,121.8,-6.410526315789451,0.8507810209788864,3,57,0.09982466393921682
E84059,flood,10.685714285714283,-1.4113207547169786,0.42313019639666277,7,53,0.20529397516069914
E84061,flood,53.06666666666666,-2.7929824561403525,0.8592877003672523,3,57,0.10349418870217743
E84062,flood,23.933333333333326,-1.259649122807018,0.6612779323783247,3,57,0.23516612484255794
E84063,flood,4.914285714285711,-0.6490566037735842,0.23595241455216506,7,53,0.5493537017527055
E84066,flood,34.08571428571428,-4.50188679245283,0.508406277656923,7,53,0.21886357706899706
E84067,flood,21.942857142857143,-2.8981132075471696,0.7618495970994551,7,53,0.16009590635748483
E84067,flood_geo,4.333333333333333,-0.22807017543859648,0.13989402895082054,3,57,0.9189468085376055
E84068,flood,24.200000000000006,-1.2736842105263062,0.3413341631358133,3,57,0.31701885372660743
E84069,flood,43.22857142857142,-5.709433962264139,0.4693388261557015,7,53,0.1893307717135172
E84070,flood,33.333333333333336,-1.7543859649122822,1.1723467266852232,3,57,0.0418383541975618
E84074,flood,23.685714285714294,-3.1283018867924457,0.5284893319452547,7,53,0.1344503599348567
E84075,flood,18.628571428571423,-2.4603773584905655,0.28710903849026137,7,53,0.3895845004537981
E84076,flood,20.171428571428578,-2.6641509433962214,0.7302137580153993,7,53,0.04390664774922951
E84078,flood,2.742857142857141,-0.36226415094339603,0.13827560525198543,7,53,0.8810120565786562
E84080,flood,4.82857142857143,-0.6377358490566019,0.11397460472876728,7,53,0.6785045970432464
E84083,flood,8.371428571428567,-1.1056603773584959,0.1546578305111711,7,53,0.853839530195374
E84086,flood,-0.40000000000000163,0.05283018867924657,-0.01875334520118646,7,53,0.8900998995541507
E84601,flood,11.542857142857148,-1.524528301886796,0.31582472237003184,7,53,0.5042411385162091
E84617,flood,0.5714285714285674,-0.0754716981132097,0.024666068439287654,7,53,0.8719300264376866
E84620,flood,1.3428571428571376,-0.17735849056604241,0.058992254507892666,7,53,0.8000272105331327
E84626,flood,7.399999999999998,-0.9773584905660395,0.39693760384494164,7,53,0.36304296995280017
E84635,flood,-1.7428571428571433,0.230188679245282,-0.11485829842942526,7,53,0.5963378336285533
E84637,flood,20.714285714285715,-2.735849056603775,0.8201687789654696,7,53,0.050305668876623875
E84638,flood,6.2571428571428624,-0.8264150943396223,0.3074311115984949,7,53,0.5265452496404464
E84645,flood,15.171428571428569,-2.0037735849056597,0.4150246458610996,7,53,0.21366583059970368
E84646,flood,6.7714285714285705,-0.8943396226415098,0.2565548405410388,7,53,0.39419999420798224
E84647,flood,4.828571428571427,-0.637735849056604,0.29887641979283047,7,53,0.36300963265035
E84653,flood,-23.057142857142853,3.0452830188679263,-0.5266176129635831,7,53,0.34509332231798395
E84656,flood,3.0857142857142827,-0.4075471698113201,0.1628151748558413,7,53,0.7911462916657954
E84658,flood,3.11428571428572,-0.4113207547169814,0.14826391032994032,7,53,0.6286777937970851
E84663,flood,9.799999999999999,-1.2943396226415067,0.26437134471604373,7,53,0.44044669407131254
E84665,flood,2.799999999999995,-0.3698113207547171,0.16976044354274372,7,53,0.5570375009853223
E84665,flood_geo,3.5333333333333363,-0.1859649122807029,0.1991884235219584,3,57,0.7217121198486537
E84674,flood,1.2285714285714258,-0.16226415094339908,0.1121422817655843,7,53,0.7471350287941732
E84676,flood,15.066666666666668,-0.7929824561403515,0.8827095853475345,3,57,0.0749438049518359
E84678,flood,1.2571428571428567,-0.16603773584905654,0.08491393944638669,7,53,1.0
E84680,flood,8.028571428571423,-1.0603773584905718,0.3210687368614001,7,53,0.4752836281700872
E84681,flood,5.607142857142857,-0.9573170731707317,0.2804584836350753,7,53,
E84684,flood,8.571428571428571,-1.1320754716981125,0.35459619724467945,7,53,0.35098149984856863
E84684,flood_geo,10.266666666666666,-0.5403508771929811,0.39492201039722247,3,57,0.27027231840409904
E84685,flood,18.71428571428572,-2.471698113207552,0.4619554448866019,7,53,0.22666078864971717
E84693,flood,13.771428571428576,-1.818867924528302,0.3794798647903653,7,53,0.23112170829156276
E84699,flood,3.9142857142857133,-0.5169811320754726,0.21164715960802177,7,53,0.38151854576874233
