,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[M83050],-0.011,0.089,-0.179,0.153,0.0,0.001,33667.0,19819.0,1.0
1|practice_id[M83051],-0.234,0.088,-0.391,-0.06,0.0,0.001,32021.0,19742.0,1.0
1|practice_id[M83052],-0.145,0.088,-0.315,0.015,0.0,0.001,30974.0,19369.0,1.0
1|practice_id[M83057],0.052,0.087,-0.121,0.21,0.0,0.001,32009.0,20476.0,1.0
1|practice_id[M83059],0.042,0.087,-0.121,0.206,0.0,0.001,31342.0,19146.0,1.0
1|practice_id[M83062],-0.006,0.087,-0.171,0.156,0.0,0.001,33345.0,19055.0,1.0
1|practice_id[M83063],0.277,0.088,0.122,0.45,0.001,0.001,30663.0,20082.0,1.0
1|practice_id[M83064],0.26,0.173,-0.062,0.582,0.001,0.001,25986.0,19063.0,1.0
1|practice_id[M83065],0.037,0.087,-0.128,0.197,0.001,0.001,28057.0,19590.0,1.0
1|practice_id[M83070],0.219,0.088,0.053,0.383,0.0,0.001,32044.0,20181.0,1.0
1|practice_id[M83072],0.262,0.089,0.1,0.436,0.0,0.001,33033.0,19301.0,1.0
1|practice_id[M83073],0.188,0.088,0.023,0.354,0.0,0.001,31544.0,19411.0,1.0
1|practice_id[M83074],-0.202,0.088,-0.362,-0.035,0.0,0.001,31595.0,20029.0,1.0
1|practice_id[M83078],-0.438,0.127,-0.67,-0.192,0.001,0.001,27062.0,19876.0,1.0
1|practice_id[M83080],-0.115,0.152,-0.403,0.165,0.001,0.001,27591.0,18490.0,1.0
1|practice_id[M83088],0.238,0.087,0.071,0.399,0.001,0.001,29495.0,20037.0,1.0
1|practice_id[M83092],-0.353,0.088,-0.518,-0.186,0.0,0.001,31266.0,19864.0,1.0
1|practice_id[M83093],0.096,0.087,-0.071,0.257,0.001,0.001,29904.0,18945.0,1.0
1|practice_id[M83097],-0.339,0.088,-0.504,-0.176,0.0,0.001,31808.0,19848.0,1.0
1|practice_id[M83107],0.323,0.089,0.153,0.486,0.001,0.001,29777.0,19917.0,1.0
1|practice_id[M83109],-0.343,0.089,-0.508,-0.177,0.0,0.001,31398.0,20105.0,1.0
1|practice_id[M83110],0.242,0.088,0.073,0.404,0.0,0.001,31204.0,19832.0,1.0
1|practice_id[M83111],-0.151,0.088,-0.316,0.015,0.0,0.001,31263.0,20361.0,1.0
1|practice_id[M83113],-0.074,0.089,-0.244,0.09,0.001,0.001,30144.0,19296.0,1.0
1|practice_id[M83115],0.677,0.087,0.514,0.841,0.0,0.001,34226.0,20040.0,1.0
1|practice_id[M83117],-0.47,0.088,-0.636,-0.306,0.001,0.001,29993.0,19809.0,1.0
1|practice_id[M83125],0.658,0.087,0.492,0.819,0.001,0.001,30093.0,19344.0,1.0
1|practice_id[M83129],-0.165,0.089,-0.329,0.005,0.001,0.001,31183.0,19764.0,1.0
1|practice_id[M83130],0.029,0.088,-0.138,0.191,0.001,0.001,27839.0,18729.0,1.0
1|practice_id[M83132],0.08,0.087,-0.082,0.245,0.001,0.001,29435.0,19065.0,1.0
1|practice_id[M83139],-0.014,0.087,-0.176,0.151,0.0,0.001,33045.0,19181.0,1.0
1|practice_id[M83144],-0.948,0.372,-1.643,-0.255,0.002,0.002,22787.0,18118.0,1.0
1|practice_id[M83148],0.502,0.088,0.34,0.67,0.001,0.001,30019.0,19700.0,1.0
1|practice_id[M83608],0.202,0.088,0.035,0.362,0.0,0.001,31053.0,20042.0,1.0
1|practice_id[M83613],-0.576,0.202,-0.968,-0.212,0.001,0.001,22759.0,18236.0,1.0
1|practice_id[M83616],-0.419,0.089,-0.584,-0.252,0.0,0.001,32609.0,19900.0,1.0
1|practice_id[M83617],0.088,0.088,-0.076,0.256,0.0,0.001,31871.0,19173.0,1.0
1|practice_id[M83637],-0.361,0.089,-0.526,-0.189,0.001,0.001,31058.0,19394.0,1.0
1|practice_id[M83638],-0.415,0.088,-0.582,-0.251,0.001,0.001,30092.0,19264.0,1.0
1|practice_id[M83639],-0.637,0.137,-0.894,-0.376,0.001,0.001,27669.0,19770.0,1.0
1|practice_id[M83641],0.169,0.088,0.004,0.335,0.0,0.001,31078.0,20082.0,1.0
1|practice_id[M83662],-0.178,0.26,-0.665,0.314,0.002,0.002,25884.0,18120.0,1.0
1|practice_id[M83668],-0.131,0.089,-0.301,0.03,0.001,0.001,31181.0,20127.0,1.0
1|practice_id[M83680],-0.021,0.088,-0.187,0.145,0.0,0.001,32952.0,19037.0,1.0
1|practice_id[M83681],-0.215,0.087,-0.374,-0.045,0.0,0.001,31765.0,19797.0,1.0
1|practice_id[M83692],1.023,0.153,0.745,1.323,0.001,0.001,26362.0,19329.0,1.0
1|practice_id[M83693],0.049,0.089,-0.118,0.217,0.0,0.001,33450.0,19117.0,1.0
1|practice_id[M83698],0.087,0.089,-0.081,0.252,0.0,0.001,31620.0,19860.0,1.0
1|practice_id[M83703],-0.169,0.088,-0.328,0.005,0.001,0.001,31071.0,19394.0,1.0
1|practice_id[M83705],0.704,0.088,0.541,0.869,0.001,0.001,28376.0,19610.0,1.0
1|practice_id[M83706],0.584,0.087,0.414,0.741,0.0,0.001,32161.0,20298.0,1.0
1|practice_id[M83715],0.325,0.088,0.158,0.489,0.0,0.001,34138.0,20029.0,1.0
1|practice_id[M83717],-0.243,0.088,-0.41,-0.078,0.0,0.001,31242.0,20511.0,1.0
1|practice_id[M83718],-0.447,0.088,-0.617,-0.286,0.001,0.001,29383.0,19825.0,1.0
1|practice_id[M83719],-0.025,0.088,-0.193,0.138,0.001,0.001,29463.0,19984.0,1.0
1|practice_id[M83722],-0.044,0.088,-0.212,0.12,0.0,0.001,32066.0,19656.0,1.0
1|practice_id[M83726],-0.283,0.173,-0.604,0.044,0.001,0.001,31411.0,18742.0,1.0
1|practice_id[M83727],0.719,0.088,0.56,0.893,0.0,0.001,32775.0,19564.0,1.0
1|practice_id[M83732],-0.764,0.378,-1.46,-0.041,0.002,0.002,25381.0,17946.0,1.0
1|practice_id[M83733],-0.545,0.128,-0.792,-0.31,0.001,0.001,26478.0,19491.0,1.0
1|practice_id[M84001],0.284,0.088,0.115,0.443,0.0,0.001,33226.0,19016.0,1.0
1|practice_id[M84002],0.02,0.088,-0.144,0.185,0.001,0.001,30260.0,20040.0,1.0
1|practice_id[M84003],-0.178,0.089,-0.344,-0.011,0.0,0.001,35038.0,19781.0,1.0
1|practice_id[M84004],0.187,0.088,0.027,0.358,0.0,0.001,33396.0,20230.0,1.0
1|practice_id[M84005],-0.008,0.087,-0.168,0.16,0.001,0.001,30380.0,19734.0,1.0
1|practice_id[M84006],0.217,0.089,0.048,0.379,0.0,0.001,33443.0,19249.0,1.0
1|practice_id[M84007],0.025,0.088,-0.14,0.188,0.0,0.001,31576.0,19097.0,1.0
1|practice_id[M84008],0.828,0.089,0.659,0.992,0.0,0.001,31578.0,18263.0,1.0
1|practice_id[M84009],0.033,0.087,-0.129,0.199,0.001,0.001,29576.0,19713.0,1.0
1|practice_id[M84010],0.092,0.089,-0.078,0.255,0.0,0.001,32826.0,19531.0,1.0
1|practice_id[M84011],0.068,0.089,-0.099,0.237,0.0,0.001,35315.0,19682.0,1.0
1|practice_id[M84012],-0.415,0.089,-0.585,-0.251,0.0,0.001,33546.0,17573.0,1.0
1|practice_id[M84013],-0.127,0.088,-0.286,0.044,0.0,0.001,32900.0,19849.0,1.0
1|practice_id[M84014],-0.14,0.088,-0.307,0.024,0.001,0.001,29859.0,19801.0,1.0
1|practice_id[M84015],0.367,0.087,0.204,0.532,0.0,0.001,34021.0,18280.0,1.0
1|practice_id[M84016],0.091,0.087,-0.075,0.251,0.0,0.001,31966.0,19767.0,1.0
1|practice_id[M84017],0.2,0.089,0.034,0.368,0.001,0.001,31197.0,20532.0,1.0
1|practice_id[M84018],-0.306,0.088,-0.472,-0.143,0.0,0.001,33427.0,19976.0,1.0
1|practice_id[M84019],0.051,0.087,-0.116,0.212,0.001,0.001,30533.0,18913.0,1.0
1|practice_id[M84020],-0.08,0.088,-0.243,0.087,0.001,0.001,29994.0,20073.0,1.0
1|practice_id[M84021],-0.167,0.088,-0.325,0.005,0.0,0.001,32045.0,19535.0,1.0
1|practice_id[M84022],0.366,0.088,0.2,0.529,0.0,0.001,31461.0,19125.0,1.0
1|practice_id[M84023],0.178,0.087,0.017,0.343,0.0,0.001,34249.0,20029.0,1.0
1|practice_id[M84024],0.533,0.088,0.367,0.696,0.0,0.001,34050.0,19822.0,1.0
1|practice_id[M84025],0.013,0.087,-0.143,0.185,0.0,0.001,31885.0,20373.0,1.0
1|practice_id[M84026],0.147,0.089,-0.019,0.313,0.001,0.001,29111.0,18971.0,1.0
1|practice_id[M84027],0.029,0.35,-0.609,0.711,0.002,0.002,22511.0,19166.0,1.0
1|practice_id[M84028],0.107,0.089,-0.064,0.271,0.0,0.001,34538.0,19845.0,1.0
1|practice_id[M84029],0.642,0.088,0.472,0.804,0.0,0.001,34555.0,19998.0,1.0
1|practice_id[M84030],-0.195,0.088,-0.361,-0.027,0.0,0.001,31233.0,18566.0,1.0
1|practice_id[M84031],-0.072,0.088,-0.239,0.09,0.0,0.001,30991.0,18644.0,1.0
1|practice_id[M84032],0.761,0.087,0.598,0.927,0.0,0.001,33042.0,19861.0,1.0
1|practice_id[M84034],0.736,0.087,0.57,0.898,0.001,0.001,30263.0,19047.0,1.0
1|practice_id[M84035],0.267,0.087,0.1,0.427,0.0,0.001,33380.0,19713.0,1.0
1|practice_id[M84036],0.578,0.087,0.414,0.74,0.0,0.001,31016.0,19132.0,1.0
1|practice_id[M84037],-0.395,0.089,-0.558,-0.227,0.001,0.001,30113.0,19507.0,1.0
1|practice_id[M84038],-0.296,0.12,-0.525,-0.076,0.001,0.001,27105.0,19934.0,1.0
1|practice_id[M84040],-0.479,0.089,-0.644,-0.313,0.0,0.001,33633.0,19183.0,1.0
1|practice_id[M84041],-0.135,0.088,-0.301,0.029,0.001,0.001,30134.0,20411.0,1.0
1|practice_id[M84042],0.072,0.088,-0.097,0.234,0.0,0.001,31187.0,19052.0,1.0
1|practice_id[M84043],-0.228,0.087,-0.389,-0.061,0.0,0.001,32224.0,19408.0,1.0
1|practice_id[M84044],-0.142,0.087,-0.308,0.021,0.001,0.001,29096.0,18860.0,1.0
1|practice_id[M84045],-0.806,0.167,-1.119,-0.49,0.001,0.001,25958.0,18766.0,1.0
1|practice_id[M84046],-0.333,0.089,-0.501,-0.168,0.0,0.001,31940.0,19238.0,1.0
1|practice_id[M84047],0.065,0.087,-0.099,0.227,0.001,0.001,29448.0,20545.0,1.0
1|practice_id[M84048],-1.099,0.279,-1.622,-0.574,0.002,0.002,25098.0,18256.0,1.0
1|practice_id[M84049],-0.043,0.089,-0.21,0.123,0.001,0.001,30827.0,19651.0,1.0
1|practice_id[M84050],0.899,0.088,0.733,1.065,0.0,0.001,32840.0,19292.0,1.0
1|practice_id[M84051],-0.072,0.089,-0.246,0.087,0.001,0.001,30537.0,19802.0,1.0
1|practice_id[M84055],0.028,0.088,-0.139,0.19,0.0,0.001,32836.0,20290.0,1.0
1|practice_id[M84057],-0.174,0.276,-0.69,0.351,0.002,0.002,26694.0,18911.0,1.0
1|practice_id[M84059],0.581,0.087,0.416,0.745,0.0,0.001,32687.0,19364.0,1.0
1|practice_id[M84060],0.078,0.088,-0.086,0.244,0.0,0.001,31869.0,20567.0,1.0
1|practice_id[M84061],-0.146,0.088,-0.312,0.017,0.0,0.001,32666.0,19526.0,1.0
1|practice_id[M84062],-0.274,0.089,-0.439,-0.103,0.001,0.001,30429.0,19301.0,1.0
1|practice_id[M84063],0.29,0.088,0.123,0.456,0.0,0.001,31936.0,18937.0,1.0
1|practice_id[M84064],0.137,0.088,-0.028,0.302,0.0,0.001,32776.0,20148.0,1.0
1|practice_id[M84065],0.036,0.086,-0.121,0.205,0.0,0.0,31871.0,20465.0,1.0
1|practice_id[M84066],-0.002,0.088,-0.174,0.158,0.0,0.001,32643.0,20531.0,1.0
1|practice_id[M84067],-0.048,0.089,-0.21,0.124,0.001,0.001,29885.0,19129.0,1.0
1|practice_id[M84068],-0.446,0.232,-0.867,0.0,0.001,0.002,30687.0,18437.0,1.0
1|practice_id[M84069],-0.241,0.088,-0.402,-0.073,0.001,0.001,30902.0,19566.0,1.0
1|practice_id[M84070],-0.246,0.087,-0.413,-0.085,0.0,0.001,31593.0,19276.0,1.0
1|practice_id[M84603],0.324,0.117,0.101,0.544,0.001,0.001,26913.0,19342.0,1.0
1|practice_id[M84608],-0.665,0.159,-0.961,-0.366,0.001,0.001,24260.0,18678.0,1.0
1|practice_id[M84609],-0.397,0.089,-0.566,-0.233,0.0,0.001,33117.0,19770.0,1.0
1|practice_id[M84612],-0.131,0.089,-0.301,0.031,0.001,0.001,30888.0,20191.0,1.0
1|practice_id[M84615],-0.287,0.087,-0.449,-0.124,0.0,0.001,30324.0,20079.0,1.0
1|practice_id[M84616],0.09,0.088,-0.076,0.255,0.0,0.001,36643.0,18825.0,1.0
1|practice_id[M84617],-0.023,0.088,-0.19,0.139,0.001,0.001,28920.0,20009.0,1.0
1|practice_id[M84618],-0.155,0.088,-0.321,0.007,0.001,0.001,30248.0,21006.0,1.0
1|practice_id[M84620],-0.129,0.087,-0.294,0.033,0.001,0.001,29812.0,19647.0,1.0
1|practice_id[M84621],-0.208,0.088,-0.377,-0.048,0.001,0.001,30934.0,18399.0,1.0
1|practice_id[M84624],-0.222,0.115,-0.436,-0.003,0.001,0.001,29347.0,19516.0,1.0
1|practice_id[M84627],-0.233,0.088,-0.399,-0.07,0.0,0.001,35978.0,20477.0,1.0
1|practice_id[M84629],-0.182,0.088,-0.342,-0.011,0.0,0.001,31348.0,18422.0,1.0
1|practice_id[M85001],-0.392,0.088,-0.554,-0.225,0.001,0.001,30454.0,19378.0,1.0
1|practice_id[M85002],-0.005,0.087,-0.166,0.163,0.0,0.001,30845.0,18995.0,1.0
1|practice_id[M85003],-0.169,0.215,-0.57,0.24,0.001,0.001,28020.0,18724.0,1.0
1|practice_id[M85005],-0.441,0.088,-0.613,-0.28,0.001,0.001,29297.0,19561.0,1.0
1|practice_id[M85006],-0.514,0.088,-0.688,-0.356,0.001,0.001,30328.0,19467.0,1.0
1|practice_id[M85007],-0.295,0.088,-0.46,-0.13,0.001,0.001,30407.0,19397.0,1.0
1|practice_id[M85008],-0.098,0.088,-0.266,0.067,0.001,0.001,30193.0,20446.0,1.0
1|practice_id[M85009],-0.277,0.087,-0.442,-0.117,0.0,0.001,30707.0,20147.0,1.0
1|practice_id[M85010],-1.052,0.141,-1.309,-0.784,0.001,0.001,29152.0,18784.0,1.0
1|practice_id[M85011],0.223,0.088,0.059,0.386,0.0,0.001,31816.0,20099.0,1.0
1|practice_id[M85013],0.342,0.088,0.173,0.502,0.001,0.001,28531.0,19172.0,1.0
1|practice_id[M85014],0.23,0.088,0.065,0.394,0.0,0.001,30765.0,19532.0,1.0
1|practice_id[M85015],-0.661,0.141,-0.929,-0.403,0.001,0.001,24836.0,18251.0,1.0
1|practice_id[M85016],0.346,0.088,0.175,0.509,0.001,0.001,29508.0,20149.0,1.0
1|practice_id[M85018],-0.3,0.088,-0.467,-0.136,0.001,0.001,30460.0,18785.0,1.0
1|practice_id[M85019],0.488,0.089,0.324,0.654,0.001,0.001,31036.0,18525.0,1.0
1|practice_id[M85020],0.023,0.088,-0.142,0.187,0.0,0.001,31794.0,19580.0,1.0
1|practice_id[M85021],-0.302,0.088,-0.47,-0.137,0.0,0.001,31302.0,20115.0,1.0
1|practice_id[M85023],-0.322,0.088,-0.488,-0.159,0.001,0.001,29981.0,20534.0,1.0
1|practice_id[M85024],-0.209,0.089,-0.378,-0.047,0.0,0.001,31514.0,20535.0,1.0
1|practice_id[M85025],-0.049,0.087,-0.213,0.114,0.0,0.001,31378.0,19921.0,1.0
1|practice_id[M85026],0.224,0.087,0.06,0.386,0.001,0.001,27787.0,19665.0,1.0
1|practice_id[M85027],0.333,0.087,0.171,0.499,0.0,0.001,32021.0,18983.0,1.0
1|practice_id[M85028],0.051,0.088,-0.109,0.219,0.0,0.001,31230.0,18295.0,1.0
1|practice_id[M85029],-0.59,0.087,-0.756,-0.427,0.0,0.001,33631.0,20427.0,1.0
1|practice_id[M85030],-0.245,0.087,-0.411,-0.082,0.0,0.001,33371.0,18626.0,1.0
1|practice_id[M85031],-0.338,0.089,-0.511,-0.177,0.001,0.001,29829.0,19459.0,1.0
1|practice_id[M85033],0.0,0.087,-0.166,0.163,0.0,0.001,31646.0,20092.0,1.0
1|practice_id[M85034],-0.055,0.088,-0.213,0.118,0.0,0.001,31797.0,20307.0,1.0
1|practice_id[M85035],-0.193,0.088,-0.359,-0.029,0.0,0.001,32072.0,19111.0,1.0
1|practice_id[M85036],0.3,0.243,-0.165,0.754,0.002,0.002,25185.0,18967.0,1.0
1|practice_id[M85037],-0.018,0.088,-0.185,0.145,0.0,0.001,33547.0,19485.0,1.0
1|practice_id[M85038],-0.157,0.12,-0.381,0.07,0.001,0.001,27230.0,20040.0,1.0
1|practice_id[M85041],-0.336,0.088,-0.503,-0.173,0.0,0.001,35608.0,19754.0,1.0
1|practice_id[M85042],0.095,0.088,-0.074,0.258,0.0,0.001,31629.0,19800.0,1.0
1|practice_id[M85043],-0.073,0.088,-0.235,0.098,0.0,0.001,32369.0,19118.0,1.0
1|practice_id[M85045],-0.816,0.144,-1.089,-0.55,0.001,0.001,24644.0,17662.0,1.0
1|practice_id[M85046],-0.084,0.089,-0.251,0.082,0.0,0.001,31590.0,19867.0,1.0
1|practice_id[M85047],0.305,0.089,0.136,0.47,0.0,0.001,33597.0,19717.0,1.0
1|practice_id[M85048],0.081,0.088,-0.084,0.246,0.0,0.001,32388.0,18746.0,1.0
1|practice_id[M85051],-0.304,0.088,-0.464,-0.135,0.001,0.001,29898.0,19755.0,1.0
1|practice_id[M85052],0.257,0.1,0.061,0.437,0.001,0.001,29842.0,18899.0,1.0
1|practice_id[M85053],0.019,0.089,-0.148,0.185,0.0,0.001,31388.0,19903.0,1.0
1|practice_id[M85055],-0.26,0.088,-0.427,-0.097,0.0,0.001,33528.0,19494.0,1.0
1|practice_id[M85056],0.108,0.088,-0.054,0.274,0.001,0.001,29779.0,19366.0,1.0
1|practice_id[M85058],-0.256,0.089,-0.428,-0.092,0.001,0.001,30720.0,19370.0,1.0
1|practice_id[M85059],0.056,0.201,-0.305,0.449,0.001,0.001,27082.0,17921.0,1.0
1|practice_id[M85060],-0.023,0.088,-0.187,0.145,0.0,0.001,31654.0,19968.0,1.0
1|practice_id[M85061],-0.04,0.089,-0.205,0.129,0.0,0.001,33241.0,20014.0,1.0
1|practice_id[M85062],0.054,0.087,-0.107,0.221,0.001,0.001,30248.0,19794.0,1.0
1|practice_id[M85063],0.546,0.088,0.38,0.713,0.0,0.001,34127.0,19302.0,1.0
1|practice_id[M85064],-0.237,0.087,-0.396,-0.073,0.001,0.001,29006.0,19057.0,1.0
1|practice_id[M85065],-0.304,0.088,-0.477,-0.145,0.001,0.001,30250.0,18837.0,1.0
1|practice_id[M85066],0.327,0.089,0.161,0.493,0.0,0.001,34222.0,19779.0,1.0
1|practice_id[M85068],-0.47,0.108,-0.681,-0.275,0.001,0.001,28805.0,19548.0,1.0
1|practice_id[M85069],0.561,0.088,0.394,0.722,0.0,0.001,32749.0,19964.0,1.0
1|practice_id[M85070],0.371,0.089,0.2,0.533,0.0,0.001,31594.0,20326.0,1.0
1|practice_id[M85071],0.365,0.088,0.198,0.531,0.001,0.001,31055.0,18997.0,1.0
1|practice_id[M85072],0.317,0.12,0.1,0.553,0.001,0.001,27290.0,19508.0,1.0
1|practice_id[M85074],0.484,0.088,0.318,0.648,0.001,0.001,30608.0,19421.0,1.0
1|practice_id[M85075],-0.41,0.107,-0.607,-0.204,0.001,0.001,25480.0,19630.0,1.0
1|practice_id[M85076],0.106,0.088,-0.056,0.275,0.0,0.001,31911.0,19036.0,1.0
1|practice_id[M85077],-0.142,0.088,-0.302,0.027,0.001,0.001,30368.0,19625.0,1.0
1|practice_id[M85078],-0.218,0.088,-0.381,-0.048,0.001,0.001,31129.0,19802.0,1.0
1|practice_id[M85079],-0.351,0.088,-0.519,-0.188,0.0,0.001,32666.0,19960.0,1.0
1|practice_id[M85081],-0.248,0.088,-0.417,-0.084,0.0,0.001,31916.0,19302.0,1.0
1|practice_id[M85082],0.536,0.087,0.371,0.699,0.0,0.001,33109.0,18601.0,1.0
1|practice_id[M85083],-0.256,0.103,-0.454,-0.064,0.001,0.001,27707.0,18145.0,1.0
1|practice_id[M85084],0.44,0.089,0.273,0.606,0.001,0.001,29739.0,20024.0,1.0
1|practice_id[M85085],-0.323,0.088,-0.49,-0.159,0.001,0.001,29837.0,19844.0,1.0
1|practice_id[M85086],0.296,0.088,0.136,0.465,0.001,0.001,28932.0,19172.0,1.0
1|practice_id[M85087],0.348,0.088,0.184,0.515,0.0,0.001,32643.0,19611.0,1.0
1|practice_id[M85088],-0.244,0.088,-0.414,-0.084,0.0,0.001,31784.0,20674.0,1.0
1|practice_id[M85092],0.304,0.088,0.134,0.464,0.0,0.001,31026.0,19562.0,1.0
1|practice_id[M85094],-0.678,0.089,-0.85,-0.515,0.0,0.001,32952.0,19721.0,1.0
1|practice_id[M85097],-0.336,0.087,-0.503,-0.172,0.0,0.001,31683.0,19320.0,1.0
1|practice_id[M85098],0.17,0.089,0.008,0.341,0.0,0.001,33727.0,18916.0,1.0
1|practice_id[M85100],-0.208,0.123,-0.44,0.022,0.001,0.001,27591.0,18446.0,1.0
1|practice_id[M85103],-0.135,0.109,-0.338,0.073,0.001,0.001,27153.0,19279.0,1.0
1|practice_id[M85105],-0.386,0.088,-0.548,-0.218,0.0,0.001,32095.0,19264.0,1.0
1|practice_id[M85107],0.02,0.089,-0.145,0.19,0.001,0.001,31477.0,18412.0,1.0
1|practice_id[M85108],0.041,0.088,-0.126,0.202,0.0,0.001,31483.0,19770.0,1.0
1|practice_id[M85110],-0.01,0.088,-0.168,0.161,0.0,0.001,31450.0,19715.0,1.0
1|practice_id[M85111],-1.032,0.156,-1.322,-0.737,0.001,0.001,23905.0,18954.0,1.0
1|practice_id[M85113],0.798,0.088,0.635,0.963,0.0,0.001,31705.0,20196.0,1.0
1|practice_id[M85115],-0.379,0.088,-0.545,-0.212,0.0,0.001,33174.0,19431.0,1.0
1|practice_id[M85116],0.274,0.087,0.11,0.436,0.001,0.001,30294.0,18786.0,1.0
1|practice_id[M85117],0.726,0.089,0.557,0.89,0.001,0.001,31167.0,18937.0,1.0
1|practice_id[M85118],-0.413,0.088,-0.581,-0.251,0.001,0.001,29384.0,19928.0,1.0
1|practice_id[M85123],-0.244,0.088,-0.416,-0.084,0.001,0.001,30667.0,20072.0,1.0
1|practice_id[M85124],-0.484,0.086,-0.644,-0.32,0.001,0.001,28310.0,19614.0,1.0
1|practice_id[M85127],0.176,0.088,0.014,0.343,0.001,0.001,29997.0,20133.0,1.0
1|practice_id[M85128],-0.347,0.088,-0.51,-0.179,0.001,0.001,30063.0,19463.0,1.0
1|practice_id[M85131],-1.205,0.371,-1.929,-0.524,0.002,0.002,25726.0,18206.0,1.0
1|practice_id[M85133],-0.52,0.113,-0.741,-0.315,0.001,0.001,27546.0,19116.0,1.0
1|practice_id[M85134],0.086,0.089,-0.082,0.252,0.001,0.001,31434.0,19390.0,1.0
1|practice_id[M85136],0.065,0.088,-0.101,0.23,0.0,0.001,32251.0,19291.0,1.0
1|practice_id[M85139],-0.126,0.088,-0.292,0.039,0.0,0.001,34509.0,20238.0,1.0
1|practice_id[M85141],-0.418,0.087,-0.581,-0.252,0.0,0.001,31567.0,20307.0,1.0
1|practice_id[M85142],0.473,0.088,0.315,0.646,0.001,0.001,26713.0,18645.0,1.0
1|practice_id[M85143],-0.084,0.087,-0.247,0.081,0.0,0.001,31691.0,20590.0,1.0
1|practice_id[M85145],-0.341,0.088,-0.509,-0.178,0.0,0.001,32665.0,18664.0,1.0
1|practice_id[M85146],-0.066,0.088,-0.231,0.098,0.001,0.001,28071.0,19036.0,1.0
1|practice_id[M85149],0.342,0.088,0.178,0.507,0.0,0.001,30849.0,19129.0,1.0
1|practice_id[M85153],0.335,0.089,0.169,0.503,0.0,0.001,34222.0,18719.0,1.0
1|practice_id[M85154],-0.189,0.087,-0.35,-0.021,0.001,0.001,29031.0,20350.0,1.0
1|practice_id[M85155],-0.342,0.088,-0.507,-0.174,0.001,0.001,29916.0,19517.0,1.0
1|practice_id[M85156],-0.261,0.088,-0.426,-0.095,0.0,0.001,33872.0,19144.0,1.0
1|practice_id[M85158],0.302,0.089,0.139,0.473,0.001,0.001,31356.0,19316.0,1.0
1|practice_id[M85159],0.854,0.087,0.693,1.019,0.0,0.0,34622.0,20452.0,1.0
1|practice_id[M85163],-0.258,0.175,-0.584,0.071,0.001,0.001,23158.0,17965.0,1.0
1|practice_id[M85164],0.184,0.088,0.019,0.354,0.0,0.001,31394.0,19820.0,1.0
1|practice_id[M85166],-1.636,0.284,-2.178,-1.116,0.002,0.002,25246.0,18509.0,1.0
1|practice_id[M85167],0.222,0.088,0.055,0.386,0.0,0.001,32337.0,19590.0,1.0
1|practice_id[M85170],-0.233,0.088,-0.399,-0.069,0.001,0.001,28722.0,19760.0,1.0
1|practice_id[M85171],-0.112,0.088,-0.273,0.058,0.0,0.001,31786.0,19358.0,1.0
1|practice_id[M85172],-0.258,0.088,-0.423,-0.094,0.001,0.001,30452.0,19269.0,1.0
1|practice_id[M85174],0.265,0.088,0.107,0.438,0.0,0.001,33016.0,19836.0,1.0
1|practice_id[M85175],0.087,0.088,-0.084,0.248,0.0,0.001,32165.0,19111.0,1.0
1|practice_id[M85176],0.428,0.087,0.262,0.589,0.0,0.001,31989.0,20019.0,1.0
1|practice_id[M85177],0.398,0.088,0.233,0.565,0.001,0.001,29290.0,20359.0,1.0
1|practice_id[M85178],0.009,0.088,-0.16,0.173,0.0,0.001,31611.0,19436.0,1.0
1|practice_id[M85179],0.908,0.088,0.743,1.072,0.0,0.001,33055.0,19500.0,1.0
1|practice_id[M85600],0.275,0.088,0.108,0.439,0.001,0.001,30152.0,19877.0,1.0
1|practice_id[M85611],-0.287,0.097,-0.47,-0.106,0.001,0.001,27479.0,19366.0,1.0
1|practice_id[M85624],0.197,0.088,0.032,0.361,0.0,0.001,33270.0,19295.0,1.0
1|practice_id[M85634],0.079,0.088,-0.085,0.246,0.001,0.001,30477.0,20206.0,1.0
1|practice_id[M85642],0.11,0.088,-0.053,0.276,0.0,0.001,35634.0,19431.0,1.0
1|practice_id[M85652],-0.914,0.13,-1.168,-0.681,0.001,0.001,26562.0,20372.0,1.0
1|practice_id[M85655],-1.276,0.233,-1.712,-0.838,0.002,0.001,24033.0,17976.0,1.0
1|practice_id[M85663],-0.1,0.088,-0.266,0.064,0.001,0.001,29725.0,20500.0,1.0
1|practice_id[M85669],-0.189,0.088,-0.356,-0.023,0.001,0.001,30024.0,18971.0,1.0
1|practice_id[M85670],-0.761,0.087,-0.924,-0.596,0.001,0.001,28550.0,19941.0,1.0
1|practice_id[M85671],-0.488,0.088,-0.65,-0.321,0.001,0.001,29078.0,20260.0,1.0
1|practice_id[M85676],0.294,0.088,0.132,0.462,0.0,0.001,32529.0,20570.0,1.0
1|practice_id[M85677],-0.001,0.107,-0.204,0.196,0.001,0.001,29129.0,19802.0,1.0
1|practice_id[M85679],0.052,0.088,-0.115,0.213,0.0,0.001,32388.0,19882.0,1.0
1|practice_id[M85680],-0.12,0.087,-0.278,0.047,0.0,0.001,33097.0,19394.0,1.0
1|practice_id[M85684],-0.391,0.088,-0.563,-0.229,0.001,0.001,28985.0,18267.0,1.0
