parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct,eti_mean_pct,eti_2.5pc_pct,eti_97.5pc_pct
intercept,7.619,0.006,7.606,7.628,0.002,0.001,9.0,10.0,3.82,203552.4586632752,200922.11100439387,205393.60351536816,203553.39890512245,200967.3201304117,205339.4090380392
slope,0.104,0.002,0.1,0.107,0.0,0.0,15.0,25.0,1.49,10.960045491558246,10.517091807564771,11.29342544793257,10.95378338089621,10.514226633659126,11.347481012779708
practice_intercept_offset[0],-0.216,0.045,-0.282,-0.129,0.015,0.008,9.0,16.0,3.52,-19.42646981265204,-24.572631546691102,-12.102603445441684,,,
practice_intercept_offset[1],0.955,0.074,0.867,1.101,0.026,0.015,9.0,14.0,4.17,159.86705829195213,137.97608513294966,200.71716925542108,,,
practice_intercept_offset[2],0.065,0.05,-0.005,0.174,0.016,0.01,12.0,28.0,1.77,6.715902438419263,-0.498752080731768,19.005556582036263,,,
practice_intercept_offset[3],0.388,0.057,0.321,0.503,0.02,0.012,9.0,15.0,3.25,47.40297842881416,37.85055808937538,65.367486118276,,,
practice_intercept_offset[4],0.529,0.061,0.455,0.656,0.021,0.013,9.0,14.0,3.78,69.7234225493002,57.61733830339912,92.7068622785935,,,
practice_intercept_offset[5],0.779,0.068,0.7,0.915,0.024,0.014,9.0,16.0,3.88,117.92918836053477,101.37527074704768,149.6775251904888,,,
practice_intercept_offset[6],0.42,0.059,0.351,0.546,0.021,0.013,9.0,16.0,3.65,52.19615556186336,42.04873259121951,72.63338533505097,,,
practice_intercept_offset[7],0.247,0.058,0.168,0.373,0.019,0.012,11.0,21.0,2.04,28.017911277827,18.29366106478108,45.20843398327752,,,
practice_intercept_offset[8],0.489,0.061,0.415,0.619,0.021,0.014,9.0,14.0,3.83,63.06847196215488,51.43707406920481,85.70700429587728,,,
practice_intercept_offset[9],0.612,0.064,0.533,0.746,0.022,0.014,9.0,14.0,4.01,84.41159448971342,70.40367583907279,110.85489299875869,,,
practice_intercept_offset[10],0.312,0.056,0.243,0.435,0.02,0.013,9.0,14.0,3.39,36.61546930294799,27.506862411845965,54.49630589513384,,,
practice_intercept_offset[11],0.283,0.054,0.219,0.396,0.019,0.012,9.0,14.0,3.28,32.71051618171572,24.483127668753117,48.58693175513898,,,
practice_intercept_offset[12],0.147,0.051,0.084,0.251,0.018,0.011,9.0,15.0,2.98,15.835396302985538,8.76288938088261,28.53100843311953,,,
practice_intercept_offset[13],-0.148,0.045,-0.207,-0.056,0.015,0.009,10.0,23.0,2.39,-13.75688850579545,-18.698035001242896,-5.446086410960371,,,
practice_intercept_offset[14],0.536,0.062,0.46,0.668,0.022,0.014,9.0,15.0,3.92,70.91565445052328,58.407398499448185,95.03327518649616,,,
practice_intercept_offset[15],0.904,0.072,0.818,1.048,0.025,0.014,9.0,17.0,3.9,146.946122668849,126.59633758311956,185.19415273209768,,,
