name,error,coef_pred,ci_pred,p_pred,coef_imd,ci_imd,p_imd,coef_int,ci_int,p_int
hydro_rain_values,,0.028956666245605334,"(np.float64(-0.0479885087395826), np.float64(0.10596107525584486))",0.4608709754808815,0.9849986142280054,"(np.float64(0.23096571183416348), np.float64(1.7447040711448425))",0.010369262099088901,0.04423706930127835,"(np.float64(-0.029382456446214178), np.float64(0.11791080932395115))",0.23897793515272325
met_rain_values,,0.05454711547128177,"(np.float64(-0.02596818031014303), np.float64(0.13512725522004665))",0.1842922451889354,0.25087111619013225,"(np.float64(-0.4949101058491445), np.float64(1.0022418978362424))",0.5107474580970861,0.018543320705788346,"(np.float64(-0.06037241076635169), np.float64(0.09752136672547262))",0.6452248946371524
met_tmax_values,,1.1180615877433464,"(np.float64(0.858746017719092), np.float64(1.3780438779828597))",2.1255054140539208e-17,0.2671838944658944,"(np.float64(-0.478670541965287), np.float64(1.0186280757625843))",0.48366030177546193,-0.042129925262623935,"(np.float64(-0.11447575244194486), np.float64(0.030268301088143268))",0.2539891725333542
met_tmin_values,,1.1320414350019847,"(np.float64(0.8887427821103078), np.float64(1.3759268157372828))",5.195411712074803e-20,0.2539507439605737,"(np.float64(-0.4917946406983731), np.float64(1.0052849760590954))",0.5055452615085325,-0.011922074311077058,"(np.float64(-0.08527040220664972), np.float64(0.06148009927098297))",0.7501529519266327
aqrean_carbon_monoxide_values,,0.5118337243605442,"(np.float64(0.3924990734533118), np.float64(0.631310226093662))",3.6734096956066616e-17,1.795700575124748,"(np.float64(0.19951290526694088), np.float64(3.4173156647726355))",0.027304360654071512,0.054527266090098614,"(np.float64(-0.046624995649136025), np.float64(0.15578189335778703))",0.2908337516752787
aqrean_daqi_overall_values,,-0.4879233335935096,"(np.float64(-0.5918407311646501), np.float64(-0.38389730484362783))",4.50164612898646e-20,1.8052563139157485,"(np.float64(0.20339547378749323), np.float64(3.432724651065455))",0.027031108060360826,-0.061053792895970904,"(np.float64(-0.14584133293686907), np.float64(0.023805741411786485))",0.158450846527054
aqrean_nitrogen_monoxide_values,,-0.13217637892435352,"(np.float64(-0.26901737736405584), np.float64(0.004852379210107394))",0.05867711797792569,1.720650830148318,"(np.float64(0.12568512813029287), np.float64(3.341023754971939))",0.03436725927660651,0.03171231099943217,"(np.float64(-0.07153019809400529), np.float64(0.13506148654844896))",0.5472981562245143
aqrean_nitrogen_dioxide_values,,-0.19845905555848642,"(np.float64(-0.3624291313471528), np.float64(-0.03421913993409964))",0.017888685183130457,1.7466753094542042,"(np.float64(0.15137270436209604), np.float64(3.3673893525834497))",0.03174894684139368,-0.011771620969269758,"(np.float64(-0.13226798158566533), np.float64(0.10887012567550869))",0.8482532597952869
aqrean_daqi_nitrogen_dioxide_values,,-0.3804871240584373,"(np.float64(-0.49889055427240203), np.float64(-0.2619427972015642))",3.330163022633364e-10,1.8216110451276801,"(np.float64(0.21931154362688776), np.float64(3.4495280015177876))",0.025703309168788203,-0.03150458992938754,"(np.float64(-0.1348730165065426), np.float64(0.07197083127077342))",0.5505380040697494
aqrean_nox_expressed_as_nitrogen_dioxide_values,,-0.16790716487822266,"(np.float64(-0.314225346506003), np.float64(-0.021374218301783987))",0.02472857754796352,1.7229590681301588,"(np.float64(0.127952631376127), np.float64(3.3433734500825985))",0.03412901031519587,0.022689258051622474,"(np.float64(-0.08493658065141796), np.float64(0.13043102843466325))",0.6795945675136684
aqrean_ozone_values,,-0.4360731608821222,"(np.float64(-0.572571679180256), np.float64(-0.2993872511788842))",4.2772157950435643e-10,1.8468350159488889,"(np.float64(0.2498099163762202), np.float64(3.469301452226259))",0.02324603206567267,-0.015594803944574132,"(np.float64(-0.09849169905512545), np.float64(0.06737087786736762))",0.7124762243447693
aqrean_daqi_ozone_values,,-0.4547999264945535,"(np.float64(-0.5668033794547944), np.float64(-0.3426703107043627))",2.0878284022508357e-15,1.9183349535895067,"(np.float64(0.31414560246507683), np.float64(3.5481779496590926))",0.01890250278346881,0.01964570136745447,"(np.float64(-0.06374734248481007), np.float64(0.10310833357807248))",0.6443822633119072
aqrean_pm2p5_values,,-0.15159082468529927,"(np.float64(-0.2583487844401433), np.float64(-0.04471859710120096))",0.005445089461616527,1.7490176733591545,"(np.float64(0.15381158256841942), np.float64(3.369631508816706))",0.03150830656383682,-0.013125081104259362,"(np.float64(-0.09801658570495198), np.float64(0.07183855987757948))",0.7619800766692933
aqrean_daqi_pm2p5_values,,-0.278325362142573,"(np.float64(-0.39600578419330956), np.float64(-0.16050590267830955))",3.722344324494649e-06,1.7216313759854884,"(np.float64(0.12110079443854449), np.float64(3.3477479541119903))",0.03489858122081377,-0.06045720511332897,"(np.float64(-0.1465878902103146), np.float64(0.025747773838613597))",0.16921290186191829
aqrean_pm10_values,,-0.02804888521950044,"(np.float64(-0.13374072360654576), np.float64(0.07775481041325527))",0.6032068344131405,1.741602639254558,"(np.float64(0.14653443977592495), np.float64(3.3620760369781344))",0.032227019502387995,0.0010108838641054163,"(np.float64(-0.0848036956592857), np.float64(0.08689916731172698))",0.9815878046443108
aqrean_daqi_pm10_values,,-0.334796489049638,"(np.float64(-0.44758931532359325), np.float64(-0.22187586856586838))",6.451511165447193e-09,1.7560965141234508,"(np.float64(0.15501355907316938), np.float64(3.3827744597574094))",0.03144585695787353,-0.05787950377479367,"(np.float64(-0.14547407987527405), np.float64(0.029791912205423543))",0.1956188177348932
aqrean_sulfur_dioxide_values,,-0.39415712079309273,"(np.float64(-0.5085942612128358), np.float64(-0.2795883523295961))",1.6559202484888267e-11,1.6362633790772962,"(np.float64(0.042605047651633754), np.float64(3.2553083632806734))",0.04413679120473549,0.06803152025125492,"(np.float64(-0.039211826341489786), np.float64(0.17538992331360692))",0.21383447572646974
aqrean_daqi_sulfur_dioxide_values,,-0.00861560945631945,"(np.float64(-0.10367916680804612), np.float64(0.08653841248771332))",0.8590847044474383,1.7386118970659448,"(np.float64(0.13780788806156963), np.float64(3.3650063751378134))",0.03315898712006545,0.10646215003464743,"(np.float64(-0.025812462097229982), np.float64(0.23891177307129308))",0.11472945558104944
